Name,S1,S2,Cluster
MI Tuscola,0.20719728,0.6370891,A
MI Van Buren,0.2138402,0.62761474,A
MI Washtenaw,0.53217226,0.20023009,B
MI Wayne,0.8304195,0.09841534,B
MI Wexford,0.107803114,0.7358339,A
MN Aitkin,0.00063407584,0.8155833,A
MN Anoka,0.22647196,0.51802003,A
MN Becker,0.01915196,0.78221047,A
MN Beltrami,0.14855582,0.66272634,A
MN Benton,0.1268597,0.6689973,A
MN Big Stone,0.000492827,0.80639076,A
MN Blue Earth,0.19153808,0.5643204,A
MN Brown,0.03729974,0.73755205,A
MN Carlton,0.03811607,0.7661863,A
MN Carver,0.14075653,0.56118476,A
MN Cass,0.037408136,0.796775,A
MN Chippewa,0.07687682,0.7463119,A
MN Chisago,0.019333277,0.74729,A
MN Clay,0.30077916,0.46646133,B
MN Clearwater,0.00065021834,0.852462,A
MN Cook,0.11661094,0.6305185,A
MN Cottonwood,0.09814493,0.7191285,A
MN Crow Wing,0.066436715,0.7051633,A
MN Dakota,0.28892496,0.4376828,B
MN Dodge,0.047216266,0.71517706,A
MN Douglas,0.0024023247,0.763167,A
MN Faribault,0.006241261,0.7901784,A
MN Fillmore,0.03265433,0.76078224,A
MN Freeborn,0.08757048,0.7222754,A
MN Goodhue,0.099956244,0.68435794,A
MN Grant,0.07238557,0.7467632,A
MN Hennepin,0.58316547,0.16697311,B
MN Houston,0.00053148984,0.7521179,A
MN Hubbard,0.00014015692,0.79287034,A
MN Isanti,0.002621245,0.774374,A
MN Itasca,0.089802675,0.7156623,A
MN Jackson,0.025473991,0.7544902,A
MN Kanabec,0.036589675,0.7656649,A
MN Kandiyohi,0.13889676,0.655013,A
MN Kittson,3.265628e-5,0.8013523,A
MN Koochiching,0.06245608,0.74802387,A
MN Lac Qui Parle,1.2080015e-5,0.79414874,A
MN Lake,0.0038905514,0.7845332,A
MN Lake Of The Woods,0.00011639556,0.812879,A
MN Le Sueur,0.051687997,0.71947527,A
MN Lincoln,0.00091456115,0.7874615,A
MN Lyon,0.19141552,0.6009426,A
MN Mcleod,0.012643822,0.7749842,A
MN Mahnomen,0.23615812,0.64138633,A
MN Marshall,0.0022057123,0.7868062,A
MN Martin,0.12749384,0.6732183,A
MN Meeker,0.026986849,0.7640573,A
MN Mille Lacs,0.07976312,0.7487217,A
MN Morrison,0.012416898,0.7725394,A
MN Mower,0.26193452,0.5445547,A
MN Murray,0.05020955,0.7500995,A
MN Nicollet,0.26781255,0.49416545,A
MN Nobles,0.59897923,0.27698663,B
MN Norman,0.025882531,0.7981641,A
MN Olmsted,0.27520192,0.47117707,B
MN Otter Tail,0.019389713,0.76749486,A
MN Pennington,0.091764905,0.7412314,A
MN Pine,0.039333794,0.7813572,A
MN Pipestone,0.21073586,0.6116654,A
MN Polk,0.10258043,0.70639,A
MN Pope,2.3715113e-5,0.77660936,A
MN Ramsey,0.5642084,0.20763975,B
MN Red Lake,8.6959095e-5,0.80579436,A
MN Redwood,0.0013034032,0.8085662,A
MN Renville,0.06352267,0.7434693,A
MN Rice,0.25580418,0.49731055,A
MN Rock,0.020021949,0.7895063,A
MN Roseau,0.005594933,0.77705514,A
MN St. Louis,0.123959884,0.6621944,A
MN Scott,0.20562315,0.5231825,A
MN Sherburne,0.088728525,0.6653569,A
MN Sibley,0.0791255,0.6998833,A
MN Stearns,0.24954268,0.5179157,A
MN Steele,0.07492793,0.7043663,A
MN Stevens,0.10152645,0.656075,A
MN Swift,0.06587021,0.73781097,A
MN Todd,0.11996333,0.6864174,A
MN Traverse,0.0061542876,0.8175454,A
MN Wabasha,0.007219668,0.75110704,A
MN Wadena,0.03708335,0.78962874,A
MN Waseca,0.05329454,0.7422786,A
MN Washington,0.22135483,0.5048188,A
MN Watonwan,0.24099362,0.57008964,A
MN Wilkin,0.14811523,0.67010206,A
MN Winona,0.23060687,0.5283632,A
MN Wright,0.07330184,0.6828765,A
MN Yellow Medicine,0.021832857,0.787272,A
MS Adams,0.49808884,0.41285077,B
MS Alcorn,0.043101136,0.8524622,A
MS Amite,0.20919886,0.68184215,A
MS Attala,0.4571316,0.47567084,B
MS Benton,0.13620396,0.76192653,A
MS Bolivar,0.58860695,0.3308088,B
MS Calhoun,0.26880667,0.6665599,A
MS Carroll,0.35094005,0.5541115,B
MS Chickasaw,0.43134966,0.49706858,B
MS Choctaw,0.18211555,0.6983727,A
MS Claiborne,0.7398392,0.22866498,B
MS Clarke,0.38485622,0.53488934,B
MS Clay,0.37528926,0.5001134,B
MS Coahoma,0.5830546,0.34214532,B
MS Copiah,0.41433746,0.49285352,B
MS Covington,0.25142017,0.68395966,A
MS DeSoto,0.17907776,0.6212773,A
MS Forrest,0.38440722,0.50655365,B
MS Franklin,0.1619491,0.7292228,A
MS George,0.10041923,0.805714,A
MS Greene,0.22118525,0.6548306,A
MS Grenada,0.37010765,0.5621991,B
MS Hancock,0.107962035,0.75724167,A
MS Harrison,0.24438135,0.61580247,A
MS Hinds,0.54058194,0.3204117,B
MS Holmes,0.85753584,0.147286,B
MS Humphreys,0.66000074,0.28784564,B
MS Issaquena,0.5267953,0.47616857,B
MS Itawamba,0.13179295,0.7490786,A
MS Jackson,0.17842469,0.67716885,A
MS Jasper,0.32569677,0.5643678,B
MS Jeff Davis,0.45213202,0.47597736,B
MS Jefferson,0.42900056,0.48247513,B
MS Jones,0.3134165,0.6067291,A
MS Kemper,0.5817295,0.33699688,B
MS Lafayette,0.2785126,0.52149886,A
MS Lamar,0.15266956,0.6698112,A
MS Lauderdale,0.4434018,0.46443632,B
MS Lawrence,0.19951324,0.69279516,A
MS Leake,0.46229395,0.49076325,B
MS Lee,0.19238608,0.6811748,A
MS Leflore,0.75007695,0.21599674,B
MS Lincoln,0.32477856,0.5900383,A
MS Lowndes,0.30738392,0.54861623,B
MS Madison,0.32285783,0.4776017,B
MS Marion,0.28131422,0.6625998,A
MS Marshall,0.21824892,0.652016,A
MS Monroe,0.32902604,0.556099,B
MS Montgomery,0.31719553,0.62697875,A
MS Neshoba,0.59645176,0.39185178,B
MS Newton,0.27036062,0.6521972,A
MS Noxubee,0.65600586,0.26972902,B
MS Oktibbeha,0.4086675,0.3849356,B
MS Panola,0.30090907,0.59784013,A
MS Pearl River,0.18200819,0.70938075,A
MS Perry,0.16440183,0.75531626,A
MS Pike,0.41796464,0.49046165,B
MS Pontotoc,0.20363899,0.6898841,A
MS Prentiss,0.102823496,0.7997103,A
MS Quitman,0.4502202,0.49629822,B
MS Rankin,0.14972755,0.6576603,A
MS Scott,0.49779156,0.44846338,B
MS Sharkey,0.5192659,0.41754827,B
MS Simpson,0.29608268,0.62546027,A
MS Smith,0.23073761,0.65719575,A
MS Stone,0.12808836,0.74913204,A
MS Sunflower,0.59251994,0.33883426,B
MS Tallahatchie,0.47625417,0.44140524,B
MS Tate,0.293902,0.5763886,A
MS Tippah,0.20183724,0.7125614,A
MS Tishomingo,0.09939717,0.8193898,A
MS Tunica,0.6181709,0.28989947,B
MS Union,0.17070273,0.70970637,A
MS Walthall,0.34511137,0.56573534,B
MS Warren,0.34380126,0.5575476,B
MS Washington,0.5626909,0.36810845,B
MS Wayne,0.3532121,0.57100266,B
MS Webster,0.27432793,0.6390525,A
MS Wilkinson,0.5791704,0.37033314,B
MS Winston,0.34937382,0.5528056,B
MS Yalobusha,0.30469304,0.61151457,A
MS Yazoo,0.4746858,0.48430032,B
MO Adair,0.08618336,0.73267466,A
MO Andrew,0.008293696,0.787947,A
MO Atchison,3.408632e-10,0.81465703,A
MO Audrain,0.04883127,0.81172687,A
MO Barry,0.07842039,0.78423554,A
MO Barton,2.537085e-6,0.871768,A
MO Bates,0.027435802,0.82931596,A
MO Benton,0.0060233977,0.87107575,A
MO Bollinger,0.00014978442,0.8555182,A
MO Boone,0.26197115,0.49304593,A
MO Buchanan,0.16491516,0.7046792,A
MO Butler,0.019494819,0.9009065,A
MO Caldwell,0.018371973,0.8407741,A
MO Callaway,0.039013967,0.7858887,A
MO Camden,0.061240096,0.7860429,A
MO Cape Girardeau,0.06659381,0.7581409,A
MO Carroll,0.00024301285,0.85804355,A
MO Carter,0.05757431,0.8547937,A
MO Cass,0.06748405,0.7428951,A
MO Cedar,3.484915e-8,0.8810799,A
MO Chariton,8.28475e-8,0.8271639,A
MO Christian,0.0064042103,0.7889519,A
MO Clark,1.7518497e-8,0.8515255,A
MO Clay,0.13133746,0.6534404,A
MO Clinton,0.0001675409,0.8400166,A
MO Cole,0.09311774,0.7195531,A
MO Cooper,0.019442825,0.8161418,A
MO Crawford,0.00044894306,0.8921914,A
MO Dade,5.2322772e-8,0.87199336,A
MO Dallas,0.012546276,0.8516464,A
MO Daviess,4.5191086e-6,0.8396767,A
MO De Kalb,0.027649129,0.8185611,A
MO Dent,3.1125105e-9,0.89119333,A
MO Douglas,0.010716973,0.8546927,A
MO Dunklin,0.14392528,0.8247017,A
MO Franklin,0.07595362,0.7467291,A
MO Gasconade,0.0024576175,0.84731394,A
MO Gentry,0.27915883,0.59330565,A
MO Greene,0.16267641,0.6594893,A
MO Grundy,0.02075854,0.83006805,A
MO Harrison,0.024941314,0.8376047,A
MO Henry,0.04107857,0.8255046,A
MO Hickory,4.7656584e-8,0.8896006,A
MO Holt,6.520523e-10,0.84169304,A
MO Howard,0.005608491,0.8160749,A
MO Howell,0.0009489549,0.8749101,A
MO Iron,5.3087494e-8,0.9225832,A
MO Jackson,0.39449856,0.43497926,B
MO Jasper,0.12440078,0.7346567,A
MO Jefferson,0.06904457,0.7720148,A
MO Johnson,0.07856374,0.7269584,A
MO Knox,1.2772922e-8,0.865057,A
MO Laclede,0.0055716624,0.87881726,A
MO Lafayette,0.03818356,0.8091988,A
MO Lawrence,0.0229587,0.86322993,A
MO Lewis,0.065428145,0.7846174,A
MO Lincoln,0.014664181,0.8168125,A
MO Linn,0.029550152,0.8140727,A
MO Livingston,0.003536165,0.83624274,A
MO Macon,0.118014365,0.7782198,A
MO Madison,1.2122617e-6,0.85235757,A
MO Maries,3.7988832e-7,0.8809318,A
MO Marion,0.015156577,0.8366647,A
MO McDonald,0.19095594,0.680658,A
MO Mercer,1.3162009e-8,0.82165945,A
MO Miller,0.00012364649,0.8550786,A
MO Mississippi,0.19201803,0.7370662,A
MO Moniteau,0.073488854,0.74594384,A
MO Monroe,3.1559037e-7,0.8511391,A
MO Montgomery,0.00022809864,0.87080467,A
MO Morgan,0.0010121195,0.8799956,A
MO New Madrid,0.11885807,0.7963368,A
MO Newton,0.071232624,0.77678865,A
MO Nodaway,0.0464228,0.7414246,A
MO Oregon,3.6102696e-9,0.8786367,A
MO Osage,1.0607061e-5,0.7923583,A
MO Ozark,2.2977965e-10,0.8845743,A
MO Pemiscot,0.25880983,0.7008841,A
MO Perry,0.046142094,0.7965852,A
MO Pettis,0.08991072,0.7649684,A
MO Phelps,0.029512241,0.81461,A
MO Pike,0.03825943,0.81802857,A
MO Platte,0.1451837,0.61819327,A
MO Polk,0.0016321092,0.8596768,A
MO Pulaski,0.14585379,0.6708413,A
MO Putnam,0.0007630254,0.8453555,A
MO Ralls,2.1045587e-8,0.8101793,A
MO Randolph,0.013539921,0.84852046,A
MO Ray,0.00010811293,0.841394,A
MO Reynolds,4.6961013e-8,0.90873563,A
MO Ripley,3.2054282e-7,0.9080189,A
MO Saline,0.23220073,0.5509306,A
MO Schuyler,2.598397e-9,0.8891139,A
MO Scotland,0.068649605,0.7913727,A
MO Scott,0.14826836,0.7665971,A
MO Shannon,0.18610051,0.6401713,A
MO Shelby,0.0017855547,0.878622,A
MO St. Charles,0.09870382,0.7269701,A
MO St. Clair,0.0027250662,0.85028327,A
MO St. Francois,0.07489597,0.7982975,A
MO St. Louis,0.26915878,0.58675635,A
MO St. Louis City,0.4731959,0.40039915,B
MO Ste. Genevieve,0.023067629,0.844691,A
MO Stoddard,0.06732802,0.7806263,A
MO Stone,0.06633707,0.79333085,A
MO Sullivan,0.16130245,0.71289015,A
MO Taney,0.05281329,0.8254763,A
MO Texas,2.4601413e-6,0.8704716,A
MO Vernon,0.0018127518,0.84447616,A
MO Warren,0.010156801,0.9039116,A
MO Washington,0.022141052,0.88652384,A
MO Wayne,0.00411345,0.8699041,A
MO Webster,0.0025498352,0.8055499,A
MO Worth,0.0006708667,0.90092754,A
MO Wright,0.24021716,0.63676244,A
MT Beaverhead,0.019813854,0.7350551,A
MT Big Horn,0.47139272,0.39422202,B
MT Blaine,0.2199921,0.61856073,A
MT Broadwater,1.7098915e-7,0.76127285,A
MT Carbon,0.015233252,0.734823,A
MT Carter,2.646887e-12,0.79773676,A
MT Cascade,0.057447053,0.7324395,A
MT Chouteau,0.010772506,0.80393153,A
MT Custer,0.0149901025,0.8009423,A
MT Daniels,8.052363e-12,0.7931716,A
MT Dawson,2.3469025e-5,0.7906094,A
MT Deer Lodge,0.029379569,0.79327285,A
MT Fallon,3.9564532e-12,0.7720844,A
MT Fergus,1.6456896e-5,0.78302115,A
MT Flathead,0.02704216,0.73203033,A
MT Gallatin,0.12288964,0.5705429,A
MT Garfield,1.3759041e-9,0.77968925,A
MT Glacier,0.33564118,0.50232977,B
MT Golden Valley,0.014440001,0.7752327,A
MT Granite,6.250584e-8,0.7653369,A
MT Hill,0.1235336,0.71956325,A
MT Jefferson,2.588025e-5,0.7389161,A
MT Judith Basin,9.92337e-9,0.7468485,A
MT Lake,0.090750456,0.7289213,A
MT Lewis & Clark,0.047140572,0.70406306,A
MT Liberty,0.03860927,0.7860366,A
MT Lincoln,0.037638668,0.77363235,A
MT Madison,0.099508606,0.69780606,A
MT McCone,1.2571238e-5,0.78336895,A
MT Meagher,1.03114736e-7,0.7924297,A
MT Mineral,7.010419e-9,0.8532096,A
MT Missoula,0.13858184,0.59235597,A
MT Musselshell,0.030497128,0.79572654,A
MT Park,0.025833005,0.72350305,A
MT Petroleum,1.5023458e-12,0.77317435,A
MT Phillips,0.00017319986,0.82107955,A
MT Pondera,0.005050165,0.81485003,A
MT Powder River,8.177484e-11,0.7778484,A
MT Powell,7.32109e-5,0.7924509,A
MT Prairie,5.98742e-12,0.7979689,A
MT Ravalli,0.0076527186,0.77228224,A
MT Richland,0.011221776,0.79174936,A
MT Roosevelt,0.29132912,0.6057334,A
MT Rosebud,0.11732753,0.7148404,A
MT Sanders,3.0979692e-7,0.81081694,A
MT Sheridan,1.1686196e-7,0.81047523,A
MT Silver Bow,0.09485524,0.706904,A
MT Stillwater,0.011865765,0.7492085,A
MT Sweet Grass,0.046130292,0.72112286,A
MT Teton,7.0980573e-6,0.7744223,A
MT Toole,0.4599284,0.42798516,B
MT Treasure,5.043531e-9,0.7808394,A
MT Valley,1.2002803e-5,0.7882714,A
MT Wheatland,0.00020409307,0.8099023,A
MT Wibaux,5.1600397e-5,0.8365295,A
MT Yellowstone,0.10533673,0.67814946,A
NE Adams,0.1917528,0.61311954,A
NE Antelope,0.023111857,0.757372,A
NE Arthur,1.9564125e-6,0.74670756,A
NE Banner,6.298154e-8,0.7707356,A
NE Blaine,1.2137509e-10,0.7854106,A
NE Boone,1.1293757e-7,0.76637846,A
NE Box Butte,0.039831493,0.76999295,A
NE Boyd,2.5549488e-10,0.7924814,A
NE Brown,1.8842932e-11,0.8001679,A
NE Buffalo,0.08085228,0.6851709,A
NE Burt,5.5361885e-5,0.8127388,A
NE Butler,0.009592355,0.7707685,A
NE Cass,0.013277664,0.75179017,A
NE Cedar,1.2797352e-8,0.7622272,A
NE Chase,0.046363775,0.7478892,A
NE Cherry,0.0028270937,0.7834277,A
NE Cheyenne,4.0830186e-5,0.77487934,A
NE Clay,0.0062269485,0.8060466,A
NE Colfax,0.5603132,0.28624383,B
NE Cuming,0.013008785,0.7793541,A
NE Custer,0.17003782,0.63849634,A
NE Dakota,0.8001926,0.1379182,B
NE Dawes,0.034070194,0.73684657,A
NE Dawson,0.47635368,0.3846714,B
NE Deuel,7.2131843e-9,0.8056368,A
NE Dixon,0.12254271,0.68616575,A
NE Dodge,0.1877912,0.6487494,A
NE Douglas,0.3610788,0.43116322,B
NE Dundy,0.00023410423,0.8201241,A
NE Fillmore,0.099873036,0.69566727,A
NE Franklin,8.459239e-8,0.8069887,A
NE Frontier,1.228126e-10,0.7745688,A
NE Furnas,0.04950212,0.77672493,A
NE Gage,0.08842577,0.69910127,A
NE Garden,2.0236464e-9,0.81294674,A
NE Garfield,8.829547e-12,0.803951,A
NE Gosper,0.008360853,0.780004,A
NE Grant,3.3584856e-13,0.75830317,A
NE Greeley,3.249242e-7,0.779488,A
NE Hall,0.52422136,0.3326368,B
NE Hamilton,0.4166128,0.411324,B
NE Harlan,1.2326106e-11,0.8133293,A
NE Hayes,6.087157e-9,0.75852764,A
NE Hitchcock,2.1356871e-11,0.8131116,A
NE Holt,8.4190226e-8,0.78339165,A
NE Hooker,9.181915e-9,0.7812158,A
NE Howard,0.19152609,0.5965049,A
NE Jefferson,7.286754e-6,0.8172845,A
NE Johnson,0.034611724,0.7952391,A
NE Kearney,0.0008948373,0.7924128,A
NE Keith,1.6120027e-6,0.7957149,A
NE Keya Paha,3.4774646e-13,0.77412885,A
NE Kimball,0.0029731826,0.83569115,A
NE Knox,0.00060002494,0.8144004,A
NE Lancaster,0.23495172,0.52206403,A
NE Lincoln,0.044781297,0.74824,A
NE Logan,3.1955016e-5,0.78981006,A
NE Loup,6.7275244e-13,0.7742626,A
NE Madison,0.1293604,0.60549456,A
NE McPherson,0.10099529,0.72425723,A
NE Merrick,0.01374251,0.7820803,A
NE Morrill,0.042746086,0.7809142,A
NE Nance,4.278562e-8,0.79670143,A
NE Nemaha,0.00016697036,0.7826336,A
NE Nuckolls,3.9271537e-9,0.81383157,A
NE Otoe,0.007813119,0.78210217,A
NE Pawnee,0.008730681,0.80850947,A
NE Perkins,0.13542257,0.6718345,A
NE Phelps,0.0002540922,0.79017615,A
NE Pierce,0.003770852,0.7680507,A
NE Platte,0.20186539,0.5792847,A
NE Polk,0.008697856,0.7796733,A
NE Red Willow,1.2704232e-6,0.7874688,A
NE Richardson,0.027124023,0.7861659,A
NE Rock,1.136893e-11,0.7811764,A
NE Saline,0.3458243,0.4792427,B
NE Sarpy,0.16818626,0.56413174,A
NE Saunders,0.029722061,0.7383427,A
NE Scotts Bluff,0.10010916,0.7055367,A
NE Seward,0.057040855,0.7008894,A
NE Sheridan,5.8636877e-5,0.8380474,A
NE Sherman,0.010252223,0.78400403,A
NE Sioux,6.277776e-6,0.73105747,A
NE Stanton,0.0026470516,0.75572544,A
NE Thayer,6.711397e-10,0.80738217,A
NE Thomas,7.272642e-8,0.76900107,A
NE Thurston,0.3986012,0.4803034,B
NE Valley,8.987408e-7,0.78907,A
NE Washington,0.04161303,0.71705663,A
NE Wayne,0.031226123,0.7080782,A
NE Webster,1.3771033e-6,0.80728644,A
NE Wheeler,2.6303704e-13,0.7615513,A
NE York,0.00497062,0.7834552,A
NV Carson City,0.20409602,0.611802,A
NV Churchill,0.39466843,0.45146602,B
NV Clark,0.33276147,0.42313138,B
NV Douglas,0.15642662,0.6489494,A
NV Elko,0.21576534,0.6278275,A
NV Esmeralda,0.06739699,0.7350409,A
NV Eureka,0.12870994,0.69500303,A
NV Humboldt,0.33728525,0.4957564,B
NV Lander,0.16707343,0.64257413,A
NV Lincoln,0.07363833,0.765229,A
NV Lyon,0.13484551,0.73199135,A
NV Mineral,0.13079798,0.76215845,A
NV Nye,0.22461087,0.6047883,A
NV Pershing,0.08799413,0.6906303,A
NV Storey,0.24041414,0.5930954,A
NV Washoe,0.27473465,0.5214775,A
NV White Pine,0.1626133,0.6858822,A
NH Belknap,0.03371113,0.74808604,A
NH Carroll,0.024819696,0.7591041,A
NH Cheshire,0.113443084,0.6460274,A
NH Coos,0.030633843,0.7938568,A
NH Grafton,0.14313354,0.6000477,A
NH Hillsborough,0.37404117,0.40383404,B
NH Merrimack,0.17370322,0.5879458,A
NH Rockingham,0.23259774,0.5193128,A
NH Strafford,0.20824273,0.55209047,A
NH Sullivan,0.046775468,0.7317663,A
NJ Atlantic,0.59739894,0.25152567,B
NJ Bergen,0.8089438,2.9739093e-14,B
NJ Burlington,0.53913075,0.24475235,B
NJ Camden,0.69084215,0.13827081,B
NJ Cape May,0.33638284,0.49614537,B
NJ Cumberland,0.6488892,0.25272018,B
NJ Essex,0.92920333,2.3963195e-16,B
NJ Gloucester,0.39437976,0.3997312,B
NJ Hudson,0.86361045,2.3963195e-16,B
NJ Hunterdon,0.41420344,0.34920382,B
NJ Mercer,0.8289475,2.5244952e-5,B
NJ Middlesex,0.80310225,2.662889e-9,B
NJ Monmouth,0.6122587,0.1753893,B
NJ Morris,0.6644614,0.11215314,B
NJ Ocean,0.50792396,0.3278035,B
NJ Passaic,0.8979804,1.6972389e-15,B
NJ Salem,0.4379445,0.4202124,B
NJ Somerset,0.75428206,0.00766541,B
NJ Sussex,0.42801976,0.36371425,B
NJ Union,0.88563144,2.3963195e-16,B
NJ Warren,0.50594467,0.30945086,B
NM Bernalillo,0.47386515,0.2994871,B
NM Catron,0.18547155,0.67725104,A
NM Chaves,0.33008027,0.5244072,B
NM Cibola,0.49751413,0.37283912,B
NM Colfax,0.15974334,0.69792765,A
NM Curry,0.25408298,0.58399993,A
NM De Baca,0.07532521,0.80569375,A
NM Dona Ana,0.4689629,0.31354994,B
NM Eddy,0.20281182,0.6497347,A
NM Grant,0.18783247,0.6415989,A
NM Guadalupe,0.42957094,0.4308436,B
NM Harding,0.075169474,0.7567134,A
NM Hidalgo,0.32594156,0.52337307,B
NM Lea,0.35607177,0.49540943,B
NM Lincoln,0.121449165,0.707502,A
NM Los Alamos,0.1754563,0.55378467,A
NM Luna,0.40239924,0.45301026,B
NM McKinley,0.89332604,0.053119857,B
NM Mora,0.26255324,0.56860423,A
NM Otero,0.23471777,0.5834851,A
NM Quay,0.18588297,0.6928335,A
NM Rio Arriba,0.36581302,0.38596386,B
NM Roosevelt,0.22798526,0.60462075,A
NM San Juan,0.4728283,0.3455206,B
NM San Miguel,0.4857311,0.3550301,B
NM Sandoval,0.38164487,0.43000618,B
NM Santa Fe,0.40066484,0.3419983,B
NM Sierra,0.07061989,0.8489271,A
NM Socorro,0.35887256,0.49149126,B
NM Taos,0.33704424,0.43102127,B
NM Torrance,0.16712174,0.69060993,A
NM Union,0.17458108,0.68095684,A
NM Valencia,0.2790527,0.5498076,A
NY Albany,0.5210208,0.24055186,B
NY Allegany,0.10596059,0.69923687,A
NY Broome,0.6474619,0.20404747,B
NY Cattarau,0.20024617,0.6016181,A
NY Cayuga,0.15337902,0.6599238,A
NY Chautauq,0.14873232,0.6575939,A
NY Chemung,0.17912237,0.64635986,A
NY Chenango,0.19703674,0.60967886,A
NY Clinton,0.14521584,0.6509735,A
NY Columbia,0.4051509,0.40314746,B
NY Cortland,0.15353237,0.62066686,A
NY Delaware,0.12823176,0.6630103,A
NY Dutchess,0.38812435,0.39134157,B
NY Erie,0.4768304,0.3173033,B
NY Essex,0.29738414,0.49655414,B
NY Franklin,0.1325061,0.648093,A
NY Fulton,0.25127846,0.56783044,A
NY Genese,0.115662076,0.7108517,A
NY Greene,0.219612,0.5672457,A
NY Hamilton,0.15940689,0.6749762,A
NY Herkimer,0.10224956,0.70591736,A
NY Jefferson,0.1666963,0.6172663,A
NY Lewis,0.21296029,0.59314257,A
NY Livingston,0.53690845,0.2537073,B
NY Madison,0.15443793,0.6308066,A
NY Monroe,0.34511003,0.43222252,B
NY Montgomery,0.1463886,0.6330381,A
NY Nassau,0.8441772,3.2619224e-7,B
NY Niagara,0.27134815,0.56724256,A
NY Oneida,0.42241308,0.33748707,B
NY Onondaga,0.64867395,0.11476645,B
NY Ontario,0.2203668,0.5709116,A
NY Orange,0.617792,0.21062092,B
NY Orleans,0.4577084,0.3601775,B
NY Oswego,0.1250437,0.643909,A
NY Otsego,0.30389667,0.47489312,B
NY Putnam,0.432469,0.39246425,B
NY Rensselaer,0.27674356,0.53493196,A
NY Rockland,0.7522063,0.065486975,B
NY Saratoga,0.22343563,0.497296,A
NY Schenectady,0.6430412,0.1407977,B
NY Schoharie,0.15797505,0.63115144,A
NY Schuyler,0.3124931,0.4561305,B
NY Seneca,0.3989338,0.3609275,B
NY St. Lawrence,0.17510302,0.63206315,A
NY Steuben,0.23291735,0.516221,A
NY Suffolk,0.6742715,0.15593486,B
NY Sullivan,0.34995311,0.44553357,B
NY Tioga,0.20427808,0.5936499,A
NY Tompkins,0.33795708,0.43289444,B
NY Ulster,0.35172,0.44024023,B
NY Warren,0.44842643,0.33956832,B
NY Washington,0.3052324,0.5133223,B
NY Wayne,0.08060807,0.6958439,A
NY Westchester,0.8187745,6.386484e-14,B
NY Wyoming,0.19554228,0.5885189,A
NY Yates,0.19562498,0.5693673,A
NY Bronx,0.9248002,2.3963195e-16,B
NY Kings,0.86963344,1.3877518e-11,B
NY New York,0.8756976,2.3963195e-16,B
NY Queens,0.891892,1.5964394e-14,B
NY Richmond,0.7840288,0.066446975,B
NC Alamance,0.26953813,0.5732891,A
NC Alexander,0.041852485,0.8111899,A
NC Alleghany,0.035792474,0.84380776,A
NC Anson,0.30195203,0.5867316,A
NC Ashe,0.023512013,0.8219996,A
NC Avery,0.02498957,0.83080626,A
NC Beaufort,0.121715866,0.73231685,A
NC Bertie,0.35744452,0.510474,B
NC Bladen,0.2705039,0.6273,A
NC Brunswick,0.10862806,0.7164011,A
NC Buncombe,0.2450334,0.5396218,A
NC Burke,0.16872087,0.7119461,A
NC Cabarrus,0.227173,0.57424927,A
NC Caldwell,0.08060356,0.80247974,A
NC Camden,0.06382045,0.7406919,A
NC Carteret,0.06494186,0.76687264,A
NC Caswell,0.17229235,0.6963815,A
NC Catawba,0.16001265,0.688228,A
NC Chatham,0.3793658,0.38882428,B
NC Cherokee,0.049163554,0.8255717,A
NC Chowan,0.18508586,0.6740356,A
NC Clay,0.00022424174,0.86026937,A
NC Cleveland,0.13640858,0.74919677,A
NC Columbus,0.33260435,0.57734144,B
NC Craven,0.19281495,0.65024674,A
NC Cumberland,0.42860416,0.40716824,B
NC Currituck,0.0063288608,0.8023836,A
NC Dare,0.090828076,0.71393245,A
NC Davidson,0.11811798,0.74187267,A
NC Davie,0.09267182,0.7321363,A
NC Duplin,0.46644756,0.4119925,B
NC Durham,0.61952925,0.13793103,B
NC Edgecombe,0.443992,0.45387012,B
NC Forsyth,0.36136675,0.44175875,B
NC Franklin,0.2902412,0.5317693,A
NC Gaston,0.16781604,0.7027137,A
NC Gates,0.13724996,0.6869014,A
NC Graham,4.0479175e-5,0.8717251,A
NC Granville,0.32715347,0.5067459,B
NC Greene,0.34541827,0.5266715,B
NC Guilford,0.4425836,0.3471648,B
NC Halifax,0.37572068,0.5202886,B
NC Harnett,0.24264967,0.58718073,A
NC Haywood,0.053847738,0.79336536,A
NC Henderson,0.21680875,0.61173207,A
NC Hertford,0.45449564,0.4240824,B
NC Hoke,0.36293912,0.472629,B
NC Hyde,0.21311544,0.640572,A
NC Iredell,0.14665583,0.6759824,A
NC Jackson,0.15620565,0.6691848,A
NC Johnston,0.21718545,0.59050655,A
NC Jones,0.2625566,0.6215365,A
NC Lee,0.28583968,0.5580099,A
NC Lenoir,0.33114195,0.5740758,B
NC Lincoln,0.06367924,0.7756487,A
NC Macon,0.09093329,0.8105024,A
NC Madison,0.015404609,0.82043415,A
NC Martin,0.18328728,0.66139257,A
NC Mcdowell,0.12381225,0.7571842,A
NC Mecklenburg,0.57959306,0.17857598,B
NC Mitchell,0.026802566,0.8318113,A
NC Montgomery,0.26999435,0.6012494,A
NC Moore,0.14849108,0.6601601,A
NC Nash,0.25105736,0.59755445,A
NC New Hanover,0.26478553,0.5020302,A
NC Northampton,0.4426785,0.44620183,B
NC Onslow,0.2060942,0.6115522,A
