Name,S1,S2,Cluster
IL Dekalb,0.13894798,0.6838397,A
IL Cass,0.24145606,0.6423245,A
IL Champaign,0.21475026,0.5632683,A
IL Christian,0.047088288,0.7460308,A
IL Wabash,0.0024911766,0.7920444,A
IL Peoria,0.18766429,0.66029865,A
IL Washington,0.01617426,0.8459047,A
IL Adams,0.056304973,0.7883721,A
IL Bond,0.08880915,0.71821046,A
IL Brown,0.15042758,0.6658381,A
IL Marshall,0.0062799607,0.8776995,A
IL Mchenry,0.14985847,0.6061741,A
IL Montgomery,0.038841613,0.80124664,A
IL Moultrie,8.246042e-5,0.86301386,A
IL Saline,0.04496709,0.8647631,A
IL Stephenson,0.090861194,0.7194529,A
IL Tazewell,0.045751084,0.81741625,A
IL Boone,0.1997004,0.6203172,A
IL Effingham,0.07149053,0.7669635,A
IL Fulton,0.10078659,0.73717844,A
IL Kankakee,0.25050002,0.6336635,A
IL Livingston,0.08147531,0.7431326,A
IL Macoupin,0.04024685,0.80827355,A
IL Mason,0.0023234966,0.8258157,A
IL Morgan,0.08906197,0.71859074,A
IL Piatt,7.293813e-6,0.8061879,A
IL Pike,0.04252542,0.7993802,A
IL Shelby,0.03302625,0.7868809,A
IL Bureau,0.052269746,0.8043042,A
IL Coles,0.21437806,0.65723884,A
IL Crawford,0.0005392407,0.8378029,A
IL Iroquois,0.12321431,0.73361015,A
IL Jefferson,0.19367579,0.64913046,A
IL Johnson,0.00095857657,0.86390495,A
IL Williamson,0.03351779,0.81869835,A
IL Woodford,0.03741816,0.78215927,A
IL Greene,0.12994936,0.67818004,A
IL Henry,0.03926831,0.8005071,A
IL Jodaviess,0.16520868,0.6897131,A
IL Menard,0.0035228773,0.79344296,A
IN Adams,0.121445276,0.7239785,A
IN Allen,0.25753522,0.5652508,A
IN Bartholomew,0.22784908,0.5969867,A
IN Benton,0.0056635733,0.8445554,A
IN Blackford,0.048651945,0.8166911,A
IN Boone,0.24703085,0.5391611,A
IN Brown,0.04057725,0.76436293,A
IN Carroll,0.08139053,0.7439189,A
IN Cass,0.40499964,0.48641792,B
IN Clark,0.20425728,0.64147705,A
IN Clay,0.046243165,0.7993458,A
IN Clinton,0.12464569,0.73656285,A
IN Crawford,0.0010413749,0.85827655,A
IN Daviess,0.25270373,0.63045603,A
IN Dearborn,0.1406903,0.6796413,A
IN Decatur,0.30375853,0.5629692,A
IN DeKalb,0.03642993,0.78684926,A
IN Delaware,0.20297275,0.6415013,A
IN Dubois,0.10611881,0.71033067,A
IN Elkhart,0.29567125,0.53697485,A
IN Fayette,0.10487328,0.7960057,A
IN Floyd,0.22117534,0.60791546,A
IN Fountain,0.03710886,0.81155,A
IN Franklin,0.143838,0.69284236,A
IN Fulton,0.037081663,0.8149887,A
IN Gibson,0.023162087,0.81669825,A
IN Grant,0.20020084,0.67513394,A
IN Greene,0.21044894,0.6623826,A
IN Hamilton,0.26857907,0.45414543,B
IN Hancock,0.13874266,0.66164166,A
IN Harrison,0.14423381,0.6918011,A
IN Hendricks,0.23715363,0.5418784,A
IN Henry,0.096550524,0.77077204,A
IN Howard,0.20761967,0.6494568,A
IN Huntington,0.02474774,0.79960835,A
IN Jackson,0.09535692,0.77005446,A
IN Jasper,0.030164642,0.79122794,A
IN Jay,0.038823918,0.83142203,A
IN Jefferson,0.03500612,0.8293723,A
IN Jennings,0.10251935,0.774366,A
IN Johnson,0.2495999,0.56893873,A
IN Knox,0.006244148,0.86684424,A
IN Kosciusko,0.089758,0.73771894,A
IN La Porte,0.21730898,0.60815066,A
IN LaGrange,0.24938007,0.5825263,A
IN Lake,0.36151809,0.4904109,B
IN Lawrence,0.13673075,0.71687895,A
IN Madison,0.22247793,0.6528465,A
IN Marion,0.58223915,0.29118136,B
IN Marshall,0.1558035,0.67651963,A
IN Martin,2.2181425e-6,0.8636258,A
IN Miami,0.04369615,0.81241786,A
IN Monroe,0.36185315,0.3873392,B
IN Montgomery,0.16354693,0.69316727,A
IN Morgan,0.12203054,0.72265893,A
IN Newton,0.21056515,0.6516596,A
IN Noble,0.21000966,0.6277126,A
IN Ohio,0.09501922,0.7316745,A
IN Orange,0.28948542,0.5961415,A
IN Owen,0.0202607,0.8399005,A
IN Parke,0.010565968,0.83996755,A
IN Perry,0.1383621,0.70282024,A
IN Pike,5.8251663e-7,0.8235581,A
IN Porter,0.16037671,0.636028,A
IN Posey,2.3493063e-5,0.80035985,A
IN Pulaski,0.032484453,0.8211235,A
IN Putnam,0.107332796,0.7175904,A
IN Randolph,0.056499884,0.8082271,A
IN Ripley,0.09536486,0.75124735,A
IN Rush,0.06297196,0.790386,A
IN Scott,0.19457014,0.64391553,A
IN Shelby,0.19200113,0.70735955,A
IN Spencer,0.03487591,0.8113368,A
IN St. Joseph,0.17057109,0.6316887,A
IN Starke,0.0648463,0.786613,A
IN Steuben,0.04853121,0.7539593,A
IN Sullivan,0.047478862,0.82423955,A
IN Switzerland,0.00016871966,0.8680364,A
IN Tippecanoe,0.28165853,0.4973004,B
IN Tipton,0.10060914,0.73246384,A
IN Union,8.379629e-5,0.8283265,A
IN Vanderburgh,0.16390273,0.69034004,A
IN Vermillion,2.4944216e-6,0.8471422,A
IN Vigo,0.147862,0.70140564,A
IN Wabash,0.03773841,0.80591536,A
IN Warren,0.038919892,0.7782674,A
IN Warrick,0.1549635,0.6311621,A
IN Washington,0.016020253,0.8498023,A
IN Wayne,0.07892879,0.80229956,A
IN Wells,0.0064075487,0.8150769,A
IN White,0.16745292,0.6725886,A
IN Whitley,0.033790253,0.7619443,A
IA Adair,0.0012443673,0.80173516,A
IA Adams,4.0689006e-6,0.8017109,A
IA Allamakee,0.17400205,0.6449828,A
IA Appanoose,0.078709655,0.7512534,A
IA Audubon,0.05238183,0.7575869,A
IA Benton,0.026954126,0.7469417,A
IA Black Hawk,0.3700288,0.42890954,B
IA Boone,0.06121285,0.7517407,A
IA Bremer,0.1234343,0.6331308,A
IA Buchanan,0.042253226,0.7620013,A
IA Buena Vista,0.60562104,0.27252838,B
IA Butler,0.03550164,0.7593996,A
IA Calhoun,0.056267448,0.7670328,A
IA Carroll,0.036220796,0.7593697,A
IA Cass,0.008026238,0.8161175,A
IA Cedar,0.029978782,0.7516214,A
IA Cerro Gordo,0.14920644,0.67285806,A
IA Cherokee,0.036684584,0.7830329,A
IA Chickasaw,0.0027801446,0.79582137,A
IA Clarke,0.1515082,0.67745274,A
IA Clay,0.06373472,0.7641956,A
IA Clayton,0.06983331,0.7261287,A
IA Clinton,0.083860196,0.7314732,A
IA Crawford,0.33685103,0.53066075,B
IA Dallas,0.2915646,0.45174602,B
IA Davis,0.14200237,0.68236905,A
IA Decatur,0.037250448,0.78308284,A
IA Delaware,0.04099628,0.74219126,A
IA Des Moines,0.11456726,0.71938473,A
IA Dickinson,0.099934936,0.7116922,A
IA Dubuque,0.18781188,0.58813685,A
IA Emmet,0.1397747,0.7035309,A
IA Fayette,0.017773036,0.79531133,A
IA Floyd,0.061614703,0.7654456,A
IA Franklin,0.2035264,0.6293116,A
IA Fremont,7.437821e-8,0.80968285,A
IA Greene,0.002608766,0.8195132,A
IA Grundy,0.015011129,0.7662243,A
IA Guthrie,0.13328372,0.67410076,A
IA Hamilton,0.081155606,0.73435265,A
IA Hancock,0.044585656,0.7589608,A
IA Hardin,0.021231694,0.7892188,A
IA Harrison,0.006115773,0.80313045,A
IA Henry,0.0812859,0.74627084,A
IA Howard,0.029007014,0.77537906,A
IA Humboldt,0.049621142,0.7694351,A
IA Ida,6.814699e-7,0.82033217,A
IA Iowa,0.023652723,0.76255214,A
IA Jackson,0.0072366893,0.8037034,A
IA Jasper,0.20822784,0.600389,A
IA Jefferson,0.11151687,0.6827081,A
IA Johnson,0.41947448,0.29836228,B
IA Jones,0.037763294,0.75493175,A
IA Keokuk,0.027710868,0.7621399,A
IA Kossuth,5.369562e-5,0.803729,A
IA Lee,0.037405483,0.81422967,A
IA Linn,0.2787584,0.49495518,B
IA Louisa,0.4454337,0.41863292,B
IA Lucas,0.11480157,0.7157988,A
IA Lyon,0.023533475,0.77237576,A
IA Madison,0.05316133,0.72504616,A
IA Mahaska,0.20339014,0.6054574,A
IA Marion,0.023251478,0.76283777,A
IA Marshall,0.4121993,0.43929762,B
IA Mills,0.004279364,0.8086341,A
IA Mitchell,0.0008965246,0.7882736,A
IA Monona,0.01703051,0.83611196,A
IA Monroe,0.19516689,0.6371848,A
IA Montgomery,0.11167126,0.7573598,A
IA Muscatine,0.3722079,0.46250713,B
IA O'Brien,0.07749266,0.7386248,A
IA Osceola,0.041393775,0.7777524,A
IA Page,0.004583649,0.84162766,A
IA Palo Alto,0.0054646307,0.81962246,A
IA Plymouth,0.13846989,0.65499943,A
IA Pocahontas,0.078791656,0.7498381,A
IA Polk,0.37556922,0.41365206,B
IA Pottawattamie,0.15836905,0.6806364,A
IA Poweshiek,0.21868974,0.574753,A
IA Ringgold,0.034346938,0.7795909,A
IA Sac,0.00090687105,0.81979907,A
IA Scott,0.17635089,0.6016177,A
IA Shelby,0.03318032,0.78295606,A
IA Sioux,0.11756503,0.6404389,A
IA Story,0.3121366,0.41801697,B
IA Tama,0.47632334,0.39290684,B
IA Taylor,0.083253406,0.744169,A
IA Union,0.043962568,0.7776507,A
IA Van Buren,0.034594614,0.797744,A
IA Wapello,0.34301478,0.5156517,B
IA Warren,0.05696137,0.716513,A
IA Washington,0.2015829,0.6007219,A
IA Wayne,0.033794906,0.8093478,A
IA Webster,0.115212694,0.72809947,A
IA Winnebago,0.084754124,0.72783417,A
IA Winneshiek,0.08237392,0.6550361,A
IA Woodbury,0.37154415,0.47915593,B
IA Worth,4.6601344e-5,0.8124742,A
IA Wright,0.17792182,0.6703742,A
KS Allen,9.878265e-6,0.85689807,A
KS Anderson,0.00044323527,0.8425442,A
KS Atchison,0.064069465,0.7882115,A
KS Barber,2.179128e-8,0.8481945,A
KS Barton,0.06998038,0.77434903,A
KS Bourbon,0.046396215,0.82208157,A
KS Brown,0.00037315043,0.85379714,A
KS Butler,0.019892272,0.8033472,A
KS Chase,0.012844033,0.8703255,A
KS Chautaqua,3.4961224e-6,0.9007417,A
KS Cherokee,0.01088414,0.86318994,A
KS Cheyenne,1.7199228e-6,0.8154538,A
KS Clark,0.14501172,0.7185518,A
KS Clay,0.052553046,0.77286977,A
KS Cloud,0.0021371841,0.8410142,A
KS Coffey,0.27448592,0.6024719,A
KS Comanche,1.125254e-9,0.84851015,A
KS Cowley,0.06701765,0.79925126,A
KS Crawford,0.09908256,0.74264747,A
KS Decatur,4.0837107e-9,0.82875305,A
KS Dickinson,0.0069732433,0.8320433,A
KS Doniphan,0.0059940526,0.816735,A
KS Douglas,0.30726454,0.44146955,B
KS Edwards,0.086423114,0.74821544,A
KS Elk,3.0798208e-10,0.8624765,A
KS Ellis,0.033625603,0.7587989,A
KS Ellsworth,0.0059190895,0.8356686,A
KS Finney,0.5533988,0.29426032,B
KS Ford,0.5883605,0.2844493,B
KS Franklin,0.025894634,0.81422824,A
KS Geary,0.24595034,0.57415915,A
KS Gove,2.2973705e-7,0.81664246,A
KS Graham,0.018627616,0.8229866,A
KS Grant,0.27651212,0.5333626,A
KS Gray,0.08350465,0.72983927,A
KS Greeley,0.0036342053,0.8594552,A
KS Greenwood,4.3901796e-8,0.8772662,A
KS Hamilton,0.22179976,0.61201483,A
KS Harper,0.00013681929,0.87380946,A
KS Harvey,0.08629365,0.731041,A
KS Haskell,0.21523711,0.6067517,A
KS Hodgeman,0.0023325416,0.8059523,A
KS Jackson,0.065154254,0.76343817,A
KS Jefferson,6.9520924e-5,0.8035056,A
KS Jewell,0.007179845,0.8206347,A
KS Johnson,0.26717106,0.4684516,B
KS Kearny,0.23502272,0.615667,A
KS Kingman,5.1053792e-8,0.81787515,A
KS Kiowa,6.839104e-6,0.83537364,A
KS Labette,0.02533971,0.85165507,A
KS Lane,1.45491335e-8,0.84990734,A
KS Leavenworth,0.21771878,0.58251107,A
KS Lincoln,1.1100442e-9,0.82657456,A
KS Linn,7.954512e-8,0.8340051,A
KS Logan,1.3238932e-8,0.8322139,A
KS Lyon,0.288982,0.54670453,A
KS Marion,0.03629809,0.7747927,A
KS Marshall,4.748751e-8,0.8248185,A
KS McPherson,0.00089631253,0.80640113,A
KS Meade,0.09396666,0.73282903,A
KS Miami,0.00023067062,0.79713917,A
KS Mitchell,3.527234e-8,0.83378494,A
KS Montgomery,0.07379747,0.8123508,A
KS Morris,2.5154712e-5,0.8452701,A
KS Morton,0.24091177,0.6264055,A
KS Nemaha,0.0005454165,0.7982887,A
KS Neosho,0.0009092471,0.870085,A
KS Ness,8.3134466e-5,0.8464769,A
KS Norton,0.0007295634,0.84597635,A
KS Osage,1.2108736e-5,0.8402039,A
KS Osborne,1.12109565e-10,0.82088315,A
KS Ottawa,1.2164358e-5,0.8122265,A
KS Pawnee,0.023501016,0.8249361,A
KS Phillips,0.18403895,0.6843668,A
KS Pottawatomie,0.036927775,0.75272316,A
KS Pratt,0.0047360146,0.8465519,A
KS Rawlins,7.334405e-6,0.82264245,A
KS Reno,0.051246464,0.79853094,A
KS Republic,1.5732408e-7,0.82386094,A
KS Rice,0.013912659,0.8146522,A
KS Riley,0.2951501,0.4469457,B
KS Rooks,8.7905725e-8,0.8257786,A
KS Rush,4.3550736e-9,0.8277175,A
KS Russell,4.8273098e-8,0.83790106,A
KS Saline,0.090545885,0.7392634,A
KS Scott,0.062476337,0.7927831,A
KS Sedgwick,0.2298049,0.59981877,A
KS Seward,0.6267824,0.22917062,B
KS Shawnee,0.2242409,0.6030094,A
KS Sheridan,7.356901e-8,0.8239408,A
KS Sherman,3.5925816e-5,0.85489196,A
KS Smith,4.0691628e-10,0.82712436,A
KS Stafford,0.02131706,0.82874113,A
KS Stanton,0.20924921,0.6476735,A
KS Stevens,0.16756597,0.6546368,A
KS Sumner,0.02930344,0.80061734,A
KS Thomas,1.0583927e-5,0.8098528,A
KS Trego,0.005956928,0.83424276,A
KS Wabaunsee,0.013113006,0.7883561,A
KS Wallace,1.8095224e-9,0.8200723,A
KS Washington,7.0734374e-9,0.84310466,A
KS Wichita,0.09862552,0.7623866,A
KS Wilson,7.3362564e-8,0.89146763,A
KS Woodson,5.1588236e-6,0.8761974,A
KS Wyandotte,0.6137964,0.25155708,B
KY Adair,0.23821272,0.66244245,A
KY Allen,0.09077934,0.79710346,A
KY Anderson,0.018169973,0.8338277,A
KY Ballard,3.0541437e-7,0.89273894,A
KY Barren,0.037948843,0.83431125,A
KY Bath,0.040857688,0.8929565,A
KY Bell,0.07460998,0.87853235,A
KY Boone,0.16686933,0.64681464,A
KY Bourbon,0.065494455,0.80996186,A
KY Boyd,0.037310593,0.8792231,A
KY Boyle,0.051354647,0.8076874,A
KY Bracken,1.2463115e-6,0.8861809,A
KY Breathitt,0.028478803,0.9552082,A
KY Breckinridge,0.039804317,0.85547507,A
KY Bullitt,0.022701805,0.8131866,A
KY Butler,0.32445315,0.618135,A
KY Caldwell,0.00019079942,0.92003,A
KY Calloway,0.07961781,0.76353955,A
KY Campbell,0.14451572,0.6800671,A
KY Carlisle,0.07266031,0.81062675,A
KY Carroll,0.1319376,0.79900146,A
KY Carter,0.019302461,0.9035373,A
KY Casey,0.101465076,0.8259848,A
KY Christian,0.23080558,0.6631849,A
KY Clark,0.06817846,0.8308306,A
KY Clay,0.09967361,0.892143,A
KY Clinton,5.6122943e-5,0.93928117,A
KY Crittenden,0.03450408,0.8684312,A
KY Cumberland,8.444578e-8,0.9061478,A
KY Daviess,0.08717329,0.76646084,A
KY Edmonson,0.21365103,0.676506,A
KY Elliott,0.00010555601,0.9519811,A
KY Estill,1.5175472e-7,0.9588075,A
KY Fayette,0.34688133,0.4570676,B
KY Fleming,9.623398e-6,0.93575996,A
KY Floyd,0.007629301,0.9601556,A
KY Franklin,0.15447453,0.7205288,A
KY Fulton,0.15419416,0.7967655,A
KY Gallatin,0.23810148,0.68486005,A
KY Garrard,0.0009502225,0.8665077,A
KY Grant,0.07851284,0.8075103,A
KY Graves,0.19404939,0.7169988,A
KY Grayson,0.11967275,0.7915257,A
KY Green,0.055931684,0.85237247,A
KY Greenup,2.0554566e-5,0.89015263,A
KY Hancock,2.7220497e-6,0.8578564,A
KY Hardin,0.08986809,0.75423837,A
KY Harlan,0.05751674,0.9065973,A
KY Harrison,0.0019398216,0.8962234,A
KY Hart,0.04556878,0.8564275,A
KY Henderson,0.068264596,0.81124145,A
KY Henry,0.04588791,0.83685005,A
KY Hickman,0.0013099613,0.9086753,A
KY Hopkins,0.19747707,0.7039972,A
KY Jackson,0.25245693,0.7152069,A
KY Jefferson,0.3706395,0.47912055,B
KY Jessamine,0.094047464,0.7578715,A
KY Johnson,0.006283288,0.94414175,A
KY Kenton,0.16260463,0.6846241,A
KY Knott,0.064910725,0.90267396,A
KY Knox,0.08576028,0.8757331,A
KY Larue,0.019729339,0.8687105,A
KY Laurel,0.02132249,0.8874962,A
KY Lawrence,7.741967e-7,0.93808347,A
KY Lee,0.00035623324,1.0,A
KY Leslie,0.0036106226,0.99098986,A
KY Letcher,0.00020549177,0.96629745,A
KY Lewis,0.045761198,0.8827009,A
KY Lincoln,0.028566143,0.8712702,A
KY Livingston,0.008434493,0.8784056,A
KY Logan,0.15806156,0.7446901,A
KY Lyon,0.12772387,0.7850293,A
KY Madison,0.04475734,0.80432856,A
KY Magoffin,0.04949918,0.9111206,A
KY Marion,0.010800065,0.86911124,A
KY Marshall,0.035209917,0.8415648,A
KY Martin,0.0003585019,0.96743727,A
KY Mason,0.026673403,0.87433714,A
KY McCracken,0.033206623,0.85320395,A
KY McCreary,0.04702255,0.9344189,A
KY McLean,0.046341617,0.8646079,A
KY Meade,0.025054455,0.82655364,A
KY Menifee,1.2465822e-6,0.92694306,A
KY Mercer,0.00080910994,0.8778093,A
KY Metcalfe,0.054448657,0.87351847,A
KY Monroe,0.037315644,0.8974694,A
KY Montgomery,0.052544057,0.859576,A
KY Morgan,0.0011767393,0.92919725,A
KY Muhlenberg,0.15749897,0.7431497,A
KY Nelson,0.02021401,0.8442369,A
KY Nicholas,0.04318665,0.8983504,A
KY Ohio,0.06769793,0.8165807,A
KY Oldham,0.10667254,0.6863984,A
KY Owen,0.0010122812,0.8764162,A
KY Owsley,0.047531765,0.976439,A
KY Pendleton,1.8100824e-8,0.8806576,A
KY Perry,0.0653762,0.9201105,A
KY Pike,0.024186049,0.9229184,A
KY Powell,3.8872245e-6,0.96598023,A
KY Pulaski,0.016913522,0.8848625,A
KY Robertson,6.6680833e-10,0.91068876,A
KY Rockcastle,0.016843993,0.9213985,A
KY Rowan,0.04190323,0.8479221,A
KY Russell,0.08825965,0.83978724,A
KY Scott,0.07038269,0.75521094,A
KY Shelby,0.1931144,0.64267904,A
KY Simpson,0.09695038,0.77449536,A
KY Spencer,2.5566287e-5,0.8186831,A
KY Taylor,0.056222804,0.84836334,A
KY Todd,0.09157951,0.8300991,A
KY Trigg,0.000258416,0.88851345,A
KY Trimble,4.682501e-5,0.90100384,A
KY Union,0.02221613,0.8736531,A
KY Warren,0.2276502,0.61132175,A
KY Washington,0.0111524025,0.86749464,A
KY Wayne,0.00046445505,0.93037015,A
KY Webster,0.026405253,0.89928824,A
KY Whitley,0.005130876,0.9373912,A
KY Wolfe,0.057620794,0.93653417,A
KY Woodford,0.05644712,0.77491236,A
LA Acadia,0.35064435,0.579326,B
LA Allen,0.35166883,0.55173206,B
LA Ascension,0.30802065,0.52277416,B
LA Assumption,0.35459337,0.5480664,B
LA Avoyelles,0.31124765,0.6271494,A
LA Beauregard,0.15475808,0.7263787,A
LA Bienville,0.59905857,0.3819282,B
LA Bossier,0.23927604,0.6075816,A
LA Caddo,0.53034717,0.37577465,B
LA Calcasieu,0.2941869,0.5963254,A
LA Caldwell,0.15979755,0.7932915,A
LA Cameron,0.06490003,0.7870235,A
LA Catahoula,0.27607322,0.68473774,A
LA Claiborne,0.39109454,0.5397347,B
LA Concordia,0.28991818,0.65372825,A
LA De Soto,0.38831136,0.5400363,B
LA East Baton Rouge,0.55794674,0.30795947,B
LA East Carroll,0.61198646,0.3819881,B
LA East Feliciana,0.5445137,0.40274316,B
LA Evangeline,0.24527821,0.6884721,A
LA Franklin,0.38651302,0.5653509,B
LA Grant,0.1506332,0.73388106,A
LA Iberia,0.4098464,0.49626663,B
LA Iberville,0.58480036,0.34273782,B
LA Jackson,0.37049338,0.56144345,B
LA Jefferson,0.60761607,0.27494687,B
LA Jefferson Davis,0.2828756,0.6327235,A
LA Lafayette,0.3233764,0.5083772,B
LA Lafourche,0.34925362,0.5403456,B
LA Lasalle,0.099288784,0.8161203,A
LA Lincoln,0.37685904,0.46572158,B
LA Livingston,0.1476313,0.7291147,A
LA Madison,0.59238076,0.37476683,B
LA Morehouse,0.28319094,0.6528277,A
LA Natchitoches,0.32417423,0.554524,B
LA Orleans,0.8608357,0.00472136,B
LA Ouachita,0.3718457,0.5104736,B
LA Plaquemines,0.3821102,0.4831946,B
LA Pointe Coupee,0.45273802,0.47706732,B
LA Rapides,0.34693065,0.55258036,B
LA Red River,0.44428194,0.50554365,B
LA Richland,0.23571983,0.6630069,A
LA Sabine,0.16037238,0.7422165,A
LA St. Bernard,0.34885535,0.5519472,B
LA St. Charles,0.41715366,0.4460843,B
LA St. Helena,0.31167763,0.60045505,A
LA St. James,0.5454524,0.3394974,B
LA St. John The Baptist,0.7607449,0.16623765,B
LA St. Landry,0.4662816,0.46001613,B
LA St. Martin,0.35444757,0.53673726,B
LA St. Mary,0.40946224,0.5108582,B
LA St. Tammany,0.30023348,0.5375978,B
LA Tangipahoa,0.32062796,0.5848448,A
LA Tensas,0.2603472,0.6477571,A
LA Terrebonne,0.31820947,0.5846611,A
LA Union,0.35381845,0.5635564,B
LA Vermilion,0.18104102,0.6956019,A
LA Vernon,0.16808996,0.70184004,A
LA Washington,0.4079495,0.5672352,B
LA Webster,0.21214277,0.69066596,A
LA West Baton Rouge,0.4649564,0.42708123,B
LA West Carroll,0.15527956,0.76461,A
LA West Feliciana,0.38567692,0.49095255,B
LA Winn,0.28646562,0.6319647,A
ME Androscoggin,0.15127257,0.6623068,A
ME Aroostook,0.05508522,0.78590745,A
ME Cumberland,0.28235662,0.44497207,B
ME Franklin,0.07595714,0.7241098,A
ME Hancock,0.08954482,0.6934874,A
ME Kennebec,0.12376066,0.6834836,A
ME Knox,0.08500483,0.6789498,A
ME Lincoln,0.061817583,0.72851986,A
ME Oxford,0.05481121,0.7581786,A
ME Penobscot,0.10505322,0.7094345,A
ME Piscataquis,0.031812537,0.8219129,A
ME Sagadahoc,0.09473277,0.6678323,A
ME Somerset,0.053158034,0.7902563,A
ME Waldo,0.18749924,0.58805835,A
ME Washington,0.058325816,0.7943693,A
ME York,0.15090093,0.6065943,A
MD Allegany,0.20818977,0.62795883,A
MD Anne Arundel,0.43208435,0.33217913,B
MD Baltimore City,0.75210756,0.039887458,B
MD Baltimore,0.46448377,0.28681672,B
MD Calvert,0.2607782,0.5557433,A
MD Caroline,0.18808384,0.5972529,A
MD Carroll,0.27860397,0.5470258,A
MD Cecil,0.29319462,0.49869844,B
MD Charles,0.4860236,0.3223873,B
MD Dorchester,0.30774018,0.46031302,B
MD Frederick,0.29074156,0.4908901,B
MD Garrett,0.12283568,0.6463397,A
MD Harford,0.34485415,0.3665814,B
MD Howard,0.4186217,0.35082683,B
MD Kent,0.63195854,0.1619181,B
MD Montgomery,0.7682133,4.209877e-8,B
MD Prince George's,0.6126439,0.11320961,B
MD Queen Anne's,0.2722268,0.5093957,A
MD St. Mary's,0.3540435,0.4772693,B
MD Somerset,0.20771027,0.56190616,A
MD Talbot,0.2511343,0.58825487,A
MD Washington,0.278344,0.5266887,A
MD Wicomico,0.33773655,0.449128,B
MD Worcester,0.4639593,0.45196098,B
MA Barnstable,0.33567062,0.45197245,B
MA Berkshire,0.3331695,0.4472315,B
MA Bristol,0.54371,0.2868891,B
MA Dukes,0.22491562,0.51379275,A
MA Essex,0.7226125,0.09988598,B
MA Franklin,0.4134996,0.37306362,B
MA Hampden,0.69047195,0.17186077,B
MA Hampshire,0.4904663,0.24419275,B
MA Middlesex,0.77235955,1.4060153e-7,B
MA Nantucket,0.32073346,0.40927044,B
MA Norfolk,0.76259446,0.0036599345,B
MA Plymouth,0.57202446,0.24704225,B
MA Suffolk,0.84207785,2.3963195e-16,B
MA Worcester,0.5659449,0.24101098,B
MI Alcona,0.08332494,0.78463715,A
MI Alger,0.12639135,0.70609725,A
MI Allegan,0.14241366,0.6516694,A
MI Alpena,0.19188936,0.6590894,A
MI Antrim,0.09210451,0.7162823,A
MI Arenac,0.1018971,0.7616502,A
MI Baraga,0.11252518,0.75114477,A
MI Barry,0.091792464,0.7160689,A
MI Bay,0.19839072,0.6356319,A
MI Benzie,0.10335645,0.7067019,A
MI Berrien,0.309307,0.54432833,B
MI Branch,0.14512983,0.713021,A
MI Calhoun,0.29201165,0.5740427,A
MI Cass,0.14053991,0.6843188,A
MI Charlevoix,0.108873874,0.6954651,A
MI Cheboygan,0.08914785,0.7678352,A
MI Chippewa,0.1704288,0.67981464,A
MI Clare,0.10912034,0.7904238,A
MI Clinton,0.18245646,0.60250723,A
MI Crawford,0.18158713,0.6801579,A
MI Delta,0.107024364,0.7297586,A
MI Dickinson,0.09230661,0.73927045,A
MI Eaton,0.2235227,0.59186834,A
MI Emmet,0.1314029,0.6667698,A
MI Genesee,0.46177387,0.42413363,B
MI Gladwin,0.08280056,0.78092635,A
MI Gogebic,0.16573402,0.6942426,A
MI Gd. Traverse,0.15602954,0.6348185,A
MI Gratiot,0.22182524,0.62134016,A
MI Hillsdale,0.22345752,0.6352606,A
MI Houghton,0.16104995,0.6303291,A
MI Huron,0.091529585,0.7554295,A
MI Ingham,0.45040703,0.3492945,B
MI Ionia,0.14779054,0.6831207,A
MI Iosco,0.173497,0.7155606,A
MI Iron,0.0792135,0.7709293,A
MI Isabella,0.29477873,0.511026,B
MI Jackson,0.22963768,0.6169695,A
MI Kalamazoo,0.38405582,0.41865203,B
MI Kalkaska,0.12484608,0.7257981,A
MI Kent,0.39354816,0.39915293,B
MI Keweenaw,0.06854713,0.74116087,A
MI Lake,0.09892582,0.8068683,A
MI Lapeer,0.20616026,0.61830425,A
MI Leelanau,0.14336361,0.6179388,A
MI Lenawee,0.1594766,0.6719562,A
MI Livingston,0.15239389,0.6255464,A
MI Luce,0.10956769,0.7461115,A
MI Mackinac,0.17187287,0.7013259,A
MI Macomb,0.4807591,0.36904702,B
MI Manistee,0.10680672,0.739173,A
MI Marquette,0.18883589,0.59951687,A
MI Mason,0.10679573,0.73598194,A
MI Mecosta,0.14052421,0.6695993,A
MI Menominee,0.09425312,0.7393097,A
MI Midland,0.15099585,0.6320266,A
MI Missaukee,0.09582672,0.74825925,A
MI Monroe,0.17674556,0.64377487,A
MI Montcalm,0.10983871,0.74009776,A
MI Montmorency,0.047994986,0.8391158,A
MI Muskegon,0.27818063,0.5853764,A
MI Newaygo,0.11290843,0.7409301,A
MI Oakland,0.5484738,0.24701057,B
MI Oceana,0.21806426,0.64585644,A
MI Ogemaw,0.08634967,0.8020096,A
MI Ontonagon,0.06287825,0.7751705,A
MI Osceola,0.08718415,0.78863555,A
MI Oscoda,0.104115024,0.7971865,A
MI Otsego,0.19279902,0.6499487,A
MI Ottawa,0.23346053,0.5357707,A
MI Presque Isle,0.07749928,0.77284247,A
MI Roscommon,0.08073989,0.80031186,A
MI Saginaw,0.38793716,0.48179573,B
MI St. Clair,0.19352739,0.65244746,A
MI St. Joseph,0.17675069,0.67123497,A
MI Sanilac,0.11834181,0.7327725,A
MI Schoolcraft,0.08293529,0.78421444,A
MI Shiawassee,0.19910878,0.6368643,A
