Name,S1,S2,S3,Cluster
AR Lincoln,2.621629383253723e-16,0.5026967563898428,0.19486458040694046,B
AR Little River,0.5974247061348942,0.12234876432544624,4.1486533065925245e-6,B
AR Logan,0.8220404410619789,0.02911028868318716,2.148900210288359e-17,A
AR Lonoke,0.7565482671808893,0.018916354232681065,2.148900210288359e-17,A
AR Madison,0.6582583678365374,0.06380127453626473,2.148900210288359e-17,B
AR Marion,0.8803976063736197,0.0009162712092422081,2.148900210288359e-17,A
AR Miller,0.753681348959483,0.03699955105565521,0.007992543143902239,A
AR Mississippi,0.6526606340537612,0.08721677129398031,0.010419095716261557,B
AR Monroe,0.8598276077008244,0.02625765035377819,2.148900210288359e-17,A
AR Montgomery,0.8084934637599223,0.03112946326724275,2.148900210288359e-17,A
AR Nevada,0.5391540783505311,0.10856754627970394,0.1225394434686993,B
AR Newton,0.4857788692099996,0.13838589701566648,8.506272255203559e-13,B
AR Ouachita,0.850612173271914,0.018075278963089757,0.0017054645529504776,A
AR Perry,0.8074648544536416,0.016942104520520994,2.148900210288359e-17,A
AR Phillips,0.7105203015037562,0.06628408356541803,0.03208097298992094,B
AR Pike,0.7887613462889838,0.03482844912607205,7.173419476543071e-8,A
AR Poinsett,0.82022080798895,0.03821517622072413,0.02932948434317042,A
AR Polk,0.7937677065902932,0.02941474582328319,2.148900210288359e-17,A
AR Pope,0.63717284514873,0.06797229864333565,0.003404215096862219,B
AR Prairie,0.8022250261005228,0.027852666172783296,2.148900210288359e-17,A
AR Pulaski,0.6965881539638613,0.0425315912936284,0.021059855794078354,B
AR Randolph,0.695896163979817,0.07522402962764879,0.0022249326762737534,B
AR Saline,0.7866271224128885,0.02543121615406903,0.002123422552031334,A
AR Scott,0.8340987104123163,0.010905412028680691,2.148900210288359e-17,A
AR Searcy,0.8609825956298288,0.020659527285335707,2.148900210288359e-17,A
AR Sebastian,0.7044386668044005,0.05238083945123936,0.0023235267464277623,B
AR Sevier,0.00019484213261593026,0.23011570973962936,0.05763563462911319,B
AR Sharp,0.8118492939300757,0.021691116876159464,0.042371813553562516,A
AR St Francis,0.326573935399378,0.1895151047678383,0.012190618842207488,B
AR Stone,0.7995606077635855,0.037028291374526776,0.0011297587481825739,A
AR Union,0.7435743930033188,0.04192767332205512,0.05802603401533965,B
AR Van Buren,0.8368379220884398,0.011486231181730892,0.03148751285550797,A
AR Washington,0.5378692416749137,0.08665120768603075,0.009386756906618464,B
AR White,0.798242691937896,0.014226334084302265,0.0038298744847627283,A
AR Woodruff,0.8778417310268511,0.007945980778272344,2.148900210288359e-17,A
AR Yell,0.3278007443915026,0.1963385715805279,0.04920336414936406,B
CA Alameda,0.6671607906859155,0.02449031992361268,0.013378664157342113,A
CA Alpine,0.7941365570681936,0.009208952119557967,2.148900210288359e-17,A
CA Amador,0.7875705152234416,0.031946599478867126,3.3440021341739647e-14,A
CA Butte,0.7469776429748116,0.016876044728794337,0.0006267822811876964,A
CA Calaveras,0.761239894510503,0.009071897992741863,1.702765816247678e-5,A
CA Colusa,0.6301378732323437,0.06498011290761285,8.595688641438425e-10,B
CA Contra Costa,0.6746099897155455,0.02622359078145486,0.008782897401970672,A
CA Del Norte,0.8194084990529834,0.01207217097803151,2.148900210288359e-17,A
CA El Dorado,0.7085443077862329,0.006786784525846542,2.148900210288359e-17,A
CA Fresno,0.6391529968160994,0.05996858968926007,0.007390132935635096,B
CA Glenn,0.7643336461838537,0.046613568135759356,0.05646569145429249,B
CA Humboldt,0.7969798184033133,0.003051119430540609,0.004790794598490763,A
CA Imperial,1.967340628667536e-9,0.22992988045700066,0.08147920268035479,B
CA Inyo,0.7081203825893929,0.03787996447151544,0.03163500394477036,A
CA Kern,0.5660706297181747,0.08546865632662244,0.007484781988294752,B
CA Kings,0.433996843043237,0.12538778914917129,0.013239442262287921,B
CA Lake,0.8184034452003782,0.009869864377379285,2.148900210288359e-17,A
CA Lassen,0.7137326478558611,0.043622792190649,2.148900210288359e-17,A
CA Los Angeles,0.560139745483773,0.0655214180695097,0.05907962340557011,B
CA Madera,0.6265361346030447,0.06253750352025414,0.006053975558410126,B
CA Marin,0.5427397525810423,0.06649349228482301,0.020318042766673348,B
CA Mariposa,0.7705265844130978,0.007563978097810375,0.0189563858040216,A
CA Mendocino,0.7741117053629486,0.02088688782831671,0.0031907658123506042,A
CA Merced,0.6029966938866268,0.07544320950027139,0.0050269646388163515,B
CA Modoc,0.8133983893287071,1.8402110415994745e-17,2.148900210288359e-17,A
CA Mono,0.6475187400954998,0.03170660724313084,0.02145857751149343,A
CA Monterey,0.6350466431259579,0.04148288240729204,0.0036170624019485355,B
CA Napa,0.7152206780683831,0.02120963135400975,0.005741953175046105,A
CA Nevada,0.7122213434402227,0.007686720030161848,0.002234998502573482,A
CA Orange,0.6242679659205708,0.04364746749090561,0.015501600369545772,B
CA Placer,0.6628042997831761,0.013940199339595843,0.0048885875445338805,A
CA Plumas,0.8065297511875177,0.002547326128115978,2.148900210288359e-17,A
CA Riverside,0.5922591127419626,0.05621204288872321,0.0311174778511443,B
CA Sacramento,0.7179020159850031,0.025803100930785774,0.008717666638409132,A
CA San Benito,0.6517256580369912,0.03737877248519305,0.005788072172393885,A
CA San Bernardino,0.6317241831989564,0.056108620594713304,0.018733805244993396,B
CA San Diego,0.6726445549579434,0.027835772765099933,0.019207523161064617,A
CA San Francisco,0.658273909781556,0.025264767287799673,0.009599515347759711,A
CA San Joaquin,0.6133502816617811,0.06414728702144039,0.013148706351873485,B
CA San Luis Obispo,0.6799344655700242,0.021058786187180604,0.0008318254764811205,A
CA San Mateo,0.6346075946785019,0.02283887968671722,0.024096335175476057,A
CA Santa Barbara,0.5927038317225212,0.052687303809567605,0.007298427554743416,B
CA Santa Clara,0.6739740813134487,0.017246043647270975,0.015997317045357434,A
CA Santa Cruz,0.7145742924978262,0.01078562188014499,0.0012937195814829812,A
CA Shasta,0.8093140254132317,0.0027286889167762655,0.00725115368308898,A
CA Sierra,0.7748497134847302,0.0018085037063028868,2.148900210288359e-17,A
CA Siskiyou,0.8306789148558029,0.0027557750920402294,2.148900210288359e-17,A
CA Solano,0.6869205885637262,0.02651356129305319,0.008137599906331078,A
CA Sonoma,0.6642363049618476,0.026198013821519595,0.0020232904768421635,A
CA Stanislaus,0.5905776260791847,0.07445227644782948,0.013441260876413959,B
CA Sutter,0.7116557161501661,0.02719828651291174,0.005142959200098609,A
CA Tehama,0.8234492053112221,0.007942892289813368,0.0014576413019484862,A
CA Trinity,0.8154472144836322,0.00036748100796941426,2.148900210288359e-17,A
CA Tulare,0.5396511407795481,0.07729247700334925,0.041169826699780705,B
CA Tuolumne,0.7729692148287339,0.005902479304058035,0.0013100080870200835,A
CA Ventura,0.6454551878377657,0.029623388821060144,0.007811700594609578,A
CA Yolo,0.6591494897502973,0.021821020126731625,0.025891349782160393,A
CA Yuba,0.7778343562679463,0.020825657875631974,0.002820597316154264,A
CO Adams,0.61386059829483,0.03562723263279097,0.05663409609346363,C
CO Alamosa,0.6254925891223315,0.049197389201425225,0.06789059038377598,C
CO Arapahoe,0.607010702917187,0.021888215372010987,0.11213560553459227,C
CO Archuleta,0.7171204810345695,0.005562464148060161,2.148900210288359e-17,A
CO Baca,0.7503564939679164,0.024043738035938563,2.148900210288359e-17,A
CO Bent,0.8331627848964078,0.0019489564334125413,2.148900210288359e-17,A
CO Boulder,0.6727621413366328,0.010660732701359563,0.04802225956116337,A
CO Broomfield,0.6646945337269966,0.006237108315568346,0.09383725652396568,C
CO Chaffee,0.5538569328654065,0.026016188890424393,0.2665892482829703,C
CO Cheyenne,0.7364686418889768,0.018795029682603808,2.148900210288359e-17,A
CO Clear Creek,0.7201970977423383,0.0024956666582317895,0.04023827457883684,A
CO Conejos,0.780121083041488,0.006997739394917275,2.148900210288359e-17,A
CO Costilla,0.7106754884309974,0.034994742434798345,2.148900210288359e-17,A
CO Crowley,0.640730716134244,0.0602524651508301,0.054333106744172396,B
CO Custer,0.7518615460664065,0.00546049818178553,2.148900210288359e-17,A
CO Delta,0.7613417072110139,0.012070239488640014,0.009799455876936107,A
CO Denver,0.5844268155093686,0.035388577434718085,0.10491227795452639,C
CO Dolores,0.7807457491103323,1.4196733960964965e-6,2.148900210288359e-17,A
CO Douglas,0.6370649744822262,0.009026526726734627,0.030363053518672065,A
CO Eagle,0.4721338044751804,0.06975694865730513,0.03580207976667822,B
CO El Paso,0.6260029447013539,0.014888416285215922,0.03248484113911103,A
CO Elbert,0.7533721804272822,0.007279640276194711,0.017420787263752218,A
CO Fremont,0.802621015745538,0.004946710849559137,2.148900210288359e-17,A
CO Garfield,0.6326168876383649,0.03449934497611656,0.007041776267435735,A
CO Gilpin,0.7212245236751996,0.005259006351373568,2.148900210288359e-17,A
CO Grand,0.725285784408241,0.009586055604254804,0.0060442112709687395,A
CO Gunnison,0.5137136775354947,0.047598412460355066,0.09432315067935981,C
CO Hinsdale,0.6429351612258516,0.023466157634568358,2.148900210288359e-17,A
CO Huerfano,0.88314499159774,1.8402110415994745e-17,0.026063793921046456,A
CO Jackson,0.717300925268202,0.020141057067796227,2.148900210288359e-17,A
CO Jefferson,0.6551631541917746,0.011660129568893837,0.06998431862966556,C
CO Kiowa,0.7741247524432951,1.8402110415994745e-17,2.148900210288359e-17,A
CO Kit Carson,0.707571607729171,0.0180339276570949,0.0996879654507599,C
CO La Plata,0.7096187163489251,0.01010716783777854,0.003457227357306599,A
CO Lake,0.6213794433738453,0.02972666672316801,2.148900210288359e-17,A
CO Larimer,0.6631135027418474,0.008864491107410897,0.016925984159540792,A
CO Las Animas,0.7917138099245719,0.001452152920902914,2.148900210288359e-17,A
CO Lincoln,0.7644837890275691,0.002828006643859984,2.148900210288359e-17,A
CO Logan,0.38386151016943737,0.14810444396760633,0.03861899777760987,B
CO Mesa,0.7419578830011796,0.004424543033973139,2.148900210288359e-17,A
CO Mineral,0.5519222581262861,0.08227318515557921,2.148900210288359e-17,B
CO Moffat,0.8039355128574367,0.004903858118645647,0.009765285661961097,A
CO Montezuma,0.7324794954823632,0.007961490407788707,0.02921232214915237,A
CO Montrose,0.7063720505482759,0.010947831092421012,0.07393303612779677,C
CO Morgan,0.4270898818358263,0.06476909583982504,0.3501017917038563,C
CO Otero,0.8336980096111026,0.009000162747495705,0.03455761048306511,A
CO Ouray,0.7230659812396336,0.0021273220036855203,0.0800042942895356,C
CO Park,0.701216606462353,0.006571761784010779,0.006065926630491311,A
CO Phillips,0.7354311866675982,0.016628227863544055,2.148900210288359e-17,A
CO Pitkin,0.6396991557296473,0.026492652717134316,0.040883186908415484,A
CO Prowers,0.7888844744020255,0.013631971956548944,2.148900210288359e-17,A
CO Pueblo,0.759483262551757,0.006851455635336192,0.03018580129272557,A
CO Rio Blanco,0.7616142052427943,0.0030287594420888293,2.148900210288359e-17,A
CO Rio Grande,0.7139715210529931,0.03976546290374853,0.013229048904529823,A
CO Routt,0.6512410911498836,0.003486891350817615,0.06633415471649994,C
CO Saguache,0.5078627058054095,0.09140259419746506,0.049958087121660076,B
CO San Juan,0.7549280080598847,0.01677296748144347,2.148900210288359e-17,A
CO San Miguel,0.6196024779839243,0.0323929475430649,2.148900210288359e-17,A
CO Sedgwick,0.7503890075004186,0.05068527317378927,2.148900210288359e-17,B
CO Summit,0.5643623147390286,0.03892142758831737,0.019672007525299646,B
CO Teller,0.7218393782895319,0.010329358975350783,0.020918091281949918,A
CO Washington,0.6469564184947715,0.04984786673722163,2.148900210288359e-17,B
CO Weld,0.5993524869532905,0.027915396202056065,0.0950171353777942,C
CO Yuma,0.7126305784907316,0.026542251945539663,2.148900210288359e-17,A
CT Tolland,0.649382113789223,0.013641003476278581,0.09217448286313004,C
CT New Haven,0.5353994059152418,0.025693708853950236,0.26489841417906557,C
CT Windham,0.6889403160100175,0.017098279698132025,0.02723210506690127,A
CT Hartford,0.5496880825404974,8.484947200386872e-9,0.34341300420300447,C
CT Litchfield,0.6569429542548678,0.00852574903839025,0.1780416529223158,C
CT Fairfield,0.4682826744455814,0.03336246006627972,0.3264913521173615,C
CT New London,0.676803635540608,0.006000287426080957,0.08157503027889629,C
CT Middlesex,0.6422149937114124,2.2894193583289277e-15,0.22661069941348613,C
DE New Castle,0.6753974931535577,0.03513708069035303,0.07963082382039827,C
DE Kent,0.6263817927431345,0.03271063486744597,0.10013654325009737,C
DE Sussex,0.49630865015085013,0.0818422948895253,0.14227054002892003,C
DC DC,0.5570271080096936,0.04760996365095552,0.15610707842662344,C
FL Alachua,0.6488103384990987,0.04193033075288369,0.0059456019391073206,B
FL Baker,0.6429426720660825,0.08112766607981405,0.02327402906022186,B
FL Bay,0.6149405847312271,0.08200040243862936,0.004373995643522221,B
FL Bradford,0.7405601947983977,0.050725671513136596,0.018276593721233067,B
FL Brevard,0.7014082615181704,0.03628330166300172,0.008693571663898973,A
FL Broward,0.4887741024801729,0.10133416371027124,0.03626502814245023,B
FL Calhoun,0.5592611933730656,0.10065498184201034,0.05985268566612383,B
FL Charlotte,0.6935792139697748,0.026047024671190234,0.0772249500901396,C
FL Citrus,0.7441609617949195,0.03144754530251174,0.021965737435158082,A
FL Clay,0.6544181192751711,0.04424544183583252,0.02900753916265164,B
FL Collier,0.5163697347652356,0.08441486944616852,0.029501299934087913,B
FL Columbia,0.49729179114913596,0.13426970738403088,0.007624172268938726,B
FL Desoto,0.4451041714019312,0.11896523994703083,0.04696896030365333,B
FL Dixie,0.6393421639177764,0.0939781960053899,0.020410136949083165,B
FL Duval,0.6251802400212775,0.07183151791637142,0.01006493831309165,B
FL Escambia,0.5358924365330946,0.09566924165396241,0.02305335561472008,B
FL Flagler,0.7055157066533052,0.025155416523764712,0.00881718217166536,A
FL Franklin,0.6347233780793403,0.09632673537609124,2.148900210288359e-17,B
FL Gadsden,0.44008165676452693,0.14457139684660833,0.017005151517647372,B
FL Gilchrist,0.5882835373809134,0.08865075678105068,2.148900210288359e-17,B
FL Glades,0.5256650710302033,0.10846345566295518,0.022891276510903058,B
FL Gulf,0.4610956924794227,0.1512912996229352,2.148900210288359e-17,B
FL Hamilton,0.40798566576489637,0.1687416959947978,0.021746965496233804,B
FL Hardee,0.47024086174666546,0.11798164385368667,0.005851468782394252,B
FL Hendry,0.35240241800791045,0.14004216253240012,0.10327054755506897,B
FL Hernando,0.7165401645812666,0.03721589925890056,0.011232740680533445,A
FL Highlands,0.6724876596013237,0.050806969276763175,0.028343404058093775,B
FL Hillsborough,0.5886322113223428,0.07091835991638443,0.01361305287706702,B
FL Holmes,0.654524424921757,0.0819910607787875,2.148900210288359e-17,B
FL Indian River,0.6430616749148299,0.054836940511885805,0.025078781566611006,B
FL Jackson,0.3657831176779292,0.18155767115867275,0.02089267250062835,B
FL Jefferson,0.5686203131815332,0.08507618470582697,0.04815934887305949,B
FL Lafayette,2.6071900443523228e-15,0.3301033733547764,2.148900210288359e-17,B
FL Lake,0.674672454136523,0.04431270621648795,0.011502291869946191,B
FL Lee,0.5716472616273858,0.07094455430844332,0.03654489460508481,B
FL Leon,0.6499624447774944,0.04642121767660679,0.004055827389542501,B
FL Levy,0.7098417858706938,0.05021692361248721,0.002409637574801193,B
FL Liberty,1.3885676249155067e-12,0.2807789551263624,0.020573938637446876,B
FL Madison,0.49353112165139135,0.12831420657207873,0.04966838337911692,B
FL Manatee,0.5735137494983406,0.07046141147725202,0.0566950465805446,B
FL Marion,0.663967248020447,0.06258504427789,0.007397068615182731,B
FL Martin,0.5439299742121525,0.08798241088601261,0.035239098273924664,B
FL Miami-Dade,0.2910909671615003,0.15966383730893485,0.05823657852343685,B
FL Monroe,0.6577732816867502,0.05895653505528214,0.010966922527779591,B
FL Nassau,0.6918993465140093,0.04565951220043252,0.003911616698004229,B
FL Okaloosa,0.6513170484456963,0.052982257799366154,0.007248933696609066,B
FL Okeechobee,0.6100562115313727,0.08688345402034223,2.148900210288359e-17,B
FL Orange,0.5880556981652078,0.07201860694083828,0.007180351992149048,B
FL Osceola,0.5477958495015063,0.08279181551509229,0.009851870407930067,B
FL Palm Beach,0.5335396989149661,0.07582964632213154,0.06333376333310924,B
FL Pasco,0.7064344375100321,0.04173375276667536,0.008655552562939537,A
FL Pinellas,0.6334978126992886,0.06097422237575252,0.038032965512035916,B
FL Polk,0.6105062435584859,0.06777161211340393,0.027156863368696143,B
FL Putnam,0.6521976604169907,0.06946778136487328,0.02071050161902133,B
FL Santa Rosa,0.5644784262373842,0.06257190631481688,0.010270999280827833,B
FL Sarasota,0.6802793019289187,0.04200367699650388,0.04093002445968574,B
