CO Washington,0.7737473,0.069073536,0.2312575,A
CO Weld,0.51816815,0.3143736,0.10914131,C
CO Yuma,0.64879704,0.17971045,0.20362698,A
CT Tolland,0.47560716,0.43524233,1.61315e-16,C
CT New Haven,0.28278005,0.57146215,0.11232015,C
CT Windham,0.5121225,0.3207547,0.13486588,C
CT Hartford,0.3184528,0.5734911,0.07691607,C
CT Litchfield,0.64752513,0.32583365,2.0707574e-7,C
CT Fairfield,0.25072673,0.7137143,1.61315e-16,C
CT New London,0.4397207,0.45593402,0.049300168,C
CT Middlesex,0.51312023,0.44426897,1.61315e-16,C
DE New Castle,0.26166832,0.55589837,0.15564631,C
DE Kent,0.31683323,0.34197187,0.34317338,C
DE Sussex,0.4688418,0.28115296,0.281332,A
DC DC,5.9394282e-5,0.9147773,0.11239705,C
FL Alachua,0.16669019,0.5740487,0.23328528,C
FL Baker,0.56110877,0.0027009328,0.50867647,A
FL Bay,0.4798996,0.20608032,0.39292786,A
FL Bradford,0.4662948,0.06842442,0.5968001,B
FL Brevard,0.46378115,0.31015036,0.2650831,C
FL Broward,0.13651356,0.60313636,0.21284054,C
FL Calhoun,0.4590721,0.0505515,0.569605,B
FL Charlotte,0.58359045,0.22211742,0.23961204,A
FL Citrus,0.5515871,0.14782694,0.40074685,A
FL Clay,0.5875295,0.17896229,0.24961458,A
FL Collier,0.50381947,0.37950683,0.12717201,C
FL Columbia,0.4488728,0.108003594,0.56274325,B
FL Desoto,0.15769902,0.28385246,0.62425214,B
FL Dixie,0.49827677,0.019926686,0.64044815,B
FL Duval,0.2576907,0.4081422,0.38785774,C
FL Escambia,0.2837628,0.35197657,0.40465453,B
FL Flagler,0.52315044,0.27157837,0.21527456,A
FL Franklin,0.42566356,0.1861778,0.466206,B
FL Gadsden,1.1984023e-10,0.41179994,0.63535166,B
FL Gilchrist,0.5558472,0.058706786,0.49994037,A
FL Glades,0.32721487,0.18934962,0.54275304,B
FL Gulf,0.48062503,0.11457759,0.4746107,A
FL Hamilton,0.20154087,0.18071786,0.7166714,B
FL Hardee,0.18120523,0.21896704,0.6645292,B
FL Hendry,8.608442e-12,0.46060508,0.5912937,B
FL Hernando,0.5301495,0.16188598,0.37646413,A
FL Highlands,0.43141603,0.18392786,0.47019058,B
FL Hillsborough,0.22731571,0.49512124,0.2704122,C
FL Holmes,0.5242933,1.077307e-16,0.61049587,A
FL Indian River,0.55038035,0.26774406,0.2586401,A
FL Jackson,0.40107498,0.09334886,0.6159476,B
FL Jefferson,0.24551465,0.2885998,0.5172792,B
FL Lafayette,0.45675355,0.04935846,0.56752014,B
FL Lake,0.47206298,0.27854204,0.2845083,A
FL Lee,0.46249527,0.3258258,0.24213912,C
FL Leon,0.19455174,0.5674028,0.21386465,C
FL Levy,0.42755696,0.120954305,0.56876737,B
FL Liberty,0.36163485,0.14523517,0.5374076,B
FL Madison,0.19566874,0.23016168,0.68681884,B
FL Manatee,0.41264626,0.35994464,0.26630574,C
FL Marion,0.42077,0.24605295,0.42985475,B
FL Martin,0.6090927,0.29778576,0.1305317,A
FL Miami-Dade,0.00039782334,0.65923905,0.31777632,C
FL Monroe,0.36499444,0.5056179,0.13659282,C
FL Nassau,0.6669507,0.1487645,0.2514983,A
FL Okaloosa,0.5570986,0.22966626,0.255994,A
FL Okeechobee,0.2982421,0.17258748,0.63971514,B
FL Orange,0.18529172,0.5109223,0.28219584,C
FL Osceola,0.097812444,0.49316236,0.38073537,C
FL Palm Beach,0.26875263,0.55119926,0.1758777,C
FL Pasco,0.40507177,0.33180603,0.2860563,C
FL Pinellas,0.36030224,0.44593564,0.22386181,C
FL Polk,0.28178272,0.33776638,0.4194651,B
FL Putnam,0.29686633,0.15288931,0.68710923,B
FL Santa Rosa,0.6742451,0.13192,0.22499235,A
FL Sarasota,0.5821016,0.3291911,0.12292455,C
FL Seminole,0.44778335,0.38599098,0.14048158,C
FL St. Johns,0.68000454,0.27857795,0.031029502,A
FL St. Lucie,0.2892592,0.37735787,0.34157676,C
FL Sumter,0.6146163,0.1848806,0.2321733,A
FL Suwannee,0.4096856,0.11740026,0.5795388,B
FL Taylor,0.39018342,0.119278796,0.5874878,B
FL Union,0.37780327,0.05400312,0.68236995,B
FL Volusia,0.40381154,0.31375617,0.32723078,C
FL Wakulla,0.5531254,0.12983237,0.34100276,A
FL Walton,0.60976845,0.14034945,0.33875123,A
FL Washington,0.49899197,0.00012890124,0.6229928,A
GA Appling,0.43485442,0.04815768,0.6693181,B
GA Atkinson,0.22991632,0.09615286,0.8062668,B
GA Bacon,0.4850897,0.012004126,0.6561641,B
GA Baker,0.2445569,0.18051203,0.64785796,B
GA Baldwin,0.1363546,0.29379535,0.6141682,B
GA Banks,0.62724495,1.0936086e-13,0.48456156,A
GA Barrow,0.52856845,0.1274269,0.3821335,A
GA Bartow,0.5401753,0.07429616,0.45382458,A
GA Ben Hill,0.2120037,0.1636154,0.76419747,B
GA Berrien,0.52725357,0.0017556297,0.6049567,A
GA Bibb,0.0009624867,0.43655556,0.6762958,B
GA Bleckley,0.49364728,0.051309586,0.5626804,A
GA Brantley,0.5479078,1.077307e-16,0.556199,A
GA Brooks,0.23941919,0.19830155,0.6673959,B
GA Bryan,0.6014884,0.2006899,0.23260431,A
GA Bulloch,0.29549325,0.2776283,0.4510687,B
GA Burke,0.1281597,0.23058134,0.7594893,B
GA Butts,0.37974274,0.11296327,0.5952586,B
GA Calhoun,1.8769592e-16,0.3467836,0.7204902,B
GA Camden,0.5017809,0.1685043,0.36295426,A
GA Candler,0.35974038,0.09744331,0.68151844,B
GA Carroll,0.4029327,0.18151742,0.459292,B
GA Catoosa,0.72063285,0.010668394,0.3286361,A
GA Charlton,0.3573143,0.10034852,0.5694348,B
GA Chatham,0.17718786,0.47600827,0.3693857,C
GA Chattahoochee,0.17703623,0.4152104,0.32133734,C
GA Chattooga,0.51198256,3.1303293e-6,0.59700024,A
GA Cherokee,0.6788441,0.20515709,0.09427838,A
GA Clarke,0.051515315,0.5480641,0.36492553,C
GA Clay,1.8769592e-16,0.35967934,0.764716,B
GA Clayton,1.8769592e-16,0.51600957,0.48224577,B
GA Clinch,0.34174117,0.04987932,0.78609914,B
GA Cobb,0.37777454,0.46404722,0.12547463,C
GA Coffee,0.30883852,0.12827082,0.68974334,B
GA Colquitt,0.20772211,0.22202066,0.6987588,B
GA Columbia,0.6846565,0.16968323,0.12425038,A
GA Cook,0.34999534,0.07952617,0.65980536,B
GA Coweta,0.56931037,0.18915287,0.23025934,A
GA Crawford,0.5168866,0.045044463,0.53534895,A
GA Crisp,0.16928096,0.2066318,0.7836425,B
GA Dade,0.6496305,0.022091562,0.39592293,A
GA Dawson,0.7894159,0.044968776,0.24680325,A
GA Decatur,0.18468691,0.22507587,0.71439904,B
GA DeKalb,0.00077462953,0.7160753,0.2687017,C
GA Dodge,0.39378777,0.059438087,0.6684878,B
GA Dooly,0.11922927,0.24090508,0.68554103,B
GA Dougherty,1.8769592e-16,0.50733536,0.6118609,B
GA Douglas,0.20430796,0.41460907,0.36354887,C
GA Early,0.12126408,0.21172532,0.8611667,B
GA Echols,0.3247723,0.12422788,0.6219576,B
GA Effingham,0.68989956,0.04170446,0.3088405,A
GA Elbert,0.3910465,0.08751431,0.648687,B
GA Emanuel,0.21473126,0.14752112,0.783439,B
GA Evans,0.25475934,0.18234499,0.6641789,B
GA Fannin,0.68275154,0.05223312,0.4117573,A
GA Fayette,0.61571944,0.33885083,0.04259631,C
GA Floyd,0.4656095,0.14113012,0.4857533,A
GA Forsyth,0.6962269,0.24903093,0.0012576953,A
GA Franklin,0.59764737,8.037618e-8,0.56862044,A
GA Fulton,0.06769956,0.72581196,0.20683135,C
GA Gilmer,0.5849894,0.088399835,0.4332284,A
GA Glascock,0.61401284,1.077307e-16,0.4720071,A
GA Glynn,0.39926636,0.256105,0.43768,B
GA Gordon,0.5132242,0.063507706,0.5080605,A
GA Grady,0.30950698,0.16018385,0.65275127,B
GA Greene,0.38516116,0.21266854,0.5264865,B
GA Gwinnett,0.29486224,0.46476462,0.17256516,C
GA Habersham,0.62826777,0.03221909,0.43341884,A
GA Hall,0.4757224,0.2070789,0.35869414,A
GA Hancock,1.8769592e-16,0.2832431,0.7953651,B
GA Haralson,0.57926494,9.099442e-11,0.533141,A
GA Harris,0.74257666,0.06371088,0.2190168,A
GA Hart,0.5271446,0.06812115,0.5143632,A
GA Heard,0.53447306,1.077307e-16,0.5385647,A
GA Henry,0.28251743,0.40304136,0.27848306,C
GA Houston,0.4120118,0.2627238,0.3656437,B
GA Irwin,0.42387006,0.06077156,0.66351587,B
GA Jackson,0.7025215,0.032879252,0.32013637,A
GA Jasper,0.48689377,0.08766015,0.5048502,A
GA Jeff Davis,0.45967996,0.007830134,0.7037524,B
GA Jefferson,7.1158276e-5,0.29220322,0.8180823,B
GA Jenkins,0.11874958,0.22793469,0.72989583,B
GA Johnson,0.3203934,0.12509704,0.6391138,B
GA Jones,0.5593118,0.13718121,0.3398028,A
GA Lamar,0.35325232,0.18981028,0.52903074,B
GA Lanier,0.37019742,0.08323128,0.62025565,B
GA Laurens,0.33141237,0.13837652,0.66260487,B
GA Lee,0.61437404,0.12583496,0.2983496,A
GA Liberty,0.09883281,0.40123037,0.5057205,B
GA Lincoln,0.47952354,0.06589447,0.57940245,B
GA Long,0.31999427,0.2022279,0.4461111,B
GA Lowndes,0.2643981,0.26762012,0.515839,B
GA Lumpkin,0.7141568,0.020289492,0.35064027,A
GA Macon,1.8769592e-16,0.3842618,0.6534081,B
GA Madison,0.592801,0.03208005,0.4560859,A
GA Marion,0.2958114,0.18070565,0.57976276,B
GA McDuffie,0.25837907,0.17982504,0.65046036,B
GA McIntosh,0.35451695,0.18536596,0.52859235,B
GA Meriwether,0.21543652,0.1975594,0.6655445,B
GA Miller,0.5025793,0.020761074,0.6313466,B
GA Mitchell,0.0009308179,0.32829162,0.7725607,B
GA Monroe,0.5760024,0.06906429,0.41093454,A
GA Montgomery,0.48705816,0.04538797,0.55174774,A
GA Morgan,0.5824059,0.115245126,0.36740842,A
GA Murray,0.5483678,4.666782e-12,0.55964845,A
GA Muscogee,0.0358691,0.4725868,0.54721296,B
GA Newton,0.21557927,0.3331248,0.45560992,B
GA Oconee,0.7730236,0.19952156,0.05186066,A
GA Oglethorpe,0.517707,0.08199136,0.47161242,A
GA Paulding,0.591898,0.16210279,0.21858287,A
GA Peach,0.12465191,0.3663089,0.5760932,B
GA Pickens,0.7339143,0.055108942,0.2777805,A
GA Pierce,0.5955894,1.0408403e-8,0.5459866,A
GA Pike,0.72694546,2.818233e-15,0.340299,A
GA Polk,0.4491004,0.06681367,0.6068661,B
GA Pulaski,0.34897044,0.11264507,0.62459904,B
GA Putnam,0.43486667,0.1806172,0.48779348,B
GA Quitman,0.1507521,0.1854539,0.83424675,B
GA Rabun,0.6027053,0.1378945,0.40405133,A
