Name,S1,S2,Cluster
AL Monroe,0.437201419615793,0.5862362250888946,A
AL Montgomery,0.3375426997903952,0.701091276574158,A
AL Morgan,0.5705748931103796,0.4436479550063148,A
AL Perry,0.7434343677924145,0.2582808577850988,B
AL Pickens,0.44571898534428545,0.5856145697082794,A
AL Pike,0.5878004261084344,0.42826191174193784,A
AL Randolph,0.3808633872063505,0.6431629253321027,A
AL Russell,0.7683033681089674,0.2386863991374079,B
AL St Clair,0.4515611922041921,0.5590825659326957,A
AL Shelby,0.3889248161442277,0.6225973034040719,A
AL Sumter,0.33911985353708723,0.6900014596168377,A
AL Talladega,0.44269271505787117,0.5792633741643208,A
AL Tallapoosa,0.3613010732909534,0.6744998563345403,A
AL Tuscaloosa,0.37415271321824856,0.653408936649801,A
AL Walker,0.5515512110474836,0.47438483858817876,A
AL Washington,0.4446441877462998,0.5847494040923561,A
AL Wilcox,0.3404661826700424,0.6845281449082609,A
AL Winston,0.594361307679541,0.42625834289380143,A
AK Fairbanks North Star,0.38534185108573416,0.5891805605358619,A
AK Denali,0.8714593328549828,9.230907657710781e-7,B
AK Yukon-Koyukuk,0.717515512368996,0.25469712128460525,B
AK Southeast Fairbanks,0.9691809966781687,1.5927639745222894e-6,B
AK Valdez-Cordova,0.9288626728499582,1.4403439212678965e-9,B
AK Matanuska-Susitna,0.5149334048571896,0.45320344818588076,A
AK Anchorage,0.45810360914329457,0.5352302170861599,A
AK Kenai Peninsula,0.4802903099166511,0.5049651883241009,A
AK Kodiak Island,0.9537148265103845,1.3041243423974283e-7,B
AK Yakutat,0.8514695514136829,4.590457672092182e-9,B
AK Juneau,0.7433065132689517,0.23543793330793403,B
AK Hoonah-Angoon,0.935230469924138,8.93789292771139e-9,B
AK Skagway,0.8832210364615475,8.104628237954453e-8,B
AK Haines,0.9261352336746818,2.208854814862887e-8,B
AK Prince of Wales-Hyder,0.9419681176944529,2.9365122652374433e-7,B
AK Petersburg,0.4012408053797659,0.5994861378082256,A
AK Sitka,0.9610466634591458,1.0235860437394218e-7,B
AK Ketchikan Gateway,0.9669148087262256,3.959903126257783e-6,B
AK Wrangell,0.9149862570286159,1.470995827988545e-7,B
AK Aleutians East,0.8905948542227002,1.2021402564633031e-8,B
AK Dillingham,0.9167463101000276,2.721405011294828e-9,B
AK Aleutians West,0.9079337815564231,2.1367474247470007e-8,B
AK Lake and Peninsula,0.917248638585519,1.0834802693847757e-8,B
AK Bristol Bay,0.8769330802721506,3.721620338617491e-10,B
AK Bethel,0.9547155162167092,0.0028710323857983116,B
AK Kusilvak,0.8865556416665874,1.0655314540741054e-9,B
AK Nome,0.9405956916751412,7.355324597172862e-8,B
AK Northwest Arctic,0.9300475027812943,2.0011290248678073e-8,B
AK North Slope,0.9334294166378394,3.8762234725006235e-7,B
AZ Apache,0.3559737086083676,0.683197118978655,A
AZ Cochise,0.5413765380163275,0.4721524349092688,A
AZ Coconino,0.34358928856957766,0.6867927561836173,A
AZ Gila,0.6163208360641003,0.40131518132476146,A
AZ Graham,0.6031587387153746,0.407729855650045,A
AZ Greenlee,0.592955212867821,0.4038237896949609,A
AZ La Paz,0.47115300423357587,0.5569809151877321,A
AZ Maricopa,0.2831579245447422,0.7396508880868966,A
AZ Mohave,0.4540245613861001,0.5761385119674324,A
AZ Navajo,0.3600275183169644,0.6795890345384411,A
AZ Pima,0.3431944649395462,0.6793959016457364,A
AZ Pinal,0.3607267466721326,0.6522665546242301,A
AZ Santa Cruz,0.514317184265574,0.5056314493031104,A
AZ Yavapai,0.461784039121393,0.5549209783341864,A
AZ Yuma,0.37715601261743764,0.6536315379402053,A
AR Arkansas,0.7898105181598077,0.20677468697168644,B
AR Ashley,0.615874239864635,0.39087851702964443,B
AR Baxter,0.9609456250905323,7.534115780726224e-8,B
AR Benton,0.5761115857701976,0.4294349526390666,A
AR Boone,0.7761013993907879,0.2009060409661072,B
AR Bradley,0.450546596443859,0.559657563044456,A
AR Calhoun,0.9347305276700428,8.629568537678076e-10,B
AR Carroll,0.612520456836516,0.39136195252837425,B
AR Chicot,0.5780367321857781,0.44180693170663715,A
AR Clark,0.9804976033575882,0.004138217996471153,B
AR Clay,0.7612667032776684,0.23587584342600068,B
AR Cleburne,0.4843307640066014,0.5210475320110322,A
AR Cleveland,0.7554992666701238,0.22049771664740223,B
AR Columbia,0.4565492749621012,0.5517193301160938,A
AR Conway,0.5001943735037937,0.5090799647947065,A
AR Craighead,0.5924860261632885,0.4154179846916055,A
AR Crawford,0.7608596449246687,0.22497304079165084,B
AR Crittenden,0.3819471995169529,0.6434407999066788,A
AR Cross,0.6219793378320693,0.3822702773406872,B
AR Dallas,0.9869485442620157,0.010390657200087241,B
AR Desha,0.753391734912898,0.2442671419652345,B
AR Drew,0.46359617516470125,0.5485525674012423,A
AR Faulkner,0.4572559178791669,0.5501382539261932,A
AR Franklin,0.7701505256909862,0.21810666573346116,B
AR Fulton,0.9578945156099095,8.85633455540493e-9,B
AR Garland,0.4899098360142706,0.5234021634773812,A
AR Grant,0.9798260699071167,0.0035239535715028136,B
AR Greene,0.792493684065315,0.1986158674601036,B
AR Hempstead,0.4756044389743323,0.5390373673214971,A
AR Hot Spring,0.7807110711609891,0.21288853258678622,B
AR Howard,0.7661477527373689,0.23575831355148086,B
AR Independence,0.9778672192547554,0.0020017215978164445,B
AR Izard,0.7095814375966984,0.2754961293581197,B
AR Jackson,0.789030785659269,0.19797931582881453,B
AR Jefferson,0.389345677909946,0.6431280132769228,A
AR Johnson,0.9830175409621725,0.004219658496903298,B
AR Lafayette,0.5074174623648822,0.5015895831181073,A
AR Lawrence,0.47208146168982706,0.5443971223044934,A
AR Lee,0.45527553279200494,0.5659349628898653,A
AR Lincoln,0.44499281635028476,0.5821473085223479,A
AR Little River,0.7750250167831717,0.2042106267081302,B
AR Logan,0.9733041157264746,0.001242106295403559,B
AR Lonoke,0.7700121887853818,0.21357353282425337,B
AR Madison,0.7685292953883214,0.21431716834910816,B
AR Marion,0.9548815924223706,5.24491074046783e-9,B
AR Miller,0.47042147037873555,0.5445946978733206,A
AR Mississippi,0.5841637774015179,0.4325785861353629,A
AR Monroe,0.9778252982705262,8.213097313747597e-5,B
AR Montgomery,0.9695029835686716,0.0007948201434629343,B
AR Nevada,0.5930662448812577,0.41273644649756996,A
AR Newton,0.9608226945001965,0.001605248949294064,B
AR Ouachita,0.7750227687543138,0.2149166171130499,B
AR Perry,0.9712819142221165,0.000790763770058202,B
AR Phillips,0.45258472695949575,0.567570826430704,A
AR Pike,0.7916748955674656,0.1983764516413961,B
AR Poinsett,0.4468683166956286,0.5694536864550784,A
AR Polk,0.9873714629501504,0.0029056484404918204,B
AR Pope,0.6009873328696806,0.405468050986006,A
AR Prairie,0.9545753491173479,3.366267245925585e-8,B
AR Pulaski,0.379040582126339,0.6486706641657093,A
AR Randolph,0.7744291276302515,0.21432149294890565,B
AR Saline,0.4817316125363384,0.524603419884834,A
AR Scott,0.9695420379419928,2.7427498887464394e-5,B
AR Searcy,0.9739573027628532,1.7427898462993178e-7,B
AR Sebastian,0.6456718507388318,0.3507422666492578,B
AR Sevier,0.40961139404814906,0.6181498754025748,A
AR Sharp,0.5723982493789306,0.4376480332386917,A
AR St Francis,0.6403950961880899,0.37188299836795,B
AR Stone,0.7902436183510636,0.20320713377954563,B
AR Union,0.44626391742245997,0.5751259679205593,A
AR Van Buren,0.5082333666635594,0.5031376386527215,A
AR Washington,0.4128864999931326,0.6065360335493083,A
AR White,0.5148705344382851,0.4863942845442418,A
AR Woodruff,0.962564076365738,1.267070897955139e-9,B
AR Yell,0.4295620467493624,0.5944625548988518,A
CA Alameda,0.3115830211275538,0.6891665811746341,A
CA Alpine,0.9336654369021078,1.8051236745652834e-7,B
CA Amador,0.9781771998143549,0.006413694854982336,B
CA Butte,0.6101334978985163,0.38334227044350877,B
CA Calaveras,0.778918396478359,0.20450955239925128,B
CA Colusa,0.7170565569120531,0.28832675157324433,B
CA Contra Costa,0.3364796291799329,0.6691358933573791,A
CA Del Norte,0.9814073911191971,0.008022115146140912,B
CA El Dorado,0.7567501276357548,0.218397869747643,B
CA Fresno,0.38548940983311886,0.6420696855386457,A
CA Glenn,0.7658132809850606,0.23486801721214592,B
CA Humboldt,0.6135072856094569,0.3804723532398456,B
CA Imperial,0.338932738654122,0.6920704644150741,A
CA Inyo,0.4696740350817926,0.5372043199302652,A
CA Kern,0.38413666290177134,0.643310213569345,A
CA Kings,0.40090947981407027,0.6314569703946914,A
CA Lake,0.7605143823874835,0.22600559957165722,B
CA Lassen,0.9607743343398565,9.172525295135871e-8,B
CA Los Angeles,0.24597958535103068,0.7553590888442825,A
CA Madera,0.440078793823019,0.5801099185233729,A
CA Marin,0.37061755490741766,0.6251976209898796,A
CA Mariposa,0.6220739457424272,0.3745383241801121,B
CA Mendocino,0.7244314582406929,0.2731974307430675,B
CA Merced,0.41657012221475526,0.6071273341257046,A
CA Modoc,0.9362914011198552,1.3841224435620904e-8,B
CA Mono,0.4385251986896706,0.5624337562552091,A
CA Monterey,0.4058553224469616,0.6035229440625984,A
CA Napa,0.42326255736884283,0.5855768848071573,A
CA Nevada,0.5061211261297518,0.49316668035226285,A
CA Orange,0.2962858695741454,0.7074370628719107,A
CA Placer,0.42564354573139956,0.566590281430021,A
CA Plumas,0.963985046244458,3.289163322787948e-8,B
CA Riverside,0.3258698530926416,0.6872162440215399,A
CA Sacramento,0.3403359791055666,0.6725069724062991,A
CA San Benito,0.431869693433515,0.5734788965786501,A
CA San Bernardino,0.34582105348168357,0.675841694367201,A
CA San Diego,0.32028530825264645,0.6862913524048977,A
CA San Francisco,0.2908523218069103,0.7020986715913636,A
CA San Joaquin,0.36963705768634686,0.6550473749353827,A
CA San Luis Obispo,0.47847065080741646,0.5158244922192008,A
CA San Mateo,0.30109269924810356,0.6965637998662849,A
CA Santa Barbara,0.3835657134274251,0.6280043046178818,A
CA Santa Clara,0.31791648669692807,0.678394627773271,A
CA Santa Cruz,0.4542869189529301,0.5430705217581131,A
CA Shasta,0.4784856948126653,0.523354668669028,A
CA Sierra,0.9406427052500184,5.458241631750615e-10,B
CA Siskiyou,0.9703215299632447,5.421657020475245e-6,B
CA Solano,0.3920572656206712,0.6174640687054099,A
CA Sonoma,0.4288048522768996,0.5647189484647055,A
CA Stanislaus,0.3786446459542943,0.6446167616822142,A
CA Sutter,0.4400666142618021,0.5716016081986207,A
CA Tehama,0.6290153395238799,0.3638830594349858,B
CA Trinity,0.9546700709229283,5.46777894282687e-8,B
CA Tulare,0.3541631110722369,0.6740384313680439,A
CA Tuolumne,0.777500978782887,0.20574574750813993,B
CA Ventura,0.39571225729318477,0.6082501523428496,A
CA Yolo,0.3698067906954278,0.6362290687683009,A
CA Yuba,0.43931863646623703,0.5757620499828122,A
CO Adams,0.34090918563138306,0.677971324278008,A
CO Alamosa,0.4544110276863441,0.5517236928351987,A
CO Arapahoe,0.3363265493944536,0.6741059802232091,A
CO Archuleta,0.9522883364081575,1.4950795438044866e-8,B
CO Baca,0.9532150898010007,3.3863878556488806e-9,B
CO Bent,0.9497694222803197,1.2496711692909132e-9,B
CO Boulder,0.39205224087494595,0.6089778026993019,A
CO Broomfield,0.36422113218364327,0.6250013146095597,A
CO Chaffee,0.45115238786598805,0.5630485918713244,A
CO Cheyenne,0.9410900970614908,6.448697860163326e-10,B
CO Clear Creek,0.4441506571386339,0.5431161594966788,A
CO Conejos,0.9509730306725438,5.53191271449337e-9,B
CO Costilla,0.9727788727607042,0.002636318589708693,B
CO Crowley,0.4665264024874769,0.5300184840393619,A
CO Custer,0.9402189515700847,1.4532364496105097e-9,B
CO Delta,0.5259838786711271,0.4742020457435048,A
CO Denver,0.27784570156878546,0.7412943493469073,A
CO Dolores,0.8998398991193699,2.2435490666228575e-11,B
CO Douglas,0.38180612093362915,0.5949971317847275,A
CO Eagle,0.3721355257824404,0.6124774684132719,A
CO El Paso,0.4337411581774889,0.5541488777986775,A
CO Elbert,0.3794069613821894,0.6245386971103988,A
CO Fremont,0.9703405775447687,5.990006242997783e-7,B
CO Garfield,0.4507333548667105,0.5533455871263243,A
CO Gilpin,0.939440026737064,1.278259459420013e-8,B
CO Grand,0.7416416261602089,0.2189734779201661,B
CO Gunnison,0.44702482544135974,0.5537732581851915,A
CO Hinsdale,0.9308804045395659,9.949200649851073e-10,B
CO Huerfano,0.7677244518777191,0.21026248847136997,B
CO Jackson,0.8996118460677655,6.413943215036876e-11,B
CO Jefferson,0.3387611207982932,0.6653042801647788,A
CO Kiowa,0.8963004980600825,4.05593855542154e-11,B
CO Kit Carson,0.4453945564867727,0.5623752899120682,A
CO La Plata,0.6355594556484692,0.3424752006402047,B
CO Lake,0.9576519639744413,1.1217968404501998e-7,B
CO Larimer,0.4077062859243764,0.587472992900947,A
CO Las Animas,0.9560007861996099,3.87379625329558e-8,B
CO Lincoln,0.9600903208182742,1.5803302414386564e-7,B
CO Logan,0.4598729967807052,0.5618184499231071,A
CO Mesa,0.7707967274341152,0.20940233030796312,B
CO Mineral,0.9454465580759644,1.2690914316849239e-8,B
CO Moffat,0.7501969049042304,0.2294831705665326,B
CO Montezuma,0.46179918701276595,0.5419641573489645,A
CO Montrose,0.42959256567672005,0.5824310754166054,A
CO Morgan,0.35918427363446986,0.6675891399005456,A
CO Otero,0.4783747540418275,0.5298638835709115,A
CO Ouray,0.4837329542201149,0.5058842480388983,A
CO Park,0.7505033157670106,0.21334234928234844,B
CO Phillips,0.9665844686166944,6.11314114590993e-8,B
CO Pitkin,0.4126698136135549,0.5599826015112679,A
CO Prowers,0.964944933798962,1.9834742842354912e-8,B
CO Pueblo,0.40972279760556085,0.5939466817987307,A
CO Rio Blanco,0.9545920736889847,2.7854608997001376e-8,B
CO Rio Grande,0.7369792618071354,0.25532048467780444,B
CO Routt,0.40887307441398335,0.5844796355397485,A
CO Saguache,0.5913049212045112,0.40838794432314635,A
CO San Juan,0.9383846708272428,1.144998856563265e-7,B
CO San Miguel,0.9401166052884113,2.474212094278835e-7,B
CO Sedgwick,0.9419245995293054,0.00018251757914262054,B
CO Summit,0.38806093768700184,0.5831340313363478,A
CO Teller,0.4627173719633404,0.5316587806156197,A
CO Washington,0.9707069795899023,1.6645180926683431e-7,B
CO Weld,0.39701409181006564,0.6159830042098899,A
CO Yuma,0.9709247588170828,1.5807025310566728e-7,B
CT Tolland,0.3288102952363056,0.6660266638646324,A
CT New Haven,0.28356719241708195,0.7292429310831423,A
CT Windham,0.42070964600669386,0.5632732647896564,A
CT Hartford,0.3283116547370343,0.6747635745173314,A
CT Litchfield,0.3293508471055336,0.6758447414245756,A
CT Fairfield,0.3369701452521465,0.6722148106469767,A
CT New London,0.377668212016468,0.616279320370952,A
CT Middlesex,0.3411694919706079,0.6571786356087074,A
DE New Castle,0.3959773730677969,0.6131562607520433,A
DE Kent,0.3653745533854763,0.6447545157349464,A
DE Sussex,0.43063006297567163,0.5866314253729895,A
DC DC,0.2247529097562181,0.7902063490623527,A
FL Alachua,0.41343102722336883,0.5992911757070217,A
FL Baker,0.44166092981386723,0.5742132699220316,A
FL Bay,0.4195542458222413,0.5978419705692891,A
FL Bradford,0.4713084596876595,0.5452724512445223,A
FL Brevard,0.4038754907951904,0.6096922631200641,A
FL Broward,0.2633790680165626,0.759448741314055,A
FL Calhoun,0.6207725687029321,0.3895309048609496,B
FL Charlotte,0.41861983872533187,0.5940020056006375,A
FL Citrus,0.4340979829244131,0.5769151083441535,A
FL Clay,0.3910614350042643,0.619195415337827,A
FL Collier,0.3702981896114874,0.6516254561614412,A
FL Columbia,0.4570980552493789,0.5639902468837577,A
FL Desoto,0.4035677782608873,0.6248034926905617,A
FL Dixie,0.5984213817638186,0.4160286968685172,A
FL Duval,0.37180250523808883,0.6480128117864182,A
FL Escambia,0.4061289212089605,0.616033259290061,A
FL Flagler,0.4704025828330403,0.53049776659158,A
FL Franklin,0.7627070151270876,0.23006326460695534,B
FL Gadsden,0.5335373993357924,0.48925028262215037,A
FL Gilchrist,0.7691714839416068,0.2231049912570131,B
FL Glades,0.4537367125258917,0.571845818062886,A
FL Gulf,0.9849170924021987,0.00732712438403117,B
FL Hamilton,0.6102257889865459,0.40474265632709966,A
FL Hardee,0.559323817717555,0.4568131598887562,A
FL Hendry,0.3290249610905608,0.7173490157723932,A
FL Hernando,0.4350371090884336,0.5839246976606776,A
FL Highlands,0.4384632802517652,0.589751104011035,A
FL Hillsborough,0.311072874758529,0.7182585017894495,A
FL Holmes,0.7787297841066295,0.23464439985312946,B
FL Indian River,0.4065794872494719,0.6203088570161336,A
FL Jackson,0.5610229061917922,0.4665765131289124,A
FL Jefferson,0.42492166846358687,0.599546354073007,A
FL Lafayette,0.9903463642241352,0.009132806625162315,B
FL Lake,0.434943686967221,0.5841481717641567,A
FL Lee,0.3448028856610997,0.6874371232187367,A
FL Leon,0.3845654964675535,0.634932342660126,A
FL Levy,0.5860576607805555,0.4292829291600368,A
FL Liberty,0.610235268755943,0.4155408279180106,A
FL Madison,0.41440604042955165,0.6197267763593711,A
FL Manatee,0.3594401918762504,0.6761599028878201,A
FL Marion,0.4318019693838228,0.5907422561516497,A
FL Martin,0.3704159069013742,0.6607270673179994,A
FL Miami-Dade,0.20592769914870726,0.8246163117902146,A
FL Monroe,0.3323714878061818,0.6973656127583077,A
FL Nassau,0.429038673735272,0.5849078550014775,A
FL Okaloosa,0.3850095520366844,0.6394791604069646,A
FL Okeechobee,0.7236628094862584,0.29097145816101694,B
FL Orange,0.31817480953361216,0.7103897277900316,A
FL Osceola,0.3438317459724862,0.6783551428918618,A
FL Palm Beach,0.2507003055174789,0.7812493382848066,A
FL Pasco,0.38046937970017153,0.6370030195990355,A
FL Pinellas,0.315141522345492,0.7138659254132419,A
FL Polk,0.3223496835293753,0.709230247724967,A
FL Putnam,0.42483404368403616,0.6024297335886305,A
FL Santa Rosa,0.4110558833028449,0.6000786790407219,A
FL Sarasota,0.3288208224687538,0.698077881988912,A
FL Seminole,0.40591089259334945,0.6114776928918079,A
FL St. Johns,0.4243774839077949,0.5916236012042635,A
FL St. Lucie,0.33829281117915516,0.6868641104340958,A
FL Sumter,0.427066200169087,0.5885766350171374,A
FL Suwannee,0.37812617214556793,0.6574731433229806,A
FL Taylor,0.7721455560046085,0.24206245775441662,B
FL Union,0.5843172852829664,0.4271282709782576,A
FL Volusia,0.3574962058192134,0.6697159339691648,A
FL Wakulla,0.44659715040334824,0.5739786690557913,A
FL Walton,0.3632020590662699,0.6629436277857179,A
FL Washington,0.5657708066295694,0.45636573559868376,A
GA Appling,0.35155870603194883,0.6903670800139571,A
GA Atkinson,0.4152399767056305,0.6185433323687021,A
GA Bacon,0.4083436999292843,0.6272356015675946,A
GA Baker,0.43072509735313114,0.5892427777752579,A
GA Baldwin,0.3595814349008646,0.6814459535132594,A
GA Banks,0.7273651783748999,0.27463148161517953,B
GA Barrow,0.37533528397533644,0.6474816883264013,A
GA Bartow,0.3298413258037232,0.6995376003600281,A
GA Ben Hill,0.5696102462898233,0.44934050581423934,A
GA Berrien,0.9864131143563584,0.01220623702076133,B
GA Bibb,0.31115388929791776,0.7356794480704244,A
GA Bleckley,0.5776749259734418,0.44103658837455373,A
GA Brantley,0.4013837876297511,0.6130551889723499,A
GA Brooks,0.34307595737329455,0.6923982339040785,A
GA Bryan,0.41821849748989787,0.5979664970232919,A
GA Bulloch,0.42227175234506326,0.6061823281472445,A
GA Burke,0.39975195293995097,0.6357344826720824,A
GA Butts,0.3718259884298091,0.6635438718052938,A
GA Calhoun,0.3414803437719578,0.695697757338205,A
GA Camden,0.43106717145471324,0.583191703363075,A
GA Candler,0.7316327391100726,0.2783825907442412,B
GA Carroll,0.334116821062896,0.6964593483527642,A
GA Catoosa,0.5574233629419396,0.4483804818122083,A
GA Charlton,0.5565842906913068,0.44976753714141515,A
GA Chatham,0.32684157756819726,0.7060448346384808,A
GA Chattahoochee,0.5757537873813111,0.4089662802498858,A
GA Chattooga,0.45486895015280465,0.5673131604121241,A
GA Cherokee,0.3538746831016739,0.6593139595262921,A
GA Clarke,0.3559813113834976,0.671698408738867,A
GA Clay,0.39178558630667043,0.6412727282898419,A
GA Clayton,0.2699024976521499,0.7705377636891902,A
GA Clinch,0.5573562441904978,0.4710477840513501,A
GA Cobb,0.2703319708875359,0.7582970210905823,A
GA Coffee,0.3712594869359387,0.6745293281390589,A
GA Colquitt,0.3748969479623261,0.6679089429794746,A
GA Columbia,0.3614019976362586,0.6526563895344396,A
GA Cook,0.4206101947176417,0.6042990345451784,A
GA Coweta,0.37516744815024383,0.6425408630249902,A
GA Crawford,0.9716690323480408,0.012511479032490983,B
GA Crisp,0.33550854665247015,0.7116573470004708,A
GA Dade,0.46204429162260696,0.5548496682471478,A
GA Dawson,0.4174907374035863,0.6000005471480071,A
GA Decatur,0.4006163424669319,0.6412161060015877,A
GA DeKalb,0.27635189784558695,0.7522449523843168,A
GA Dodge,0.4360389028475717,0.5870875903842427,A
GA Dooly,0.3267217429064266,0.7153588475321302,A
GA Dougherty,0.266547081404328,0.7887353822669436,A
GA Douglas,0.3247552833268359,0.7069528102961697,A
GA Early,0.3453601669866048,0.7000216854918999,A
GA Echols,0.9908066862652536,0.005222590277786836,B
GA Effingham,0.4688746531369319,0.5447122752196216,A
GA Elbert,0.755266086884085,0.25066102987959876,B
GA Emanuel,0.5482502845741151,0.4750909579623804,A
GA Evans,0.754951181575619,0.25740218339428445,B
GA Fannin,0.5058363709179752,0.5151720415179928,A
GA Fayette,0.3746111806779341,0.6363129645322039,A
GA Floyd,0.3671573967970172,0.6694662659287577,A
GA Forsyth,0.41143602483304287,0.5859885616673912,A
GA Franklin,0.42440965139361964,0.6073866638601653,A
GA Fulton,0.2506885728270365,0.7856269665907039,A
GA Gilmer,0.5993386897719962,0.41369110195132847,A
GA Glascock,0.9365182384151869,0.0009748763492359642,B
GA Glynn,0.40499346744023584,0.6286024199930083,A
GA Gordon,0.3386857400238956,0.6991244858799657,A
GA Grady,0.41392468123559256,0.6155472303613996,A
GA Greene,0.4145686785795791,0.6141824321017675,A
GA Gwinnett,0.27991280036341176,0.7513782740226344,A
GA Habersham,0.35530322248223756,0.6792346479163638,A
GA Hall,0.3045743092683927,0.735277745761257,A
GA Hancock,0.3385541655525803,0.703025452465421,A
GA Haralson,0.41837621993885765,0.5983586228422453,A
GA Harris,0.3889346276754247,0.6285624942985278,A
GA Hart,0.9844894004243389,0.009548781939891027,B
GA Heard,0.4062573948340534,0.6031968428337137,A
GA Henry,0.3239430584056378,0.7021295023797057,A
GA Houston,0.37664334836451724,0.6521071836978154,A
GA Irwin,0.40256404414707503,0.6283364669920651,A
GA Jackson,0.410773020743736,0.6081663758979327,A
GA Jasper,0.588088386755816,0.4195711549297816,A
GA Jeff Davis,0.41015069961422895,0.6251259661959234,A
GA Jefferson,0.3759658506192892,0.6605128831095726,A
GA Jenkins,0.38188412659452037,0.6527640274785781,A
GA Johnson,0.40630250867309664,0.6232147394982402,A
GA Jones,0.7552163036217953,0.23875233823393732,B
GA Lamar,0.37019804927037203,0.6581894168568487,A
GA Lanier,0.4236212600658282,0.5903642823337973,A
GA Laurens,0.4279909409686252,0.6045978788463032,A
GA Lee,0.36090402083075107,0.6699396427137106,A
GA Liberty,0.5592526557275223,0.46194740351546554,A
GA Lincoln,0.572382561891785,0.43983124259701384,A
GA Long,0.5795525987528501,0.41408129375781294,A
GA Lowndes,0.4375396677314881,0.5922580259143227,A
GA Lumpkin,0.4345147206396012,0.583125667579914,A
GA Macon,0.3791914680631003,0.6594608635081565,A
GA Madison,0.4351720232746738,0.5845944236114328,A
GA Marion,0.385010458307202,0.6454091117772147,A
GA McDuffie,0.3741076219235622,0.6522842268828943,A
GA McIntosh,0.572283340956147,0.4379501173745212,A
GA Meriwether,0.4097543641878189,0.6124308996976359,A
GA Miller,0.9837682291544136,1.0689918939246038e-6,B
GA Mitchell,0.3416829237301217,0.7111648961575197,A
GA Monroe,0.40166983314335725,0.624650613650706,A
GA Montgomery,0.9756045463407147,0.004432663164741149,B
GA Morgan,0.9851510360203609,0.009115044324981432,B
GA Murray,0.44535466870340656,0.5704019621809188,A
GA Muscogee,0.3047323750076511,0.7370821900890268,A
GA Newton,0.3784926785666719,0.6502369712264363,A
GA Oconee,0.5657770734539802,0.4364903836414094,A
GA Oglethorpe,0.3599048156890564,0.6478345880368622,A
GA Paulding,0.38783537942116264,0.6223291942250628,A
GA Peach,0.3980478388124342,0.6364513266172885,A
GA Pickens,0.42495216414817133,0.5872054877578505,A
GA Pierce,0.39976753260977427,0.6268885800031051,A
GA Pike,0.399421991179928,0.6043659898133285,A
GA Polk,0.5709834741617843,0.44956571585746563,A
GA Pulaski,0.441374100424126,0.5828054753778604,A
GA Putnam,0.38629194792277505,0.6475529111746352,A
GA Quitman,0.44044188336416645,0.5901801493837482,A
GA Rabun,0.4610463739082539,0.5658714622530051,A
GA Randolph,0.34543807348217276,0.7060485615909655,A
GA Richmond,0.32814091823045577,0.7163216760822282,A
GA Rockdale,0.3877633372727861,0.6401076408213934,A
