Name,S1,S2,S3,S4,S5,S6,Cluster
IL Kendall,0.6903788051754498,0.045238132393043105,1.7106276988715656e-17,0.022240042088313202,0.01616786584011542,0.015347836934438109,A
IL St. Clair,0.5401323508134259,0.1357581696239272,1.7106276988715656e-17,0.002456274719682839,0.014538005773354875,0.11775573745813511,D
IL Union,0.3938058567541643,0.23602734241418313,1.7106276988715656e-17,0.01717293060348327,0.16461105753037508,0.10714513431948211,D
IL Alexander,0.8207930033185625,1.9293689954605926e-17,1.7106276988715656e-17,0.016529400340415144,1.9753304613838508e-17,2.785634208346631e-17,A
IL Hamilton,0.8656835174312987,1.9293689954605926e-17,1.7106276988715656e-17,0.003424171182164943,1.9753304613838508e-17,2.785634208346631e-17,A
IL Jasper,0.5512108180892821,0.19252479754806678,1.7106276988715656e-17,0.01988884489132639,0.14661856384677557,2.785634208346631e-17,D
IL Lake,0.541217350386818,0.1678039593629518,1.7106276988715656e-17,0.028867619150407933,0.01689649137750197,0.04710232032715367,D
IL Rock Island,0.6534761217883446,0.06237894413634942,1.7106276988715656e-17,0.013612421159426293,0.013809134353570668,0.06448507705880838,B
IL Franklin,0.7503517503845191,1.9293689954605926e-17,1.7106276988715656e-17,0.0018539158430025294,1.9753304613838508e-17,0.037881384262374515,A
IL Dewitt,0.8192913160173749,1.9293689954605926e-17,1.7106276988715656e-17,0.0018085499938126184,0.020667413155261837,2.785634208346631e-17,A
IL Vermilion,0.762680013943063,0.007399315464371301,1.7106276988715656e-17,0.001626991414533468,0.00018919745635412392,0.014386078432403943,A
IL Knox,0.7864354597189637,1.9293689954605926e-17,1.7106276988715656e-17,0.009980210011603345,0.008050294184965228,0.027900578808122942,A
IL Winnebago,0.5909190148362572,0.0912984298396835,1.7106276988715656e-17,0.02091510423512238,0.014724921719642443,0.06545591810782958,D
IL Clinton,0.6197239352259565,0.1123422969754192,1.7106276988715656e-17,0.013123031634478857,0.06326144909986538,0.055329261332322584,D
IL Cook,0.5140870604121776,0.2528778984996147,1.7106276988715656e-17,0.029145650002852744,0.026000322946780934,0.07591760025815451,D
IL Mclean,0.7348546595127747,0.017378867893491683,1.7106276988715656e-17,0.0037089977366325227,0.006775959874979571,0.04030220634387525,A
IL Pulaski,0.7236459759050053,1.9293689954605926e-17,1.7106276988715656e-17,0.050141625740193825,0.05567341541134533,0.04485840148474528,F
IL Schuyler,0.7954071307761345,1.9293689954605926e-17,1.7106276988715656e-17,0.006660977685017913,1.9753304613838508e-17,2.785634208346631e-17,A
IL Warren,0.7623048079069801,1.9293689954605926e-17,1.7106276988715656e-17,0.04060723537879737,0.01705755880114659,0.005277874474115574,A
IL Wayne,0.7360680342453506,0.009685410010458575,1.7106276988715656e-17,0.0014747608078078155,0.031194072021718602,0.019500341852075786,A
IL Madison,0.6022695205900832,0.07102335843571606,1.7106276988715656e-17,0.002369328675476305,0.008603166010235424,0.08140428560928666,B
IL Marion,0.8506399407399501,1.9293689954605926e-17,1.7106276988715656e-17,0.009282134533707173,1.9753304613838508e-17,2.785634208346631e-17,A
IL Massac,0.7778963214069249,1.9293689954605926e-17,1.7106276988715656e-17,0.0027080160877539913,0.02120972036354619,0.011213713034763456,A
IL Mercer,0.7517401996551897,1.9293689954605926e-17,1.7106276988715656e-17,0.005275426527764708,0.07882346667467068,0.018781086137866734,A
IL Monroe,0.6818109744243098,0.10881731228905056,1.7106276988715656e-17,0.005302934056698053,0.07077068484286651,0.03162767833015757,D
IL Ogle,0.7389277704674508,0.023039880012052785,1.7106276988715656e-17,0.018058152420788842,0.002763822318831303,0.007764100508188373,A
IL Dekalb,0.6855027464109023,0.04271103059597685,1.7106276988715656e-17,0.010361274472360326,0.027132151591433784,0.03858937324607139,A
IL Cass,0.4955347155030312,1.9293689954605926e-17,1.7106276988715656e-17,0.031026893762506894,0.31991563534822254,0.10829301313056017,E
IL Champaign,0.6983861078104944,0.016430012774982,1.7106276988715656e-17,0.01165548269193384,0.0009273688059048196,0.04299310915179351,A
IL Christian,0.7203856550863728,0.03766222254935684,1.7106276988715656e-17,0.003606168512684623,0.034019226932202676,0.006602383516360547,A
IL Wabash,0.7166875744933318,1.9293689954605926e-17,1.7106276988715656e-17,0.005476021558223847,0.022143563209907843,0.0316869222790942,A
IL Peoria,0.7004477262677334,0.03182341025389197,1.7106276988715656e-17,0.0035628554983634197,0.01624012620023186,0.06781465294118785,B
IL Washington,0.7911550399506786,1.9293689954605926e-17,1.7106276988715656e-17,0.00808202513171711,0.018202261250214076,0.02048429584209415,A
IL Adams,0.725493479944733,0.004403744643438321,1.7106276988715656e-17,0.004456850822543698,0.005451622156659099,0.06173469605996246,A
IL Bond,0.7029200654746871,0.02354968292319593,1.7106276988715656e-17,0.0002176619166082259,0.028386125963130646,0.037543367806323516,A
IL Brown,0.7836665247574853,1.9293689954605926e-17,1.7106276988715656e-17,0.008451859494961059,1.9753304613838508e-17,2.785634208346631e-17,A
IL Marshall,0.8525579124461365,1.9293689954605926e-17,1.7106276988715656e-17,0.0032604079417393374,1.9753304613838508e-17,2.785634208346631e-17,A
IL Mchenry,0.613456092299378,0.09144733651527465,1.7106276988715656e-17,0.011073596569789637,0.009781986960619486,0.030887607921540498,D
IL Montgomery,0.6961169632917291,0.016300080590312346,1.7106276988715656e-17,0.004630288203710392,0.032449873250326104,0.046621999772570304,A
IL Moultrie,0.7668686616507514,1.9293689954605926e-17,1.7106276988715656e-17,0.0043554764286853394,0.002163983080633861,0.047408822319874686,A
IL Saline,0.7911980133849295,1.9293689954605926e-17,1.7106276988715656e-17,0.0012706738330694593,0.010361400190488184,0.04801281810820728,A
IL Stephenson,0.7372019097931877,0.02283854677094507,1.7106276988715656e-17,0.019253433165068706,0.03299586120768551,2.785634208346631e-17,A
IL Tazewell,0.7906358726504032,0.014126552798451071,1.7106276988715656e-17,0.000919341710277237,1.9753304613838508e-17,0.029610719659015735,A
IL Boone,0.6388730355476195,0.10482319614240228,1.7106276988715656e-17,0.026347265711958216,0.04641494523396088,0.025038793042229338,D
IL Effingham,0.7409144922898457,0.007656493723446249,1.7106276988715656e-17,7.638657332661957e-18,0.005903266179725358,0.06719523169663773,B
IL Fulton,0.8089673773281025,1.9293689954605926e-17,1.7106276988715656e-17,0.001123556132678759,1.9753304613838508e-17,2.785634208346631e-17,A
IL Kankakee,0.605543164794727,0.15487733831790482,1.7106276988715656e-17,0.017392686109614145,0.03331191414330601,0.07140647642111808,D
IL Livingston,0.7684956543623147,0.016976206891117947,1.7106276988715656e-17,0.002014640765232394,0.009320859989178594,0.011310736900015815,A
IL Macoupin,0.7838827163881483,0.016153775917354164,1.7106276988715656e-17,0.0032830818176534256,0.003900947042832618,0.020164015789995347,A
IL Mason,0.7736368582564589,1.9293689954605926e-17,1.7106276988715656e-17,0.00840159957540042,0.023202058642378485,0.005455943099130107,A
IL Morgan,0.588657967765656,0.018686363055595914,1.7106276988715656e-17,0.008459115771838537,0.053776088536136454,0.09405070914291777,B
IL Piatt,0.7798238749355515,1.9293689954605926e-17,1.7106276988715656e-17,0.005467959062197078,1.9753304613838508e-17,2.785634208346631e-17,A
IL Pike,0.8360117990769779,1.9293689954605926e-17,1.7106276988715656e-17,0.0009197818400080025,1.9753304613838508e-17,0.0015585144979208536,A
IL Shelby,0.7365607424635008,0.014873696482476335,1.7106276988715656e-17,0.001905898383352135,0.019449194715260257,0.03164086849939078,A
IL Bureau,0.7220423475911738,0.012573606108404939,1.7106276988715656e-17,0.000543327363445966,0.013918410382702428,0.06070656638505383,B
IL Coles,0.6275386674965824,0.062339995003739164,1.7106276988715656e-17,0.002247013665235251,0.06486835998743283,0.0983676756352363,B
IL Crawford,0.8066016936851246,1.9293689954605926e-17,1.7106276988715656e-17,0.004836271643273747,1.9753304613838508e-17,2.785634208346631e-17,A
IL Iroquois,0.6552509335054556,0.049142319858356195,1.7106276988715656e-17,0.015618821659184644,0.0580124473290859,0.05126349339028801,B
IL Jefferson,0.5813247195339603,0.1344195250758534,1.7106276988715656e-17,0.005112967451626242,0.15230223502567172,0.02758708018667181,D
IL Johnson,0.8267300391044364,1.9293689954605926e-17,1.7106276988715656e-17,0.009561761051359651,1.9753304613838508e-17,0.011335770270883236,A
IL Williamson,0.7033273061965943,0.008814194031333527,1.7106276988715656e-17,0.0029740690021890464,0.010600783001113218,0.07353678576900892,B
IL Woodford,0.7556891706569623,0.015525879161745663,1.7106276988715656e-17,0.0009504182371817221,0.006944537663803562,0.021481645344508096,A
IL Greene,0.7456341511440575,1.9293689954605926e-17,1.7106276988715656e-17,0.0017495725413151748,0.00947887038458221,0.03729050414721157,A
IL Henry,0.792411446690784,0.0032822035921029314,1.7106276988715656e-17,0.008019606329411155,0.0035853440175317754,0.019542031043682965,A
IL Jodaviess,0.7773265431106945,0.007755428275432112,1.7106276988715656e-17,0.006561845266964429,0.01985383835785557,0.03175827925354723,A
IL Menard,0.7548516032300172,1.9293689954605926e-17,1.7106276988715656e-17,0.011118983225379511,1.9753304613838508e-17,2.785634208346631e-17,A
IN Adams,0.7381193361493301,0.007717283662382668,1.7106276988715656e-17,0.0019080188082568276,0.006825206916124215,0.06238009205443304,A
IN Allen,0.6271054709060792,0.08991060687252603,1.7106276988715656e-17,0.008319370785685837,0.03348320086623733,0.054758289457424954,D
IN Bartholomew,0.6118593144929172,0.14419379059011966,1.7106276988715656e-17,0.009161317975948444,0.057551898587061556,0.029350642274973412,D
IN Benton,0.8070902153755208,1.9293689954605926e-17,1.7106276988715656e-17,0.01879238242339533,1.9753304613838508e-17,2.785634208346631e-17,A
IN Blackford,0.7725627409343175,0.04265141122585533,1.7106276988715656e-17,0.005975527536867044,0.03932593714789697,0.00350085766666736,A
IN Boone,0.5440996361175886,0.17717375025920384,1.7106276988715656e-17,0.0013573536313572511,0.08104907982367726,0.033417103588838,D
IN Brown,0.736350112791655,0.022113179046612752,1.7106276988715656e-17,0.009100276297832553,0.030986141339176154,2.785634208346631e-17,A
IN Carroll,0.6287628642763582,0.028928849813523103,1.7106276988715656e-17,0.020097335200361822,0.0681352467221025,0.04999441230125687,B
IN Cass,0.5912115741199644,0.05689138442530873,1.7106276988715656e-17,0.27677602078584373,0.022721670758141292,2.785634208346631e-17,F
IN Clark,0.6390011971678893,0.10760334562576032,1.7106276988715656e-17,0.006483971689311847,0.02710633341061774,0.05661252220662026,D
IN Clay,0.733689338534698,0.03144020008412916,1.7106276988715656e-17,0.004299955363767045,0.035396181894399345,0.025394244332013267,A
IN Clinton,0.6479025362361186,0.0136389522345728,1.7106276988715656e-17,0.024460703392736167,0.026279642735721306,0.08613309950164846,B
IN Crawford,0.7876015969190606,1.9293689954605926e-17,1.7106276988715656e-17,0.013353649172901631,0.03268864420237929,2.785634208346631e-17,A
IN Daviess,0.5781296196059104,0.15135768932622207,1.7106276988715656e-17,7.638657332661957e-18,0.12380227778964309,0.05890921072675662,D
IN Dearborn,0.6036996205399703,0.13335495299994482,1.7106276988715656e-17,0.005100203653181088,0.05892943550119844,0.036022988378806964,D
IN Decatur,0.4630687498016033,0.36867839230479904,1.7106276988715656e-17,0.006019566018244973,0.14454974299450132,0.012075731009663462,D
IN DeKalb,0.7191021016554392,0.018325703929800177,1.7106276988715656e-17,0.008267600852031026,0.02134727591512948,0.024936724468216147,A
IN Delaware,0.6594837050952972,0.1040915075451927,1.7106276988715656e-17,0.0005084831251851296,0.042653156425693346,0.039981141274213906,D
IN Dubois,0.5632419450435855,0.028402774644390956,1.7106276988715656e-17,0.016876078860929903,0.02776198823293821,0.11989219460804293,B
IN Elkhart,0.49508471135136733,0.06026305945805759,1.7106276988715656e-17,0.02596090818668447,0.017781177125943,0.1621059459409395,C
IN Fayette,0.6538642118338066,0.07375650026931238,1.7106276988715656e-17,0.0065306503857910005,0.05943527519287315,0.08683218356513418,B
IN Floyd,0.5731950435040395,0.1575136784199551,1.7106276988715656e-17,0.00025248061148283493,0.07077171722877154,0.05043372297805196,D
IN Fountain,0.7716394113267256,0.03840606400816886,1.7106276988715656e-17,0.002864843599914288,0.024342716816433754,0.005155301193416568,A
IN Franklin,0.5607964754745375,0.12481968841870138,1.7106276988715656e-17,0.008718687337135992,0.13530884812697697,0.03829366631818792,D
IN Fulton,0.7688353022925677,0.015955027119287885,1.7106276988715656e-17,0.014919812217376554,0.020436988432739132,0.01566578531880843,A
IN Gibson,0.71319022786169,0.008915480902214347,1.7106276988715656e-17,0.001926195532909507,0.025142997287773694,0.05174273889764972,A
IN Grant,0.6203176673451414,0.10199353037841237,1.7106276988715656e-17,0.005299867848440008,0.05045697943430868,0.08033560607024812,D
IN Greene,0.5322392217807227,0.21716964151250445,1.7106276988715656e-17,0.002732662613289789,0.16976173069744557,0.023586093334994347,D
IN Hamilton,0.5903455775434987,0.09352397767095041,1.7106276988715656e-17,0.006528438090117244,0.030108378046901235,0.03008230166646764,D
IN Hancock,0.623517411728953,0.11802111931390213,1.7106276988715656e-17,0.005833926634712201,0.03935641468134343,0.025238919538439868,D
IN Harrison,0.6244361992455885,0.14689673054590277,1.7106276988715656e-17,0.0056531695809896336,0.06546845420414502,0.021856452225987946,D
IN Hendricks,0.5632287339408745,0.1669748331375754,1.7106276988715656e-17,0.012121986647786473,0.048553686081469365,0.024805619504256235,D
IN Henry,0.6618572161376528,0.07101360997710313,1.7106276988715656e-17,0.005546059194596894,0.05174736393978218,0.057387687327451975,B
IN Howard,0.5991619422321861,0.1513747724764374,1.7106276988715656e-17,0.005005146635758188,0.0758829277458755,0.043551561549654734,D
IN Huntington,0.7660061158224304,0.02082169686348903,1.7106276988715656e-17,0.003600159253905296,0.007980698529322197,0.004065543083968263,A
IN Jackson,0.6996265733513923,0.017173931075284043,1.7106276988715656e-17,0.034210813579117975,0.008808233208457068,0.05458768166389571,B
IN Jasper,0.7415524286215358,0.011464027902263385,1.7106276988715656e-17,0.009823755821575351,0.008641366020373863,0.024772946700827785,A
IN Jay,0.834456223684404,1.9293689954605926e-17,1.7106276988715656e-17,0.011905390566205501,1.9753304613838508e-17,2.785634208346631e-17,A
IN Jefferson,0.7750679230039692,0.0074633156895823225,1.7106276988715656e-17,0.006700575736094278,0.012794780204710171,0.02326647683679102,A
IN Jennings,0.6944568831483308,0.0664965043264917,1.7106276988715656e-17,0.0117801204702446,0.08596610185017785,0.018734215538007422,E
IN Johnson,0.5585087855016854,0.2159509999920954,1.7106276988715656e-17,0.006668469668606421,0.08290288421548303,0.017840287956544427,D
IN Knox,0.780994160689362,1.9293689954605926e-17,1.7106276988715656e-17,0.0044786240367697665,0.01632871395650887,0.036179164443380374,A
IN Kosciusko,0.6399561271291823,0.011141168169400946,1.7106276988715656e-17,0.01102534802835138,0.020003406175010494,0.08340119745033556,B
IN La Porte,0.6927968259564293,0.0636566089497389,1.7106276988715656e-17,0.010925329301935882,0.021010964034187476,0.02982216524549517,A
IN LaGrange,0.6216810274134408,0.02790848881736623,1.7106276988715656e-17,0.023877329774178217,0.03440408568482485,0.08328178491259731,B
IN Lake,0.5804726307307148,0.14702336263473825,1.7106276988715656e-17,0.01263668139646403,0.020131657616371774,0.07979030449656281,D
IN Lawrence,0.6414391053058937,0.15239598499495002,1.7106276988715656e-17,0.0017324639604837985,0.053042431834807134,0.024544577952100983,D
IN Madison,0.6779687761120856,0.15683832189153327,1.7106276988715656e-17,0.005183982656173601,0.05980963811283038,0.011090754318961294,D
IN Marion,0.5389308686638148,0.21648977576864822,1.7106276988715656e-17,0.013163045763816703,0.052331695591215574,0.06945022685451498,D
IN Marshall,0.5321709962164375,0.033206203460976406,1.7106276988715656e-17,0.017177799274893303,0.05644590649062296,0.13101171366268163,B
IN Martin,0.8115088336508535,1.9293689954605926e-17,1.7106276988715656e-17,0.010306873477107051,1.9753304613838508e-17,0.02331479302625988,A
IN Miami,0.7857021767691695,0.011802764220824508,1.7106276988715656e-17,0.026724558657066515,0.009254116963982923,2.785634208346631e-17,A
IN Monroe,0.6516184593529536,0.04563435976367036,1.7106276988715656e-17,7.638657332661957e-18,0.015613773403017048,0.043634282798605,B
IN Montgomery,0.665545615790352,0.10721042583548543,1.7106276988715656e-17,0.01836347799368138,0.09933555299469722,0.004197364173750188,D
IN Morgan,0.670943135945802,0.10450027644479518,1.7106276988715656e-17,0.004146339502215363,0.07649975191615146,0.011002427687470302,D
IN Newton,0.5889694713627732,0.20710988522569948,1.7106276988715656e-17,0.008429044449422383,0.13361586962655359,2.785634208346631e-17,D
IN Noble,0.5521920459896609,0.15142304335213677,1.7106276988715656e-17,0.011077227866267796,0.09503379391087075,0.05437299255433961,D
IN Ohio,0.5175705693935687,1.9293689954605926e-17,1.7106276988715656e-17,0.008657901337104191,0.2580225601999859,0.074869928266464,E
IN Orange,0.49191810250801754,0.30935802567274506,1.7106276988715656e-17,0.006463055306066174,0.20013983484522796,0.00024892448242581786,D
IN Owen,0.7927905008022231,0.01569952429513749,1.7106276988715656e-17,0.00719075085395895,0.02033813448473794,0.00779843708054949,A
IN Parke,0.7830939761420064,1.9293689954605926e-17,1.7106276988715656e-17,0.005628962274379227,0.025528931792767336,0.006055706137035817,A
IN Perry,0.5762139644101317,0.03378347609642528,1.7106276988715656e-17,0.012344505679351265,0.13242766386106986,0.06849670181595753,E
IN Pike,0.7463999975916803,1.9293689954605926e-17,1.7106276988715656e-17,0.0020467345649627,0.020439112650287892,0.028501588336509547,A
IN Porter,0.676635600185334,0.05173405225498585,1.7106276988715656e-17,0.006247729719782919,0.022388325193247932,0.032896740553734205,A
IN Posey,0.7498731297892631,1.9293689954605926e-17,1.7106276988715656e-17,0.009303895329560757,1.9753304613838508e-17,0.018596620365772608,A
IN Pulaski,0.7662011848103454,0.012626856766184809,1.7106276988715656e-17,0.021460208803486897,0.039744922164377576,2.785634208346631e-17,A
IN Putnam,0.7018381610090892,0.060492430794499084,1.7106276988715656e-17,0.009982574727528497,0.014454531470580031,0.029105445593152594,A
IN Randolph,0.7333772711809485,0.040902595179763274,1.7106276988715656e-17,0.0032478400326191835,0.01775093853677862,0.035769455640752054,A
IN Ripley,0.7242320563482498,0.07299532003684846,1.7106276988715656e-17,0.015425354024242242,0.043885007553626336,2.785634208346631e-17,A
IN Rush,0.7191721563329361,0.056733837078002565,1.7106276988715656e-17,0.007157107160333585,0.022759728792563463,0.03291672877097946,A
IN Scott,0.6214189784493865,0.06738471929135907,1.7106276988715656e-17,0.01217768573004267,0.05210330101396782,0.06170925615398398,B
IN Shelby,0.5324660266381607,0.1459948182077779,1.7106276988715656e-17,0.02052234940498889,0.07208130400035768,0.11862872445555123,D
IN Spencer,0.7213575794755899,0.014118856320724939,1.7106276988715656e-17,0.0031158215744791075,0.02805840264454187,0.043728313260585024,A
IN St. Joseph,0.5889717340304583,0.06318997396421618,1.7106276988715656e-17,0.013113261524586672,0.005321597955523463,0.09338065591877237,B
IN Starke,0.6696594955849254,0.04054420611435062,1.7106276988715656e-17,0.002402819664918436,0.03212767152332027,0.05933763796959933,B
IN Steuben,0.72698340104702,0.019301790733730805,1.7106276988715656e-17,0.013705791281253243,0.009842137846933578,0.010382144909885736,A
IN Sullivan,0.6615758768394946,0.0073297107675643096,1.7106276988715656e-17,0.004552511737636893,0.05369602620480224,0.0836609294596086,B
IN Switzerland,0.8227057694747629,1.9293689954605926e-17,1.7106276988715656e-17,0.011650077511014626,1.9753304613838508e-17,2.785634208346631e-17,A
IN Tippecanoe,0.7270016336423522,0.010402588455332262,1.7106276988715656e-17,0.008217132942045798,1.9753304613838508e-17,0.026350994893655912,A
IN Tipton,0.5141466717786984,0.029784753931734884,1.7106276988715656e-17,0.0016732758850867054,0.14637563623352057,0.10786346018265772,E
IN Union,0.7856721457278462,1.9293689954605926e-17,1.7106276988715656e-17,0.014223629471657458,1.9753304613838508e-17,0.017516051730851512,A
IN Vanderburgh,0.7023090629328452,0.006372286572946228,1.7106276988715656e-17,0.00660189557441255,1.9753304613838508e-17,0.08405627141670537,B
IN Vermillion,0.8314391224932617,1.9293689954605926e-17,1.7106276988715656e-17,0.004652620309526037,1.9753304613838508e-17,2.785634208346631e-17,A
IN Vigo,0.7291119107676448,0.02467082672618302,1.7106276988715656e-17,0.0028773527880090397,0.0038037909724107613,0.05483373009382688,A
IN Wabash,0.7550577976079897,0.02618296729759462,1.7106276988715656e-17,0.013185817722480736,0.01960542174843604,0.005505353954390936,A
IN Warren,0.717695744200957,0.03558418990236148,1.7106276988715656e-17,0.00445049646241916,0.05785685727595519,2.785634208346631e-17,A
IN Warrick,0.5716333677657714,0.1248616284532377,1.7106276988715656e-17,7.638657332661957e-18,0.05335659909399715,0.04962842770976796,D
IN Washington,0.8250875949093124,0.011170405324345895,1.7106276988715656e-17,0.009879737866439803,0.011794819886776553,0.0016585413922844017,A
IN Wayne,0.7158973883776701,0.0230525803546257,1.7106276988715656e-17,0.002577718646544046,0.006048935226129108,0.08402161140795478,B
IN Wells,0.7378160185964421,1.9293689954605926e-17,1.7106276988715656e-17,0.007256786706809554,0.015123721573526212,0.026017705677137095,A
IN White,0.6343814710259702,0.07694137956244683,1.7106276988715656e-17,0.04114761032935368,0.10751011091472126,0.014929501297103123,E
IN Whitley,0.7030724967715115,0.03156301160551012,1.7106276988715656e-17,0.003112926074187763,0.009536691284717489,0.01925246606578168,A
IA Adair,0.7273458161091925,1.9293689954605926e-17,1.7106276988715656e-17,0.006542549988109359,0.04581084333920567,0.013250656373514342,A
IA Adams,0.7693389684828181,1.9293689954605926e-17,1.7106276988715656e-17,0.0103001696313865,1.9753304613838508e-17,2.785634208346631e-17,A
IA Allamakee,0.6518458509541154,0.09266952822938504,1.7106276988715656e-17,0.03671971450016117,0.0660905496681916,2.785634208346631e-17,D
IA Appanoose,0.7144068584269916,0.07106795167349243,1.7106276988715656e-17,7.638657332661957e-18,0.03357636314584583,0.014211108164393646,A
IA Audubon,0.6885472998789216,0.02721277502300847,1.7106276988715656e-17,0.01275286345480664,0.09814324806392123,2.785634208346631e-17,E
IA Benton,0.7290657009690862,0.011958055632976503,1.7106276988715656e-17,0.010016094208245186,0.013543452457483727,0.005502664969426233,A
IA Black Hawk,0.5487861239290708,0.11920619389625815,1.7106276988715656e-17,0.065553628731559,0.020219276172986772,0.05929969199953287,F
IA Boone,0.6957590468885307,0.0068201845587007245,1.7106276988715656e-17,0.014944641565244767,0.01566842308031734,0.04726622794857601,A
IA Bremer,0.622151218504277,0.07539705333115364,1.7106276988715656e-17,0.009301195153942926,0.04586469235048739,0.02360168431807256,D
IA Buchanan,0.7483493685745493,0.007465251932906011,1.7106276988715656e-17,0.008763288767121192,0.01946984570263337,0.012477088530077023,A
IA Buena Vista,0.29520157748388476,0.09078773406524399,1.7106276988715656e-17,0.31259384997245787,0.13654353577529682,0.11333765420217928,F
IA Butler,0.6558865941073827,0.02254325441450686,1.7106276988715656e-17,0.006902108824887797,0.03046462067476471,0.058035664129704054,B
IA Calhoun,0.6375346154336256,1.9293689954605926e-17,1.7106276988715656e-17,0.009606097589127756,0.11022732039132849,0.059228232739746395,E
IA Carroll,0.6484640677825096,0.006651549389844512,1.7106276988715656e-17,0.014599420479154046,0.01888331592016994,0.07662158795015839,B
IA Cass,0.7213096810951385,1.9293689954605926e-17,1.7106276988715656e-17,0.003966022780429838,0.02614677389106705,0.0387846227502461,A
IA Cedar,0.7304749606787393,0.009084823881152065,1.7106276988715656e-17,0.01506626548915268,0.023706105599429764,2.785634208346631e-17,A
IA Cerro Gordo,0.49707738330070167,0.007340970824624346,1.7106276988715656e-17,0.0023008730624416575,0.11585056916062426,0.16286459281839846,E
IA Cherokee,0.6884141587222847,1.9293689954605926e-17,1.7106276988715656e-17,0.01857708310392513,0.049159812098539375,0.0382537823919939,A
IA Chickasaw,0.7659216736707218,1.9293689954605926e-17,1.7106276988715656e-17,0.008251103781938517,1.9753304613838508e-17,0.011496839205072686,A
IA Clarke,0.5547182813012546,0.027217252253774884,1.7106276988715656e-17,0.026934919902277903,0.0569292388743235,0.11943152886280074,B
IA Clay,0.6737991157525792,1.9293689954605926e-17,1.7106276988715656e-17,0.02228528740357969,0.03162920402838608,0.06121853799515614,B
IA Clayton,0.6787436701970208,0.0452011646645233,1.7106276988715656e-17,0.004789215271992204,0.024452387745308057,0.03442465097578668,A
IA Clinton,0.6314449957267027,0.007437285620030813,1.7106276988715656e-17,0.005335234808443072,0.01216440016325922,0.10161946549759626,B
IA Crawford,0.595325983641917,0.03305876669390228,1.7106276988715656e-17,0.15183124474652424,0.017334958933824484,0.06227987813987069,F
IA Dallas,0.5465175738115692,0.07425625985272646,1.7106276988715656e-17,0.05407135853284636,0.030113998299045548,0.05254384485519141,F
IA Davis,0.7124113875844929,0.018358487630912492,1.7106276988715656e-17,0.010824304306772212,0.060705414088310386,0.022813206345669797,A
IA Decatur,0.8036659264519874,1.9293689954605926e-17,1.7106276988715656e-17,0.006017083472115233,1.9753304613838508e-17,2.785634208346631e-17,A
IA Delaware,0.6552955296022092,0.018002248061656952,1.7106276988715656e-17,0.004310556488306548,0.02677050073822392,0.0555661858208107,B
IA Des Moines,0.6975130899385776,0.011782776265788972,1.7106276988715656e-17,0.004367185986895136,0.009526664049164487,0.07288437878385982,B
IA Dickinson,0.5537982913969519,0.01544582591927485,1.7106276988715656e-17,0.03983504378640828,0.0425260365251192,0.1209839021319131,B
IA Dubuque,0.5307204753391705,0.05513193097683754,1.7106276988715656e-17,0.011255061914085566,0.01943608619880648,0.12274142733727487,B
IA Emmet,0.4571889612298613,1.9293689954605926e-17,1.7106276988715656e-17,0.010846814914985164,0.08808756313832747,0.20781363160784183,C
IA Fayette,0.7619513404227688,1.9293689954605926e-17,1.7106276988715656e-17,0.010285697672594409,0.013794953359069898,0.007628797567015069,A
IA Floyd,0.6580335221624161,0.01215616201577059,1.7106276988715656e-17,0.003083590693477526,0.031753205384498835,0.07954714212560855,B
IA Franklin,0.32535192753521724,1.9293689954605926e-17,1.7106276988715656e-17,0.014455321425011857,0.27794294429698657,0.22473714900173872,E
IA Fremont,0.7642778054455628,1.9293689954605926e-17,1.7106276988715656e-17,0.003991033888090781,1.9753304613838508e-17,0.021993800330823782,A
IA Greene,0.7744725677171859,1.9293689954605926e-17,1.7106276988715656e-17,0.01387447712436159,1.9753304613838508e-17,2.785634208346631e-17,A
IA Grundy,0.6930192200116737,1.9293689954605926e-17,1.7106276988715656e-17,0.01217251052331042,0.04020582743568774,0.024199327401907642,A
IA Guthrie,0.598769396245148,0.061297827735336596,1.7106276988715656e-17,0.02535530955486026,0.1090442349532288,0.035436941261027186,E
IA Hamilton,0.6593725348144103,1.9293689954605926e-17,1.7106276988715656e-17,0.03523461057717498,0.030777437486340452,0.05972762331698744,B
IA Hancock,0.6122700754077555,1.9293689954605926e-17,1.7106276988715656e-17,0.010929385762098585,0.05395679010545805,0.0852390036459198,B
IA Hardin,0.7013852450911157,1.9293689954605926e-17,1.7106276988715656e-17,0.012935621856614106,0.0076795756629931,0.05207332020428354,A
IA Harrison,0.7324058521391601,1.9293689954605926e-17,1.7106276988715656e-17,0.014038793355544393,0.017811350676886734,0.021589461309219366,A
IA Henry,0.6957607702781177,0.03067215213565326,1.7106276988715656e-17,0.011847596015485524,0.019673080349273484,0.04648843339537073,A
IA Howard,0.6488322185649937,1.9293689954605926e-17,1.7106276988715656e-17,0.01029615467379211,0.059093387499775926,0.06652203229024091,B
IA Humboldt,0.6515601957025806,0.015393204519810723,1.7106276988715656e-17,0.012445225036800591,0.05355538110788436,0.06614293537734603,B
IA Ida,0.7827746365841763,1.9293689954605926e-17,1.7106276988715656e-17,0.010466271021100017,1.9753304613838508e-17,2.785634208346631e-17,A
IA Iowa,0.7257518742512289,1.9293689954605926e-17,1.7106276988715656e-17,0.011470516639718521,0.031235368922366186,0.0057553272060339436,A
