Name,S1,S2,S3,S4,S5,Cluster
NV Lander,1.8195921493723328e-17,0.031062812235311682,0.19326114875666867,0.02718937641195545,0.6129975584966415,E
NV Lincoln,1.8195921493723328e-17,2.6928226811992967e-17,1.3907056757299883e-17,0.001779221401698854,0.8131533551404067,A
NV Lyon,0.0067563619457254535,0.022554194346396026,6.465093909044556e-9,0.008072989417881824,0.8179116561841828,A
NV Mineral,1.8195921493723328e-17,2.6928226811992967e-17,9.505953047577677e-8,0.009519555599896565,0.8573028071672719,A
NV Nye,0.008707009785819597,0.08027303919982028,6.466947154846297e-7,0.013247402928015475,0.7043880244576834,A
NV Pershing,1.8195921493723328e-17,2.6928226811992967e-17,1.3907056757299883e-17,0.005998782760371074,0.7583493080395652,A
NV Storey,1.8195921493723328e-17,2.6928226811992967e-17,1.3907056757299883e-17,0.00212228158898258,0.839321010991582,A
NV Washoe,0.04347676189285649,0.009442262232552576,0.008514767318048788,0.029017709944756186,0.6918839440454394,A
NV White Pine,1.8195921493723328e-17,0.02052738192685513,0.12641831595837968,3.805600849908795e-5,0.7730409568893017,E
NH Belknap,0.008325003972135649,0.004147790594812741,0.01297860280641954,0.0030900809040566254,0.733517395454551,A
NH Carroll,3.642403964393567e-5,0.0003508068164141439,0.0293370813888883,0.004748000502630376,0.7326162405140708,A
NH Cheshire,0.009903699880758985,2.6928226811992967e-17,0.013467095198585341,0.0016942279828769664,0.7353297900376028,A
NH Coos,1.8195921493723328e-17,2.6928226811992967e-17,1.7657890104132062e-11,0.0010492940603399558,0.7873595896238167,A
NH Grafton,0.004041494170267793,2.6928226811992967e-17,0.005189140599360668,0.0027679620486833327,0.7260357542851904,A
NH Hillsborough,0.12873279428796275,0.011283744993219335,0.012663939094186373,0.014267900926682838,0.6319551607882113,B
NH Merrimack,0.03476269186412685,4.0329875407195177e-10,0.012941831657874166,0.005691752929493298,0.714839302691192,A
NH Rockingham,0.07662456673938739,2.3319725007343114e-7,0.03257202941577756,0.009514300498369042,0.6535533382810556,B
NH Strafford,0.031003043162892093,7.413113726690557e-16,0.027528031970845523,0.003912931567583694,0.7208755379572852,A
NH Sullivan,0.0042576537909309615,2.2724771418168627e-14,0.022161322560797444,0.001301579613804229,0.737996758509174,A
NJ Atlantic,0.1784340368765809,0.0430502285429615,0.032407641248122614,0.021951459583311968,0.5994137276122133,B
NJ Bergen,0.5182239710393695,1.8106672489500697e-8,0.1468077045567985,0.043082697017436083,0.17565691527631222,B
NJ Burlington,0.22361594867638399,6.118406165990549e-7,0.053118464607252266,0.023833010443220323,0.5246263923371309,B
NJ Camden,0.23441645755921006,0.006939330583806388,0.03969834032570833,0.034538053535076184,0.533301057252519,B
NJ Cape May,0.18079182092936558,0.00894432740266133,0.04038309998920912,0.011227507336710461,0.6330703243043408,B
NJ Cumberland,0.1962448894805161,0.03182878492811425,0.03783447094107884,0.05509670641135377,0.555190057248713,B
NJ Essex,0.6183673115668789,0.01040858081235469,0.167551998204102,0.04106881636896075,0.17073775810274144,B
NJ Gloucester,0.15117338320532842,0.017092888112671758,0.032289170263679584,0.01945344135530114,0.6003451746676134,B
NJ Hudson,0.5433274164791089,2.0178799982262795e-5,0.15391975393829022,0.0670058555437955,0.10839907097113391,B
NJ Hunterdon,0.1810400007670368,0.160002359966391,0.0648960838246004,1.0618836698677245e-17,0.4454284480941373,B
NJ Mercer,0.3818713416820823,2.5548568740015728e-8,0.09991279344156996,0.044091953654964856,0.34716948727220837,B
NJ Middlesex,0.39057663235669493,1.3396635002273295e-5,0.09759076861315745,0.04582902384566485,0.3014477310175348,B
NJ Monmouth,0.3068020546618684,1.9327756311088796e-9,0.07027885448800154,0.03178670354332658,0.42255799757802465,B
NJ Morris,0.38863872830689894,0.012104163988675393,0.09453702075890999,0.021640994230008568,0.3412290095647669,B
NJ Ocean,0.3616524013858709,8.797918913356166e-6,0.07884008035291624,0.0291545156046591,0.44429574155659673,B
NJ Passaic,0.5942470694393737,0.0013529823277647983,0.19695512796686435,0.08053057134438074,0.0811346366515489,B
NJ Salem,0.2414994307860213,0.09269489082818524,0.050711943778291906,0.015823295966161704,0.5048765136090374,B
NJ Somerset,0.3880011777002999,4.364337147531339e-6,0.10520744600655976,0.024832120137416244,0.3325746464469815,B
NJ Sussex,0.3069361866231562,0.04581484108479181,0.09573841767693674,0.0011257833376964587,0.45106563253885107,B
NJ Union,0.5822424095671532,1.5446224123796505e-6,0.17693713359299723,0.06741661836989644,0.10769911697584152,B
NJ Warren,0.3615153261786891,0.0002582747790331413,0.13682104823231145,0.014127709101011392,0.42587677663893014,B
NM Bernalillo,0.03525870534954853,0.0008644131900983884,0.006348138418540125,0.017832045030579932,0.7306426411205207,A
NM Catron,0.07808512744784053,2.9042661189325627e-9,0.17287224592178188,1.0618836698677245e-17,0.6911356244829343,E
NM Chaves,0.006905763650555437,0.020643893907539138,0.006496827557161223,0.0155919287503482,0.8043645747778071,A
NM Cibola,0.09882036277825132,0.09239435456833443,0.03328957794236408,0.019811108377126154,0.6294892130058672,B
NM Colfax,1.8195921493723328e-17,0.007185732893383112,0.1223156726169183,0.000846482805751444,0.7805659493778782,E
NM Curry,1.8195921493723328e-17,0.028493080809248686,1.5771618505124998e-6,0.024842640936277676,0.7512448150562047,A
NM De Baca,1.8195921493723328e-17,2.6928226811992967e-17,0.04426173046774076,3.104439179965361e-7,0.8221912549243241,A
NM Dona Ana,0.007114133515866524,0.034606259753579754,0.001849419981455483,0.026485413969288777,0.7029192954147828,A
NM Eddy,0.004855563815407642,0.017670036777276566,0.0073551227618132466,0.011359191936058471,0.8130778071512662,A
NM Grant,1.8195921493723328e-17,0.016709838786537434,0.0347151952571046,0.005189740047879327,0.7809779596304316,A
NM Guadalupe,1.8195921493723328e-17,0.008896452972889988,0.3183668329929869,0.028522242011573877,0.6369082747443876,E
NM Harding,1.8195921493723328e-17,2.6928226811992967e-17,0.0008301686425149997,0.01498091010418187,0.7744145821328783,A
NM Hidalgo,1.8195921493723328e-17,0.14715009581819913,1.3907056757299883e-17,0.0543315165538469,0.5588738249458638,C
NM Lea,1.8195921493723328e-17,0.051591890382517644,5.230757764858817e-10,0.023379413814835156,0.7464314282228821,A
NM Lincoln,1.8195921493723328e-17,0.03856869402131531,0.025149699019032475,0.009604163360509791,0.7587648598197518,A
NM Los Alamos,1.8195921493723328e-17,2.6928226811992967e-17,1.0595706606597752e-8,0.0028613890028601394,0.7225212425750113,A
NM Luna,0.012473505761198486,0.05959047656142118,0.018568564333738564,0.020249881262823743,0.7331766201746494,A
NM McKinley,0.5250555049456038,0.2326718827921935,0.06902663751345915,0.1104477337755577,1.4249297861485359e-6,B
NM Mora,1.8195921493723328e-17,2.6928226811992967e-17,1.3907056757299883e-17,0.0035457002778458363,0.834306407870059,A
NM Otero,0.01477883059548248,0.03631705526299901,5.162411075485292e-7,0.001846588550969254,0.7665794997491915,A
NM Quay,0.031050962343400327,0.059910202627617905,0.0604936815065094,0.0037443927755250704,0.7499756637823568,A
NM Rio Arriba,0.003822217149056296,0.07721501763612038,4.073043499510072e-11,0.016049663276628847,0.6396589263511421,A
NM Roosevelt,0.0077515457060445,0.0015632317895494104,0.060673286938080884,0.022672470567062782,0.7476372659639549,A
NM San Juan,0.29442777988432234,0.02184052734195356,0.08211792809297583,0.047349190879090265,0.4200313454811361,B
NM San Miguel,1.8195921493723328e-17,2.6928226811992967e-17,2.8445318877952657e-10,0.005098941403719315,0.8747017905269715,A
NM Sandoval,0.05547383116377544,0.005630811658089627,0.024453457333966398,0.0183964862087018,0.7175201327951493,A
NM Santa Fe,0.005294915208955861,0.0004914200128872366,0.0034008833242248405,0.011109472054707968,0.7503507812160173,A
NM Sierra,1.8195921493723328e-17,0.023790882144609334,0.05051490309051828,0.0029211462841264584,0.8432268735509475,A
NM Socorro,0.07423743554111449,0.03452258308783857,0.030346558838185916,0.006163253204456814,0.731506339130581,B
NM Taos,1.8195921493723328e-17,0.019038496571405775,0.024205327612568665,0.006756674337071036,0.7414264083824758,A
NM Torrance,0.01027205500801448,4.24793203336264e-6,0.0784089896748059,0.010546578435358167,0.7788049723823446,E
NM Union,1.8195921493723328e-17,0.09476164353056692,0.3701620518684003,0.004271336547373477,0.560218021465396,E
NM Valencia,0.006292615283697103,0.008359776773779918,0.005643990549347244,0.012466870805625847,0.8000424964895473,A
NY Albany,0.10473233517718177,6.776992884618198e-5,0.05244756673296318,0.017886095039886096,0.630036137132503,B
NY Allegany,0.014136395506920786,2.6928226811992967e-17,0.010278085014080575,0.0029519740545168593,0.7699557243489142,A
NY Broome,0.07595488443915069,0.016122144945939748,0.019976083081493293,0.008754810231726372,0.7717275402609276,B
NY Cattarau,0.019596359123414234,2.6597235255990274e-15,0.01240376717370945,0.0033178030794694764,0.7793715371090588,A
NY Cayuga,0.00848684566122816,2.6928226811992967e-17,0.005797320779775489,0.0046697645595945,0.7902328449295537,A
NY Chautauq,0.006690517528815398,2.6928226811992967e-17,0.0031974202528857556,0.004623037145853419,0.792741996852517,A
NY Chemung,0.012410649212561724,2.6928226811992967e-17,0.011854176327443608,0.006254620845527848,0.7948728508380353,A
NY Chenango,0.0351339594932678,9.885966090581285e-15,0.03120509150202672,0.009809455622634128,0.7400584808041182,A
NY Clinton,0.01792211554390382,7.479892631675573e-16,0.019511743152555158,0.0019842997543489476,0.7640752638437289,A
NY Columbia,0.1880892012331051,0.010671493367772669,0.06303876418647823,0.014643119585014476,0.5840825633004761,B
NY Cortland,0.007144978189843728,2.6928226811992967e-17,0.010921100044642817,0.0040508299428846746,0.7550883359474578,A
NY Delaware,0.02229545047684348,2.6928226811992967e-17,0.01020870963085029,0.005028643393674086,0.7469560477595472,A
NY Dutchess,0.13956746723000338,2.6928226811992967e-17,0.03811085806324332,0.04618284872291759,0.5414293780276834,B
NY Erie,0.16114437900806097,0.00019186927067631597,0.05395510214330289,0.015090514462341291,0.6154034628336549,B
NY Essex,1.8195921493723328e-17,0.021311989544507397,0.07660940949779022,0.004259990946383171,0.7525255245257115,E
NY Franklin,4.142282006164156e-6,0.00033835817548819535,0.02935437563031867,0.002012935905117472,0.7496509536948761,A
NY Fulton,0.10568239076263097,0.03969699578652513,0.027203661259721106,0.00346480815848817,0.670519621531722,B
NY Genese,0.025762981051839908,2.6928226811992967e-17,0.007223439310795926,0.014595159068233002,0.7537861395573319,A
NY Greene,0.07797401168733735,0.0078010312638436595,0.056532361703456824,0.013652185605446857,0.6518370616343873,B
NY Hamilton,0.03312624915889847,0.0037854413224275626,0.26956069046881775,1.0767223615239647e-7,0.6780819186647805,E
NY Herkimer,0.018675471272382844,0.012282426958015276,0.023397877168023707,0.007585609575846014,0.7415800430318072,A
NY Jefferson,1.8195921493723328e-17,0.0014349167097206413,0.001364927029396784,0.0041221544398444,0.7687547063022577,A
NY Lewis,0.05405731654792902,2.158787535245365e-10,0.06263631089870941,1.0618836698677245e-17,0.7284829018762324,E
NY Livingston,0.01981834958165841,4.922502276910373e-5,0.008233895425282401,0.007790368551540101,0.7936966336649712,A
NY Madison,0.03664834901558938,2.6928226811992967e-17,0.0195910775450468,0.01973306679240951,0.6922035456787604,A
NY Monroe,0.08157495884909784,7.205167174947352e-7,0.02239848980301258,0.011422158276826721,0.6898935078477273,B
NY Montgomery,0.02669581590455085,0.011620848978211175,0.009181728810551383,0.005410773036787266,0.7283639510363767,A
NY Nassau,0.4895468577712899,1.3394774713386478e-8,0.26079471758189016,0.08188334543568807,0.09932037248524359,B
NY Niagara,0.09913549220821867,0.011847025761979369,0.03113549056794294,0.010534724615391818,0.7101423114064747,B
NY Oneida,0.09624280498481529,0.003929604041005755,0.015101984525189315,0.017885985976972774,0.6383701772007135,B
NY Onondaga,0.08589717940670732,5.062205738833842e-6,0.01696185320946649,0.017073096373053286,0.6693691572970042,B
NY Ontario,0.05245155343963461,0.027571305918218797,0.014230916153967755,0.0004118914463784797,0.7191073390884266,A
NY Orange,0.2933391977808386,2.6928226811992967e-17,0.07347307887714237,0.0879161710607854,0.34581952856110104,B
NY Orleans,0.2639026101677627,0.05658028317844221,0.0817202469047315,1.0618836698677245e-17,0.5021237272186271,B
NY Oswego,0.0067518661472136384,2.6928226811992967e-17,0.008553895705206465,0.005263692956579663,0.7454984517561676,A
NY Otsego,0.018789952521698735,2.6928226811992967e-17,0.007230931587659466,0.004088347180966072,0.7670235728220328,A
NY Putnam,0.18775247614331544,6.846837236720735e-16,0.07355393972087647,0.04149917288117027,0.5380483216517715,B
NY Rensselaer,0.05807092283224984,2.775832912905716e-10,0.02551184435619772,0.007917339677433095,0.7451659991722502,A
NY Rockland,0.470430495292841,2.139465911686571e-13,0.16215065001193205,0.13578634429774217,4.499759786412699e-12,B
NY Saratoga,0.020461605065180785,2.6928226811992967e-17,0.009807873790270675,0.007435219722952487,0.6928066982307547,A
NY Schenectady,0.06392065224368283,2.6928226811992967e-17,0.022227561861010086,0.02112182549859416,0.6922681631740619,B
NY Schoharie,0.018794847388320334,2.6928226811992967e-17,0.016504420701877062,0.0060679003574276484,0.7462954310504244,A
NY Schuyler,1.8195921493723328e-17,2.6928226811992967e-17,4.5669998724256676e-5,0.005576387758358583,0.7679983872024216,A
NY Seneca,0.012682909790027256,2.6928226811992967e-17,0.02712399527509009,0.012230389696988475,0.7263430884375598,A
NY St. Lawrence,0.009375795408516399,2.6928226811992967e-17,0.0038296945550755548,0.008370089946883316,0.7728676723473408,A
NY Steuben,0.08917511460678601,0.001169367019943324,0.050042911152652234,0.0021800341638796537,0.6463751985883435,B
NY Suffolk,0.37611230687040775,1.0606472198517404e-15,0.10157572214570793,0.08065491770036298,0.28170681262505953,B
NY Sullivan,0.14190124088219871,4.693314696844403e-13,0.04988771085113732,0.06285565251474809,0.5080328371358697,B
NY Tioga,0.10059047900786848,0.01872181219863259,0.05990390216852927,0.0016855508464919307,0.6580023411638862,B
NY Tompkins,1.8195921493723328e-17,2.6928226811992967e-17,1.5315620429909892e-7,0.00953271745753357,0.7706111114893489,A
NY Ulster,0.1290855812028578,6.138939542776922e-6,0.06107997532312084,0.028757190815302962,0.5938591741775671,B
NY Warren,0.12569932151370897,0.01595833996758991,0.08734474872060122,0.001970982381469994,0.6331560315913805,B
NY Washington,0.07069839963580851,1.8238412450017945e-6,0.06953548242304633,0.008637454431394456,0.7131616378214999,B
NY Wayne,0.007674840602217474,2.6928226811992967e-17,0.004835319767346259,0.006643418421941781,0.7408856930944068,A
NY Westchester,0.44082310924302365,2.443048119566171e-16,0.14800015834866737,0.1092305180701338,0.0007159734071307813,B
NY Wyoming,0.041704440734375355,2.7588441968753503e-12,0.04008801584526394,0.0051877519841152485,0.718650444827701,A
NY Yates,0.056839197437273906,0.011100068411112584,0.04019011688036154,1.3062623755501215e-6,0.6856296789320726,B
NY Bronx,0.8789003891373827,0.030401991755900658,0.363822156471806,0.04796493841332506,2.3465065470329996e-14,B
NY Kings,0.7205190441916111,0.04979530290124204,0.3312373363340816,0.022430111579839294,0.006145792323152697,B
NY New York,0.5098791866678603,1.1731539423403771e-8,0.198501443470849,0.0264571344609142,0.19823409406169762,B
NY Queens,0.8065734341724387,0.018508126136145685,0.3591666172394069,0.038828117460583525,3.778264783038141e-8,B
NY Richmond,0.5878350635473903,5.712011493468063e-8,0.18269200974161187,0.0691107261371318,0.13915810793348252,B
NC Alamance,0.03958865264439373,0.04731653933967821,0.005648966215165632,0.031645824927620844,0.6921599220034194,A
NC Alexander,1.8195921493723328e-17,0.030791130386197574,0.00023554270540638997,0.016977801835361437,0.7632514330495447,A
NC Alleghany,1.8195921493723328e-17,2.6928226811992967e-17,1.0251450176867664e-11,0.038276580332041135,0.7853908530170545,A
NC Anson,0.007165751346639727,0.03744324799200962,0.013351408557693881,0.03652138368561155,0.7509363899651874,A
NC Ashe,0.005164350487323637,0.0028667836132085303,0.035500544161499295,0.011742445238755497,0.7861091606493924,A
NC Avery,1.8195921493723328e-17,2.6928226811992967e-17,1.3907056757299883e-17,0.011857156209588049,0.8206131448012078,A
NC Beaufort,1.8195921493723328e-17,0.07069137564805383,1.0222759748487383e-10,0.014409703030701822,0.737390875456297,A
NC Bertie,0.049141009014286585,0.02654114514314657,0.022200246549219458,0.04327648216432968,0.6913891942446221,D
NC Bladen,0.01539692009776199,0.07091731905092695,0.013020724159719447,0.048183328563771104,0.6710062720310271,D
NC Brunswick,0.0069679628413891045,0.032749211599840615,0.0027945400852059563,0.017186777465883023,0.7339885019983908,A
NC Buncombe,0.026064295460557427,0.04338225242156359,0.003515139873054129,0.011113508377747192,0.7097053411124039,A
NC Burke,0.05189670644480571,0.01277385295474257,0.018315638529816467,0.04701241265684979,0.6959430560221038,D
NC Cabarrus,0.03357506801577776,0.016667721631068257,0.009459304075432122,0.027563145640216054,0.6933764077856288,A
NC Caldwell,0.008064686341876468,0.04262950424367237,1.0571845546285933e-11,0.03202533971737686,0.7397477551300302,A
NC Camden,1.8195921493723328e-17,0.09517667706342468,0.03972373170103045,0.005700193472579134,0.6551715190839212,C
NC Carteret,0.012814361704716847,0.002610523323316114,0.005953158741645403,0.010799455001583278,0.7877682411713827,A
NC Caswell,0.00965207910980842,0.014356024672513934,0.035854716387286434,0.027902882456714982,0.7543110398341921,A
NC Catawba,0.010413774432813864,0.05251086589960577,0.0025602212507433294,0.027449245748201557,0.7148950145289109,A
NC Chatham,0.136221538061552,0.07354391284546939,0.03976138274339407,0.03500058019523998,0.488868269945591,B
NC Cherokee,0.011304592642280084,0.03701365808282405,0.014990608507515643,0.021798428429937868,0.7571020484496898,A
NC Chowan,1.8195921493723328e-17,0.04917625364694015,5.554480695315051e-7,0.024926428231228936,0.750942119544946,A
NC Clay,1.8195921493723328e-17,0.03496456607738403,0.013953779106763065,0.01259041832709535,0.768815785061389,A
NC Cleveland,0.006489389812990534,0.08887030158558361,0.0039936119754310105,0.020079973511190494,0.7233205070285698,A
NC Columbus,0.13855729743206543,0.059816788407378994,0.03644149582825116,0.0270752937451832,0.6466099693533588,B
NC Craven,0.014359682053724107,0.03896304479950198,0.01230077836331403,0.014129661055615795,0.7525838765067939,A
NC Cumberland,0.021275986144947284,0.0271884527012074,0.004987225217005336,0.020442958285773784,0.7642791190166262,A
NC Currituck,1.8195921493723328e-17,2.6928226811992967e-17,6.74463695779791e-13,0.007326465745025266,0.7730567912655751,A
NC Dare,0.007650679339488373,0.007787114221583975,0.013169348654892268,0.011908454822602697,0.7532429511659775,A
NC Davidson,0.022022080138433254,0.023310010012119114,0.012843648383305017,0.024521724179439253,0.7445414803644963,A
NC Davie,0.015587567203053829,0.019892280548902144,0.022060237018087504,0.020350452882102656,0.7260991161776023,A
NC Duplin,0.0914971244893213,0.12087916309802062,0.02281168833687421,0.08489745662334543,0.43889007184304857,D
NC Durham,0.05037594538390827,0.0006634310545920087,0.015826423866691856,0.05276784502004564,0.6090704284103245,D
NC Edgecombe,0.04420919163433729,0.044895580503298824,0.03353468339481319,0.031611628939862926,0.7336575740725688,A
NC Forsyth,0.01699584054810202,0.021945593897847848,0.002195005793750846,0.03577080912905894,0.6968412751543491,A
NC Franklin,0.08498003299105733,0.04077730289725414,0.051961163204986324,0.020548794755036702,0.6439006290911102,B
NC Gaston,0.008990877197414624,0.056481969495918424,0.0034309726454751313,0.03134318358410023,0.7200549163649106,A
NC Gates,0.028005893126239762,0.04682695430100201,0.049149436200541394,0.006486864797681215,0.7051408803882466,A
NC Graham,1.8195921493723328e-17,2.6928226811992967e-17,6.752306399799665e-13,0.009771142369685404,0.8376609710546883,A
NC Granville,0.0662360186490684,0.08603424381704299,0.03555900434232787,0.058721107945058505,0.5277847436380041,D
NC Greene,0.01685688181229727,0.04965035868341551,0.005366336299786904,0.04064495167806594,0.6958042586120623,D
NC Guilford,0.046908378258716736,0.010719179848895064,0.010350618812446652,0.023422561709724465,0.7076495925782387,A
NC Halifax,0.010610940077856163,0.047444690992545356,0.008321535343545319,0.034933111172295785,0.7487310581339398,A
NC Harnett,0.04981392221663079,0.029760813726510103,0.009439905373943158,0.017348248164119156,0.7182828444549272,A
NC Haywood,1.8195921493723328e-17,0.10216286894697801,0.014500585941579597,0.005421465687004081,0.7063376198056532,C
NC Henderson,0.09255163122859829,0.036927762977754075,0.033837971510982,0.020969856372913903,0.6534828528255167,B
NC Hertford,0.0593713258004618,0.12909923885783298,0.01996629069426401,0.031784746712007504,0.6033128344709029,C
NC Hoke,0.008885219370918396,0.05296956614983238,2.741598030698711e-7,0.03481575116851049,0.6864111892564715,A
NC Hyde,1.8195921493723328e-17,2.6928226811992967e-17,8.802320749388048e-13,0.0343354913039775,0.7877730341098865,A
NC Iredell,0.011461074928129294,0.020970422539563823,0.0069863975495107295,0.02325377246486096,0.7324651617615846,A
NC Jackson,0.006867628845444403,0.04350074610040811,0.010252335763140745,0.019343638250321035,0.7218170472331377,A
NC Johnston,0.03522688136820733,0.013143629649262094,0.009674674778765406,0.03607328042350167,0.6770601283865043,D
NC Jones,0.07344821679389683,0.12710878125953107,0.04575456322647316,0.00458569504713482,0.6507575282322864,B
NC Lee,0.024556980902574417,0.021773908486354236,0.007278640340439263,0.05767312503525307,0.6554253529105595,D
NC Lenoir,0.04173738009991388,0.02787930598315818,0.02308749570267905,0.025683182970402695,0.7752400504951389,A
NC Lincoln,1.8195921493723328e-17,0.04125658092808302,3.4398443453083435e-11,0.020997161141716826,0.7363396832012904,A
NC Macon,0.008054346512770545,0.008082928633209044,0.01359186286483285,0.03859567698773587,0.7749714065506282,A
NC Madison,1.8195921493723328e-17,0.01811540880881927,5.526004662159969e-5,0.002117531051699208,0.7945124864961278,A
NC Martin,0.042597603456920374,0.12271249181265267,0.026094247714550704,0.015823984707202223,0.6222431754002149,C
NC Mcdowell,0.006510670242823353,0.11180806989524016,0.00874682555473971,0.025343460639973555,0.6717214541637764,C
NC Mecklenburg,0.03260126222404924,0.01043035510664049,0.0059862801305533226,0.05352731730458237,0.6182287453634484,D
NC Mitchell,1.8195921493723328e-17,0.06278382844429013,0.03660575888243179,0.007859287464522528,0.7269900371430179,A
NC Montgomery,0.04999690856602378,0.1152984764870942,0.015061042160722897,0.052361987420166775,0.5670617344438877,D
NC Moore,0.028353473487590555,0.04209169543827573,0.009768205333157106,0.01969240894261003,0.6914077790249689,A
NC Nash,0.012047297170693376,0.05260554513495885,0.008907444487089218,0.027443014721058433,0.71794947843479,A
NC New Hanover,0.0064037060562052595,0.018109948507525633,0.003604264934570502,0.024481791723405713,0.7018704910077728,A
NC Northampton,0.16909071927815728,0.10077100255439012,0.04850287480601091,0.019962826711102458,0.5639386958016497,B
NC Onslow,0.004369733665171017,0.013748986288405134,0.0020977200718895216,0.01078382870186823,0.7878568177898367,A
NC Orange,0.06582357509592876,0.036520467445292366,0.0323840715668432,0.022758856459117252,0.6095067391694916,B
NC Pamlico,1.8195921493723328e-17,0.05826333713578844,0.03967553083599989,0.013450548064785968,0.7383216759646867,A
NC Pasquotank,0.0739271553348934,0.0715388105942392,0.01113492262465256,0.013399169040995678,0.6643626007533947,B
NC Pender,0.00584752249262305,0.01026572158130242,0.006827992561285591,0.025325213897271763,0.7338639513815353,A
NC Perquimans,0.040643769391368094,0.0275232850313772,0.07661318508740998,0.011353984113350922,0.7273577636296694,E
NC Person,0.007206277149202094,0.024336218968253755,0.011250761295781436,0.012953201203513443,0.7773006785318267,A
NC Pitt,0.004655050470167762,0.02270222484351325,0.002191828484851069,0.034866231534960934,0.7238869872549895,A
NC Polk,0.032821640762509235,0.055311531131299024,0.11791878076389975,0.011198231452197224,0.6754797105600698,E
NC Randolph,0.03637764042043124,0.03828901376612017,0.0061617482006055616,0.0354287562218099,0.6932099513704815,D
NC Richmond,0.029136460792636414,0.035890809926677564,0.009779768402322737,0.02747933628331091,0.7725502955699467,A
NC Robeson,0.03925477262393787,0.10902230275398846,0.010200815194460856,0.05028581601796937,0.6339010969134969,D
NC Rockingham,0.006114306305647747,0.015232369653615751,0.004424365683369631,0.013329737900054373,0.8115947457796674,A
NC Rowan,0.07329799015273415,0.020997451500251077,0.029996695181450893,0.036033535611591956,0.6989702814005265,B
NC Rutherford,0.030509997041318487,0.03201139820732232,0.01219704630113791,0.02351460546770042,0.7515149693309712,A
NC Sampson,0.01626092411619659,0.07131762241754723,0.0070873642450833855,0.06415916784437636,0.6210659652642812,D
NC Scotland,1.8195921493723328e-17,0.0867912417115112,0.0003141952797087739,0.02572725714642347,0.7597760328004165,A
NC Stanly,0.01663956801324205,0.12202302626781611,0.019960330264843618,0.028091181769795307,0.6461326549650152,C
NC Stokes,1.8195921493723328e-17,0.025285847368471445,0.003033200138842915,0.012840496627115783,0.7592743126882554,A
NC Surry,0.006060579721690785,0.04242711353544828,0.00553955774314793,0.03006727693482428,0.7290727006846682,A
NC Swain,1.8195921493723328e-17,0.06815777925437184,0.035106301113495886,0.014381991654143871,0.734502216188638,A
NC Transylvania,0.0037360120528658176,0.014692111574185552,0.016485012167188683,0.009297899686854674,0.77013927509912,A
NC Tyrrell,1.8195921493723328e-17,0.19949127789703866,0.1250532386181078,0.04812975051315665,0.4958829866869243,C
NC Union,0.026451504700205887,0.012690627048627568,0.006653661300302744,0.030610020669195163,0.6672794195588869,A
NC Vance,0.16111223125159727,0.06341083050869903,0.04687941804776742,0.030515520676719924,0.6208561936966898,B
NC Wake,0.011961257347369554,0.025611651161388468,0.003271480827674018,0.025940241448815463,0.6646626964542047,A
NC Warren,0.024009199010628788,0.07453019397156475,0.07422510254118904,0.03136212221470373,0.6462116328336585,E
NC Washington,0.07372463614036383,0.05958238448501707,0.07759078878154964,0.022590390034454018,0.6783034981550974,B
NC Watauga,1.8195921493723328e-17,2.6928226811992967e-17,2.8024092753649195e-13,0.012917478380688048,0.7539495614039207,A
NC Wayne,0.057714913001158025,0.01777410813628589,0.016897267291519632,0.06944780863602824,0.6156587960393263,D
NC Wilkes,0.01963259525699496,0.061535146468087235,0.006736964266814811,0.03867560474101372,0.6839320292638809,D
NC Wilson,0.05019159435891509,0.05226452336320294,0.014939893291956191,0.04206413720599589,0.6505233986255242,D
NC Yadkin,0.025038305016428276,0.01672191848348749,0.011285634020272677,0.03524404239288388,0.7242318872504583,A
NC Yancey,1.8195921493723328e-17,2.6928226811992967e-17,2.2927775728393915e-11,0.011062547722343196,0.8122521058132771,A
ND Adams,1.8195921493723328e-17,2.6928226811992967e-17,1.3907056757299883e-17,1.0618836698677245e-17,0.7549863310996601,A
ND Barnes,1.8195921493723328e-17,2.6928226811992967e-17,3.811195321423928e-12,0.018775792094223028,0.7315271146275585,A
ND Benson,1.8195921493723328e-17,0.21258297164716156,1.3907056757299883e-17,0.025693155269659686,0.6474646844549238,C
ND Billings,1.8195921493723328e-17,2.6928226811992967e-17,1.3907056757299883e-17,0.00627018763374219,0.7764528839755682,A
ND Bottineau,1.8195921493723328e-17,2.6928226811992967e-17,1.3907056757299883e-17,0.006081579676648151,0.7646100889043795,A
ND Bowman,1.8195921493723328e-17,2.6928226811992967e-17,4.952537918448839e-11,0.009390556679810647,0.7452911385653239,A
ND Burke,1.8195921493723328e-17,0.07040846022483024,0.4031315420454897,0.015973983705125535,0.4831563496971421,E
ND Burleigh,1.8195921493723328e-17,0.044608549500365455,3.628583727510972e-8,0.03130031727737785,0.6499233223423061,A
ND Cass,0.07936132862946858,0.01402047175104232,0.0025536215018818376,0.046570074856157474,0.5457261728914281,B
ND Cavalier,1.8195921493723328e-17,2.6928226811992967e-17,1.3907056757299883e-17,0.022691171644287706,0.7134216162006766,A
ND Dickey,1.8195921493723328e-17,2.6928226811992967e-17,1.3907056757299883e-17,0.008216539961257268,0.7512431450283282,A
ND Divide,1.8195921493723328e-17,2.6928226811992967e-17,4.495803365442323e-8,0.0046302840019460684,0.7394524725733381,A
