Name,S1,S2,Cluster
AK Yukon-Koyukuk,0.43296899560935304,0.40145798157004164,B
AK Southeast Fairbanks,0.5178388038130928,0.36621414470409086,B
AK Valdez-Cordova,0.5395222655129798,0.29155552815884483,A
AK Matanuska-Susitna,0.6450658412175804,0.157191155055355,A
AK Anchorage,0.4037870298735709,0.4254934976262073,B
AK Kenai Peninsula,0.5449392064069162,0.2229995869935617,A
AK Kodiak Island,0.5655517234528069,0.22684129869128722,A
AK Yakutat,0.5233586252736185,0.26112517074612895,A
AK Juneau,0.48331987513923336,0.29830029851023193,B
AK Hoonah-Angoon,0.5764537397871189,0.2273499731774281,A
AK Skagway,0.5514531618669337,0.2713087772427629,A
AK Haines,0.4655326574688991,0.3198339997222939,B
AK Prince of Wales-Hyder,0.4691257593510528,0.4387176808059217,B
AK Petersburg,0.412672328297201,0.453069387881713,B
AK Sitka,0.5185426975074762,0.2737169616885346,A
AK Ketchikan Gateway,0.5036729681115478,0.39109189338469785,B
AK Wrangell,0.44770646443598455,0.3736277149779487,B
AK Aleutians East,0.41920466444400334,0.42789097721675873,B
AK Dillingham,0.5789683755843488,0.284156958942156,A
AK Aleutians West,0.4742147660078102,0.31401586764468686,B
AK Lake and Peninsula,0.5121365067366629,0.28242607257970603,A
AK Bristol Bay,0.6417980315659826,0.17680665186215017,A
AK Bethel,0.4597952756742867,0.3374442271661196,B
AK Kusilvak,0.5399555320475545,0.2728134186048399,A
AK Nome,0.586800968016764,0.2651549823726788,A
AK Northwest Arctic,0.37345777988801726,0.4336434988780061,B
AK North Slope,0.40155130427474456,0.4048383063724156,B
AZ Apache,0.21342047800679903,0.7031996178418269,B
AZ Cochise,0.5194608192200103,0.30481755686526024,B
AZ Coconino,0.23852270613532747,0.5398914432011882,B
AZ Gila,0.6728957104267383,0.21756743193194703,A
AZ Graham,0.5333893028874617,0.29814831253538143,A
AZ Greenlee,0.577995584347256,0.2256349306977941,A
AZ La Paz,0.5554008965548347,0.30102595407819993,A
AZ Maricopa,0.17555843958158027,0.6471680800351359,B
AZ Mohave,0.6664040182285942,0.22715479479232523,A
AZ Navajo,0.28771655608626945,0.6077975302509631,B
AZ Pima,0.2682083560039588,0.526355929850269,B
AZ Pinal,0.4354292728419502,0.3444247357410757,B
AZ Santa Cruz,0.09166436738704294,0.7168496643887213,B
AZ Yavapai,0.6355863249778857,0.17572766264571546,A
AZ Yuma,0.18312544787461463,0.6375215821432197,B
AR Arkansas,0.8068479286434003,0.1155324498828786,A
AR Ashley,0.7953165593757571,0.11839104336010257,A
AR Baxter,0.8554518580599155,3.0743750546154244e-7,A
AR Benton,0.5931019563325546,0.20500287584256366,A
AR Boone,0.847475528159152,0.00408592774018289,A
AR Bradley,0.7063506855269537,0.21733291217682038,A
AR Calhoun,0.8860093730829635,0.006201387864609828,A
AR Carroll,0.7245038380127881,0.1361331621958776,A
AR Chicot,0.506061872954672,0.4693955599541218,B
AR Clark,0.7216986715118628,0.14656431799102762,A
AR Clay,0.8359148944169207,0.08119048071010197,A
AR Cleburne,0.7991189306147148,0.06010572119527429,A
AR Cleveland,0.8065073098149707,0.06253325344427593,A
AR Columbia,0.7304040397548885,0.17823611335964368,A
AR Conway,0.7995242306998698,0.08575702465271952,A
AR Craighead,0.6995370588864173,0.1642833499856462,A
AR Crawford,0.8455530485687278,0.03440579558345571,A
AR Crittenden,0.4540702982881081,0.4713512622571189,B
AR Cross,0.8267004101977107,0.09089333709375276,A
AR Dallas,0.748164564953179,0.18098865113849033,A
AR Desha,0.6624872970539123,0.2461445741622741,A
AR Drew,0.7347717647049724,0.14279650292519722,A
AR Faulkner,0.702735497793628,0.11209537938491891,A
AR Franklin,0.875458251103645,0.012148285672749257,A
AR Fulton,0.8897877400768375,5.862302574956108e-10,A
AR Garland,0.8038222769419014,0.10449012039226493,A
AR Grant,0.8691070354662033,0.0009386693650709037,A
AR Greene,0.8902492436888777,0.008813435759711868,A
AR Hempstead,0.722557180132851,0.1821180593555289,A
AR Hot Spring,0.7655811241708347,0.15793447559439494,A
AR Howard,0.7000070484005606,0.20472778898475916,A
AR Independence,0.8347237254614387,0.03815866766157211,A
AR Izard,0.8831156442825727,0.013546115421045493,A
AR Jackson,0.8873969117763008,0.043185343935077974,A
AR Jefferson,0.4474693478091375,0.4680151497824267,B
AR Johnson,0.7381822072475851,0.12308439333147903,A
AR Lafayette,0.7785758833963021,0.14585985290710482,A
AR Lawrence,0.7620980436127898,0.15213117537496956,A
AR Lee,0.28155275320544637,0.7099562283153218,B
AR Lincoln,0.3152124740548108,0.6717459995471162,B
AR Little River,0.7894026844076018,0.12221284889102085,A
AR Logan,0.9042261740128887,0.0027612378194297065,A
AR Lonoke,0.8050139903040121,0.029913278202301857,A
AR Madison,0.8088360724192394,0.06003978402790365,A
AR Marion,0.8983947495750069,3.00251373757445e-11,A
AR Miller,0.7555689558998623,0.14138802093460623,A
AR Mississippi,0.6458150365410664,0.2898111201708943,A
AR Monroe,0.7373345269527944,0.191108818852801,A
AR Montgomery,0.8867042639603196,0.012082057058978064,A
AR Nevada,0.6436771117214946,0.29787844625992965,A
AR Newton,0.7601365872936323,0.10542920010977519,A
AR Ouachita,0.8130755717054777,0.10717189382571274,A
AR Perry,0.8777943252450614,0.001087518662788379,A
AR Phillips,0.5604347233005841,0.38647594067258834,B
AR Pike,0.8809297992644626,0.02206997670100636,A
AR Poinsett,0.8103398111175736,0.13573830207530696,A
AR Polk,0.8446103749715306,0.0595659839472885,A
AR Pope,0.7575483091426329,0.10912063264883916,A
AR Prairie,0.8803176563775522,0.005869322126530131,A
AR Pulaski,0.43899043102542007,0.4082255293641032,B
AR Randolph,0.8381643359984384,0.05915342306798992,A
AR Saline,0.7212384399868015,0.17384629028044013,A
AR Scott,0.8239014238120385,0.03058924726382552,A
AR Searcy,0.906849800014857,2.9689965781046824e-5,A
AR Sebastian,0.8204875974928879,0.06629141702744241,A
AR Sevier,0.5233603266723909,0.3751197747971352,B
AR Sharp,0.7242654223733195,0.1838327188670316,A
AR St Francis,0.6280488450004125,0.284564713266809,A
AR Stone,0.866194399160234,0.021190783637857914,A
AR Union,0.714067250208053,0.21256690265330042,A
AR Van Buren,0.8556960538335677,0.03958686015779269,A
AR Washington,0.4778826069321261,0.3283893356346547,B
AR White,0.8306006172985255,0.03438137303333546,A
AR Woodruff,0.8445438496902803,0.06828492765453023,A
AR Yell,0.6107107151478091,0.32075279639636145,A
CA Alameda,2.3564250915012895e-16,0.7157492297284863,B
CA Alpine,0.561525259267318,0.2543075966816203,A
CA Amador,0.6628363012078515,0.146680598821009,A
CA Butte,0.5457749788553914,0.25147211750882037,A
CA Calaveras,0.6969693214129531,0.09506989692214368,A
CA Colusa,0.30967867688295403,0.47665136690094473,B
CA Contra Costa,1.2145339751518532e-6,0.7122043960498292,B
CA Del Norte,0.6165452498991423,0.23785008270651614,A
CA El Dorado,0.5473614687477185,0.1833524471712028,A
CA Fresno,0.171953158233028,0.6474122882072192,B
CA Glenn,0.4637780041470133,0.35741856937158706,B
CA Humboldt,0.5389305980114129,0.26760915896922477,A
CA Imperial,0.014034887927700754,0.81141878172502,B
CA Inyo,0.531519006210823,0.2511375733511003,A
CA Kern,0.2403829524403466,0.5933420299022996,B
CA Kings,0.199914457778022,0.6161946345162586,B
CA Lake,0.6375142397542068,0.21512490495953732,A
CA Lassen,0.6367308501753877,0.16511564086404834,A
CA Los Angeles,2.3564250915012895e-16,0.8330318053692143,B
CA Madera,0.296356557616948,0.5129658720203225,B
CA Marin,5.700318311872872e-10,0.6672969674738146,B
CA Mariposa,0.6375324719291899,0.15168683567787025,A
CA Mendocino,0.44995188629371125,0.3579906041051806,B
CA Merced,0.1838845751305458,0.6333634455231377,B
CA Modoc,0.7245713307929212,0.11002170757755125,A
CA Mono,0.3365641344825057,0.3708632146202686,B
CA Monterey,0.06524756252676184,0.6710588165720925,B
CA Napa,0.2997863611092968,0.450968466876333,B
CA Nevada,0.5764187954302541,0.16485821180925989,A
CA Orange,2.940517936979212e-7,0.7327702747310756,B
CA Placer,0.4444533270858587,0.2539300194289485,B
CA Plumas,0.7368865237931558,0.08134838063002241,A
CA Riverside,0.1219572053310595,0.6550529063918171,B
CA Sacramento,0.16852678214236372,0.6080866350891503,B
CA San Benito,0.20663616436503157,0.5265941682930643,B
CA San Bernardino,0.1096159201046635,0.6939404420222078,B
CA San Diego,0.0016756003864277706,0.7333898164378119,B
CA San Francisco,2.3564250915012895e-16,0.7062544837976887,B
CA San Joaquin,0.17880987756124359,0.6259296184735289,B
CA San Luis Obispo,0.3990400800244459,0.3277092679004032,B
CA San Mateo,4.0714813830829396e-16,0.6818939757824378,B
CA Santa Barbara,0.09186409719630503,0.632565109372332,B
CA Santa Clara,2.5803006490658158e-16,0.6961786437957507,B
CA Santa Cruz,0.1627795776209348,0.5521681750673102,B
CA Shasta,0.7053596685712438,0.13453553009760089,A
CA Sierra,0.7255318974534153,0.06675950184143438,A
CA Siskiyou,0.700337484567346,0.13395385124946152,A
CA Solano,0.22570820348301954,0.5214294285193594,B
CA Sonoma,0.24376576573572936,0.4744907939910138,B
CA Stanislaus,0.268214451808526,0.5433451522108491,B
CA Sutter,0.3946028871076974,0.3847490824255215,B
CA Tehama,0.6621005505365276,0.18098604337989588,A
CA Trinity,0.7489368965912596,0.0994148472471613,A
CA Tulare,0.20387833396071464,0.609844367326537,B
CA Tuolumne,0.7000491014526036,0.10463878272028981,A
CA Ventura,0.20021890930992112,0.5169468989079157,B
CA Yolo,0.10594994861577753,0.5985210564832324,B
CA Yuba,0.4742601488090895,0.35402179718136373,B
CO Adams,0.25218457545681977,0.5002042969207487,B
CO Alamosa,0.472988337430361,0.33727728226019227,B
CO Arapahoe,0.27457708996013136,0.4617283398185,B
CO Archuleta,0.6538794358135126,0.07969477051380912,A
CO Baca,0.8302497184494333,0.01796148834769505,A
CO Bent,0.7705305896160941,0.08656836129049285,A
CO Boulder,0.30063468767855983,0.4101543083057741,B
CO Broomfield,0.37722046243943674,0.3478703404843029,B
CO Chaffee,0.4267263188774022,0.34170138440061126,B
CO Cheyenne,0.7819975926814534,0.028556480311524645,A
CO Clear Creek,0.5625073690260167,0.15521713963679043,A
CO Conejos,0.5661432809131548,0.22355860823668178,A
CO Costilla,0.5426118151094768,0.2923339924219695,A
CO Crowley,0.6355161191330664,0.20993720544256436,A
CO Custer,0.7685479147932818,0.007750721786995678,A
CO Delta,0.7714216740902927,0.04902500528097729,A
CO Denver,0.1215733575166933,0.6320694349226872,B
CO Dolores,0.8114055538936107,8.325328829475521e-8,A
CO Douglas,0.450309902121119,0.23085027182558102,A
CO Eagle,0.22996577040217248,0.44050055574114694,B
CO El Paso,0.5663788850787539,0.1411935509450101,A
CO Elbert,0.579759165110429,0.20141855727320432,A
CO Fremont,0.7879929962562728,0.04312826396465807,A
CO Garfield,0.44113846816474256,0.2974151346938837,B
CO Gilpin,0.6955206101503796,0.05465432462636479,A
CO Grand,0.574360935792405,0.14728883907636178,A
CO Gunnison,0.3653510168290754,0.3334333038401994,B
CO Hinsdale,0.7133959129960848,0.020446582698005533,A
CO Huerfano,0.714865332527807,0.12790500259268772,A
CO Jackson,0.7363513873050738,0.03658923152869918,A
CO Jefferson,0.4261749335002964,0.30770684649705,B
CO Kiowa,0.8388288161922447,4.34152562505937e-6,A
CO Kit Carson,0.643187109330868,0.17897120956558377,A
CO La Plata,0.5671806778369564,0.18183493633799333,A
CO Lake,0.46158034984262786,0.23019113630436755,A
CO Larimer,0.4484076366230828,0.25283167008631363,B
CO Las Animas,0.6963180414620392,0.12100247781460544,A
CO Lincoln,0.7399688592018853,0.06232467799245991,A
CO Logan,0.5900773801300503,0.2529158316824229,A
CO Mesa,0.716876253447882,0.07881173730440472,A
CO Mineral,0.6658601504236943,0.09854738204914547,A
CO Moffat,0.7162202128358819,0.08372675144294653,A
CO Montezuma,0.7065218816471808,0.09554742466458492,A
CO Montrose,0.6304915526733931,0.16317886936352535,A
CO Morgan,0.32830026712624355,0.5177613916584636,B
CO Otero,0.6745582969606001,0.18130897407928365,A
CO Ouray,0.5392662914653653,0.17902253212208638,A
CO Park,0.7044385944656458,0.021728535249464005,A
CO Phillips,0.7102018069705155,0.09738433719180777,A
CO Pitkin,0.33384638270622546,0.34330737145263046,B
CO Prowers,0.7171213767702478,0.11153626965858203,A
CO Pueblo,0.579104755540595,0.23722969954879516,A
CO Rio Blanco,0.7575860838043105,0.01272603290033394,A
CO Rio Grande,0.5782861593063336,0.23724081206789593,A
CO Routt,0.41580502470244857,0.2724889586201783,B
CO Saguache,0.4489001498886582,0.35221867114822264,B
CO San Juan,0.6541618348228153,0.1349506351373844,A
CO San Miguel,0.41621154478948075,0.2619750583406842,B
CO Sedgwick,0.7850617258335234,0.058006732694373155,A
CO Summit,0.31250550865662546,0.36110494882063265,B
CO Teller,0.7139644820686878,0.06270028299978009,A
CO Washington,0.7694420978133526,0.04450243823387059,A
CO Weld,0.44164729203296677,0.30970870078794355,B
CO Yuma,0.662129772447909,0.14531047165472932,A
CT Tolland,0.2578916143696069,0.4886710428245605,B
CT New Haven,0.13193188154003266,0.6770421187777735,B
CT Windham,0.5527279330038334,0.19495000359166095,A
CT Hartford,0.19512181148674776,0.5838427381057979,B
CT Litchfield,0.3440456475960465,0.4621837916822176,B
CT Fairfield,0.10474001715619313,0.6912201724921775,B
CT New London,0.39519332016632486,0.3497045337615004,B
CT Middlesex,0.3626583526437889,0.44153384512856725,B
DE New Castle,0.3884878974422511,0.44407788869731174,B
DE Kent,0.36323076948730704,0.43197467028005043,B
DE Sussex,0.45498811237052234,0.3856887584729848,B
DC DC,2.439969246411241e-13,0.8048768056362134,B
FL Alachua,0.3214425138787328,0.4296397458629985,B
FL Baker,0.742856407172127,0.1477705626698834,A
FL Bay,0.6234734277060855,0.2343298106108831,A
FL Bradford,0.7560570385003186,0.1470329593943727,A
FL Brevard,0.5573201014964387,0.25456808358204774,A
FL Broward,0.09652388421609132,0.6992195516726355,B
FL Calhoun,0.6726251255315208,0.2314782685672833,A
FL Charlotte,0.635318590223374,0.19576933130518645,A
FL Citrus,0.7708822116861194,0.10161566323617786,A
FL Clay,0.6158626610293723,0.19937892579341412,A
FL Collier,0.37419849327795845,0.40769483846837323,B
FL Columbia,0.6879894616111297,0.2179933839794305,A
FL Desoto,0.4250016262720183,0.4319514563239627,B
FL Dixie,0.7743539227991998,0.16757816413565507,A
FL Duval,0.38641436951492175,0.4503055208820318,B
FL Escambia,0.49532997686977326,0.3371255819632014,B
FL Flagler,0.6737923094415847,0.13354523069771593,A
FL Franklin,0.7193773084437265,0.1732568756008643,A
FL Gadsden,0.3588495177831566,0.5365358036608368,B
FL Gilchrist,0.7621414084399429,0.1182637104499518,A
FL Glades,0.560121886296061,0.30450008386194116,A
FL Gulf,0.6788276711590564,0.20371660783162765,A
FL Hamilton,0.5658760350947086,0.36724696464784307,B
FL Hardee,0.4429949871510169,0.40675057784732244,B
FL Hendry,0.19868518397054177,0.6709138067073003,B
FL Hernando,0.7380455829815986,0.11770985540056654,A
FL Highlands,0.65805129712342,0.19962064700588655,A
FL Hillsborough,0.2640835638871333,0.5303926896978405,B
FL Holmes,0.8251871480190509,0.09568186063558437,A
FL Indian River,0.599893162529344,0.22008449373355352,A
FL Jackson,0.5947336238264124,0.3135285316166733,A
FL Jefferson,0.5562730257023726,0.30255831063135824,A
FL Lafayette,0.5542830869736494,0.39747304118142623,B
FL Lake,0.606729726385139,0.22025559008673218,A
FL Lee,0.42257207778277117,0.3852924268740409,B
FL Leon,0.3176299483813759,0.44499922325180225,B
FL Levy,0.7821430413998945,0.10380827824154727,A
FL Liberty,0.5528224205256087,0.3684445798418445,B
FL Madison,0.5535336608593033,0.3657879572520817,B
FL Manatee,0.4706723447438996,0.3465237965933604,B
FL Marion,0.634962367558155,0.2172175065712401,A
FL Martin,0.5410558663528466,0.27899265552710656,A
FL Miami-Dade,2.9273751173935236e-8,0.8171846471108831,B
FL Monroe,0.41646220626125063,0.3892043811839835,B
FL Nassau,0.7420980729138233,0.09554880586236966,A
FL Okaloosa,0.5955115014137956,0.2183710981212697,A
FL Okeechobee,0.5887091147058567,0.29546201070597816,A
FL Orange,0.18977480226309698,0.5978917348772144,B
FL Osceola,0.2593441546787854,0.5329448219815827,B
FL Palm Beach,0.20691730620130877,0.587675876452784,B
FL Pasco,0.6012254845305237,0.23754999769717938,A
FL Pinellas,0.42346843261247274,0.4082584253287247,B
FL Polk,0.45390477049630296,0.3849084001078673,B
FL Putnam,0.6903333481146219,0.20483518919156965,A
FL Santa Rosa,0.5939007032530818,0.15550078974499593,A
FL Sarasota,0.5355086554480946,0.2978155906077778,A
FL Seminole,0.5575449256205309,0.23779118300393956,A
FL St. Johns,0.5798852670619519,0.20791422373836077,A
FL St. Lucie,0.3802867930704917,0.38392894759138363,B
FL Sumter,0.6534108562938831,0.14447615142910916,A
FL Suwannee,0.6027437760502561,0.331101468953127,A
FL Taylor,0.6989260348677996,0.22036107282784562,A
FL Union,0.6855775343685963,0.22364431168606316,A
FL Volusia,0.5554917056291452,0.27980716133884187,A
FL Wakulla,0.7169198501174956,0.13649508569489316,A
FL Walton,0.6740803863334556,0.17549347464274254,A
FL Washington,0.7068899909078852,0.20663008709234648,A
GA Appling,0.5559879503982645,0.3959620582805844,B
GA Atkinson,0.5501430343995481,0.36314923283688993,B
GA Bacon,0.6628406762434584,0.28114457404923165,A
GA Baker,0.48062053374795105,0.41126890890036716,B
GA Baldwin,0.41553628698265566,0.46409017052362184,B
GA Banks,0.756541627969511,0.11291349338833466,A
GA Barrow,0.5916343334866835,0.23597811388378914,A
GA Bartow,0.6042259990133924,0.2500574774935761,A
GA Ben Hill,0.6103588262760362,0.29496358691510144,A
GA Berrien,0.7474022276007718,0.14186435258876576,A
GA Bibb,0.36453410341968284,0.5262153989454285,B
GA Bleckley,0.6723438937990536,0.212474998924272,A
GA Brantley,0.7867218157407482,0.09947456271386435,A
GA Brooks,0.4745546317902135,0.41484997406431506,B
GA Bryan,0.5747130767635947,0.2360989606768549,A
GA Bulloch,0.5460114244221886,0.28543056848932313,A
GA Burke,0.5633464781011959,0.33441722998254225,B
GA Butts,0.4503563357947337,0.45937850902162913,B
GA Calhoun,0.2668506240966566,0.6595549379370947,B
GA Camden,0.6482606648754503,0.16212915165533986,A
GA Candler,0.6064241577504503,0.3109908745145081,A
GA Carroll,0.5950370405489835,0.2712357845642887,A
GA Catoosa,0.7260703512709744,0.08661423334243323,A
GA Charlton,0.5944524702012416,0.2911390849013165,A
GA Chatham,0.36008015771169344,0.4491770074422849,B
GA Chattahoochee,0.2728154982459249,0.5188439147843357,B
GA Chattooga,0.7573427969528178,0.14575562960805533,A
GA Cherokee,0.5426485504938632,0.2233512584294478,A
GA Clarke,0.2488893749187355,0.5200239631570731,B
GA Clay,0.37839275099757563,0.5746855519553066,B
GA Clayton,0.12182831923873416,0.7164338304183595,B
GA Clinch,0.5980727520815898,0.34055143907669233,B
GA Cobb,0.2823453434719556,0.4812044793895908,B
GA Coffee,0.5581781967794192,0.36163403460203386,B
GA Colquitt,0.4727614853711291,0.4535029544530871,B
GA Columbia,0.5662794671755146,0.1857220465159289,A
GA Cook,0.6712579562462022,0.22426809491100855,A
GA Coweta,0.5789457753603482,0.1951231201558502,A
GA Crawford,0.7410204529125053,0.1127033702341155,A
GA Crisp,0.5210737211885198,0.3962761949037872,B
GA Dade,0.7611098818109167,0.08651837220741614,A
GA Dawson,0.6972834689506645,0.10504226487349898,A
GA Decatur,0.5213069690385923,0.378441326620064,B
GA DeKalb,0.04151366115307685,0.7369773338390178,B
GA Dodge,0.7023950093683358,0.18357128455522428,A
GA Dooly,0.37312794828072604,0.5317820793863878,B
GA Dougherty,0.08597976920480072,0.8613745404747756,B
GA Douglas,0.37483398310821137,0.45568003293689574,B
GA Early,0.23398964916082565,0.79266685662159,B
GA Echols,0.5042102302315715,0.3699413334543682,B
GA Effingham,0.6971759091256128,0.12205087863832594,A
GA Elbert,0.7346515693841842,0.16595044025107297,A
GA Emanuel,0.6194803301459261,0.2961791833393117,A
GA Evans,0.6040928357512,0.3131599248012427,A
GA Fannin,0.7991164966081306,0.07712258818483719,A
GA Fayette,0.5059507367636178,0.24384533515688842,A
GA Floyd,0.6508135189132507,0.2227819810692776,A
GA Forsyth,0.507947852217492,0.21632002169199807,A
GA Franklin,0.7835246603146936,0.13228350784011206,A
GA Fulton,0.03838290607207492,0.7399762551806212,B
GA Gilmer,0.725337400755962,0.12996340275118984,A
GA Glascock,0.770201743037461,0.1147703801948779,A
GA Glynn,0.5490606075122301,0.31061873953571917,B
GA Gordon,0.6215324493827031,0.2619261660666229,A
GA Grady,0.6332283398865256,0.2635568737995091,A
GA Greene,0.5546138994719141,0.2995903306375961,A
GA Gwinnett,0.19375207571744463,0.5693535628378072,B
GA Habersham,0.5447491923321092,0.3241049563985561,B
GA Hall,0.4239468243930675,0.39575089072477415,B
GA Hancock,0.07654531802107986,0.948828994907748,B
GA Haralson,0.80263821713452,0.08619922559488088,A
GA Harris,0.615668424672043,0.16306587375203602,A
GA Hart,0.7565492403638268,0.11407690398180778,A
GA Heard,0.7533817179579727,0.1224954899135943,A
GA Henry,0.3655096564729253,0.4214505460322369,B
GA Houston,0.5409103625717476,0.2840601484597988,A
GA Irwin,0.7271542428508545,0.1799402863872808,A
GA Jackson,0.6907999611781812,0.1372524211637725,A
GA Jasper,0.7127468195788034,0.1329053807734729,A
GA Jeff Davis,0.6356467152281359,0.2954787488157173,A
GA Jefferson,0.47729556119292277,0.4429560433392536,B
GA Jenkins,0.3435450096212077,0.5964252351692846,B
GA Johnson,0.535745766144506,0.3737419295286519,B
GA Jones,0.7063036815391021,0.11523199744927354,A
GA Lamar,0.6126738310486547,0.23494632874324708,A
GA Lanier,0.6199028376316055,0.2550772360957974,A
GA Laurens,0.6368373641706631,0.2547446130492148,A
GA Lee,0.495923954266097,0.3468049225585569,B
GA Liberty,0.4254002518973316,0.406039053981897,B
GA Lincoln,0.6882675821925293,0.19818321037272635,A
GA Long,0.5914405979168046,0.2416804109459642,A
GA Lowndes,0.5031577475864505,0.3326890267693608,B
GA Lumpkin,0.723144592966991,0.10280724916181135,A
GA Macon,0.3580338711494801,0.5085507826012104,B
GA Madison,0.7318571334844888,0.12128780263183167,A
GA Marion,0.5324991350057142,0.38163898667736107,B
GA McDuffie,0.6140619240573036,0.2500972083172619,A
GA McIntosh,0.6539469741212315,0.21729943152337963,A
GA Meriwether,0.6250725545150219,0.2563434495333662,A
GA Miller,0.7247198121988644,0.17227396629596503,A
GA Mitchell,0.2428962313584355,0.7087910683127957,B
GA Monroe,0.5643958862994074,0.27652942677500514,A
GA Montgomery,0.6975046610815131,0.17571416670396517,A
GA Morgan,0.6942587191663221,0.12476066680087579,A
GA Murray,0.779952760377451,0.10792089096558134,A
GA Muscogee,0.3171444515230854,0.5433923983918847,B
GA Newton,0.462403421052384,0.36979260531788266,B
GA Oconee,0.5666058154876987,0.19565207892186778,A
GA Oglethorpe,0.6073315392735795,0.22581905217014045,A
GA Paulding,0.5956880397355072,0.18826670259471986,A
GA Peach,0.4577204279244244,0.4119993617718059,B
GA Pickens,0.7228253860522649,0.09663373994377278,A
GA Pierce,0.7086582735737122,0.18484442800311734,A
GA Pike,0.7088028331519208,0.09922778322263495,A
GA Polk,0.7294863429496372,0.17234496049401626,A
GA Pulaski,0.6274061815553379,0.2556372683629522,A
GA Putnam,0.5486725142025743,0.309186671736131,B
GA Quitman,0.5744535006965916,0.38503453785637154,B
GA Rabun,0.7448780334099673,0.13607059954714187,A
GA Randolph,0.06089588664241069,1.0,B
GA Richmond,0.3412099268470506,0.5259679800908661,B
GA Rockdale,0.33464415096402206,0.4699605164695593,B
GA Schley,0.6606186507028438,0.20591495742080912,A
GA Screven,0.5952556440701123,0.3117248951567591,A
GA Seminole,0.6125416468508257,0.29414880924694636,A
GA Spalding,0.5748273301768051,0.3139220331998823,A
