Name,S1,S2,S3,Cluster
AR Crawford,0.12315717541151805,0.7960978300162049,0.03922015282411541,A
AR Crittenden,0.08293253415221204,0.48835674772296594,0.4724267447309565,C
AR Cross,0.012741182989101284,0.8297255000615784,0.12865029511630552,A
AR Dallas,0.008407880141842256,0.7531401198683367,0.2327735162629837,A
AR Desha,0.008244325174821562,0.6755365769988821,0.2954226445231923,C
AR Drew,0.12757085975140187,0.6873796197865688,0.1533804645427745,A
AR Faulkner,0.3896275811723171,0.5387124020968932,0.046639588395098304,A
AR Franklin,0.0643849075432634,0.8623608924034015,0.021703145153715533,A
AR Fulton,0.03312732388085379,0.9087019594698206,8.853917789406581e-17,A
AR Garland,0.25080143786537795,0.7027577660310642,0.07834861386973128,A
AR Grant,0.13128809902788405,0.8113810317012561,0.004462420011894102,A
AR Greene,0.08938583595414276,0.8607809807869625,0.015833511622278862,A
AR Hempstead,0.04483896159833721,0.7230329401156508,0.20977215678249045,A
AR Hot Spring,0.014185150099417542,0.7980977656700997,0.17503145551734464,A
AR Howard,0.05065334192429444,0.7024601984878016,0.22898669669792832,A
AR Independence,0.10884308443652549,0.7877671811712095,0.050755508087419146,A
AR Izard,0.03246207594645317,0.8965371664285637,0.020960275426515688,A
AR Jackson,0.0002663301178723658,0.888628529736209,0.08795568177847178,A
AR Jefferson,0.1359564527740526,0.4694772963821698,0.44346794654354593,C
AR Johnson,0.12427840158006455,0.6923806880665234,0.13327894145782326,A
AR Lafayette,1.1654731134376557e-10,0.7966433705204409,0.18463929260385148,A
AR Lawrence,4.0438862294900503e-5,0.8126907353636603,0.1614599348399772,A
AR Lee,1.6005958679105436e-16,0.3879112214003338,0.7268344471390743,C
AR Lincoln,1.6005958679105436e-16,0.451917575276208,0.6559350684644758,C
AR Little River,2.8552552538512313e-5,0.8205683069087873,0.14720370222462564,A
AR Logan,0.05371244413006902,0.8832577828351458,0.026644017977279704,A
AR Lonoke,0.21786166303450577,0.7010311304215573,0.018087952648961556,A
AR Madison,0.09329688540565552,0.7718065217970282,0.07635933327379892,A
AR Marion,0.042845303414034835,0.9102612578123005,8.853917789406581e-17,A
AR Miller,0.09281867778927354,0.7362639451604924,0.15001791664628958,A
AR Mississippi,0.03634174896961674,0.6562097365894858,0.327068621125744,C
AR Monroe,2.513806148512493e-7,0.7320233834455339,0.26101909335115686,C
AR Montgomery,0.021093226604692525,0.8902883193629335,0.03651244579236602,A
AR Nevada,1.6005958679105436e-16,0.7025813412431967,0.313946610297907,C
AR Newton,0.002198840282910964,0.8004419425164362,0.11641838897469292,A
AR Ouachita,0.07253429717417668,0.7764105138181708,0.14498560093390114,A
AR Perry,0.09316291824640753,0.8407637151539439,0.01176137481777631,A
AR Phillips,4.1348171654152525e-10,0.5810610950288321,0.44946714917671743,C
AR Pike,0.02886146617893202,0.880365319548081,0.04610767947619677,A
AR Poinsett,1.6005958679105436e-16,0.835184950413851,0.16723231500850444,A
AR Polk,0.029231799106201627,0.8512317806790654,0.08087267359890317,A
AR Pope,0.19653363685440903,0.6832818860702026,0.09379093456611928,A
AR Prairie,0.04591352435991952,0.8619945123743042,0.032539111343076736,A
AR Pulaski,0.4993727065357713,0.3247211853648229,0.25237493189089477,B
AR Randolph,0.03360001007424812,0.846368696123097,0.07514523588076272,A
AR Saline,0.09876354464740142,0.7092783508218895,0.174694567409301,A
AR Scott,0.23914791573504565,0.7235264989478142,0.0013198455183523966,A
AR Searcy,0.03685379679962942,0.9012284631127,0.021160678200725286,A
AR Sebastian,0.1398844956151831,0.7622024634495937,0.07053124239947703,A
AR Sevier,0.09952676931695008,0.5543505473719813,0.3569435984021623,C
AR Sharp,0.014268563356682553,0.7602221262677812,0.20073660020263745,A
AR St Francis,0.02579930610126134,0.6593175202176196,0.3067261673916746,C
AR Stone,0.06053962321516168,0.8467960302002974,0.04019875282266825,A
AR Union,0.059672100720506834,0.7286655833864508,0.22076975580485153,A
AR Van Buren,0.045303596115998046,0.8625838173333356,0.04654401018768037,A
AR Washington,0.5163818412334062,0.3331724621666099,0.18000372606479173,B
AR White,0.18298116539572187,0.7504055459348479,0.025999262123271343,A
AR Woodruff,0.018125649411847473,0.8239664957523264,0.12536621396069605,A
AR Yell,0.0018281627181875014,0.6877617506429865,0.3223657621628904,C
CA Alameda,0.8571765421556465,1.8162355934373496e-16,0.2297597645628043,B
CA Alpine,0.6414763926180013,0.3797622310955098,0.043801809018880505,B
CA Amador,0.4972057967568284,0.4577231754677528,0.048603059997808576,A
CA Butte,0.6280018555628946,0.35476587652135294,0.06092414687787093,B
CA Calaveras,0.537471151875709,0.4485298265741367,0.004322242842085175,A
CA Colusa,0.48604966205268424,0.20401005934481095,0.32667422691914266,B
CA Contra Costa,0.889680165826678,1.8162355934373496e-16,0.20314150322079055,B
CA Del Norte,0.4281489473019048,0.4779937970580756,0.1360433747177655,A
CA El Dorado,0.7729978918179208,0.2294884598197391,0.001296460973924964,B
CA Fresno,0.6134130741425581,0.07502453349915633,0.42070646233857767,B
CA Glenn,0.3866732094518104,0.3638631901939133,0.25968743357085056,C
CA Humboldt,0.6594692588958203,0.34522801008004234,0.060452180094997525,B
CA Imperial,0.47184121044616417,1.2266309429696982e-6,0.621332077137533,B
CA Inyo,0.5442398775642204,0.33656087944416613,0.12119590914254702,B
CA Kern,0.5354278147127363,0.15049001012002813,0.4086450050449591,B
CA Kings,0.5334897398126905,0.11221406962697057,0.43241828375506297,B
CA Lake,0.4749808283940956,0.4893815709647741,0.08781572748425012,A
CA Lassen,0.40784587034913083,0.48807862924331413,0.07657554631088316,A
CA Los Angeles,0.8538101093224015,1.8162355934373496e-16,0.36713478261384547,B
CA Madera,0.5088103397841522,0.19476739372016544,0.348242109893415,B
CA Marin,0.9654873408296972,1.8162355934373496e-16,0.09923522250497656,B
CA Mariposa,0.5369206437365692,0.4139956641667616,0.04272356207022188,B
CA Mendocino,0.5834130400425895,0.28352257142563625,0.1864954370474232,B
CA Merced,0.5364194526776087,0.10296200470205698,0.4430055474424072,B
CA Modoc,0.4526064534218795,0.5585930189264557,0.0014158240446400035,A
CA Mono,0.7476016903669479,0.11205706614497406,0.13712899905901837,B
CA Monterey,0.7401880534245805,1.8162355934373496e-16,0.3251169727403363,B
CA Napa,0.8506112875251354,0.0652711937416672,0.167280628941628,B
CA Nevada,0.7320439814914871,0.262781066670627,0.00746545518676007,B
CA Orange,0.9079356447366059,1.8162355934373496e-16,0.21416211588065207,B
CA Placer,0.8629314445675328,0.12110289304320002,0.023670443902825727,B
CA Plumas,0.5136014373496541,0.4930689954961717,8.853917789406581e-17,A
CA Riverside,0.7704583522359248,7.077075807288661e-13,0.3425931143868656,B
CA Sacramento,0.828469792549416,0.01059205752310878,0.28490287958855,B
CA San Benito,0.7474076577510195,0.027492552299287095,0.2689607229379525,B
CA San Bernardino,0.7118117137524392,3.428150886733819e-7,0.41562851878297796,B
CA San Diego,0.9203795987987795,1.8162355934373496e-16,0.20793086115210346,B
CA San Francisco,0.8746952051969139,1.8162355934373496e-16,0.20667999858070046,B
CA San Joaquin,0.6398380885073088,0.06703187120585433,0.3922362094270601,B
CA San Luis Obispo,0.8557822072490853,0.13797242906041599,0.05327633521642672,B
CA San Mateo,0.9056118273251224,1.8162355934373496e-16,0.15740956431036157,B
CA Santa Barbara,0.8111068163501005,1.8162355934373496e-16,0.25836676896755906,B
CA Santa Clara,0.9156573110695219,1.8162355934373496e-16,0.16667554183449956,B
CA Santa Cruz,0.8930775830704106,1.8162355934373496e-16,0.17978417717501513,B
CA Shasta,0.5040646722213085,0.5118831244193224,0.02190193401756064,A
CA Sierra,0.5221066919246737,0.4566823575935606,8.853917789406581e-17,A
CA Siskiyou,0.516990841493576,0.5153120727899718,0.0012011170090036904,A
CA Solano,0.7629159097716729,0.0472140740934529,0.2527951107495939,B
CA Sonoma,0.878013687146071,0.022179309573145116,0.1611063247098543,B
CA Stanislaus,0.5905683674468198,0.14691091650708893,0.3442657083372421,B
CA Sutter,0.5451317802699307,0.2492195279409193,0.22178846031634403,B
CA Tehama,0.4150335021762228,0.516438426568013,0.08944012724155025,A
CA Trinity,0.4453136737315428,0.5779218171247625,6.64204964771136e-15,A
CA Tulare,0.4889712820259009,0.1334725220350874,0.4395531014223292,B
CA Tuolumne,0.5432818920805327,0.4563077047628727,0.0067477256047354574,A
CA Ventura,0.864646306108104,4.4662719937480523e-10,0.19686581508206222,B
CA Yolo,0.8218066056411893,1.8162355934373496e-16,0.22562359403544086,B
CA Yuba,0.4673902312393598,0.34702418999241263,0.22634241289916868,B
CO Adams,0.71851352325374,0.06677991043924852,0.26228772320012145,B
CO Alamosa,0.42469748641036,0.34813969545988366,0.23406794809764384,B
CO Arapahoe,0.8421345850987867,0.029203263800831145,0.19558898221276458,B
CO Archuleta,0.5810337822195017,0.3545072206438437,8.853917789406581e-17,B
CO Baca,0.22890734216460196,0.7055211779858386,0.017498834636151768,A
CO Bent,0.20477805375374009,0.6746421688373063,0.08499958704922479,A
CO Boulder,0.9451190467029603,0.0033366122831585705,0.1076275981905921,B
CO Broomfield,0.8818633605648065,0.03601773243126293,0.12257183702525098,B
CO Chaffee,0.4561587756374763,0.2807293294849055,0.23537324992000014,B
CO Cheyenne,0.340422362141137,0.5994974198149028,0.00443220702510864,A
CO Clear Creek,0.7507492257535885,0.18469218137499893,0.04050024959512201,B
CO Conejos,0.32988675941018863,0.4463537531327892,0.1681398628839904,A
CO Costilla,0.24809697379821033,0.47193797011283395,0.2568757324591776,C
CO Crowley,0.1392671066758271,0.6127488631558311,0.19448740582429486,A
CO Custer,0.42352986513210733,0.5033455221398274,8.853917789406581e-17,A
CO Delta,0.35552035808548355,0.5856866064774028,0.02140215063572447,A
CO Denver,0.7952310748057599,1.8162355934373496e-16,0.2985664659910832,B
CO Dolores,0.3061988451157242,0.6251603816292326,8.853917789406581e-17,A
CO Douglas,0.9495429991622513,0.0083225490292716,0.038991947264806495,B
CO Eagle,0.8420258674374892,1.8162355934373496e-16,0.14904453216084684,B
CO El Paso,0.6014729397135073,0.2652004097665311,0.05353587866196228,B
CO Elbert,0.7096916255524562,0.28470031478387653,0.03886979844472189,B
CO Fremont,0.3319575001221645,0.6226432064910615,0.008146064140167176,A
CO Garfield,0.664770528768096,0.1898663147958678,0.13639549983543314,B
CO Gilpin,0.7196938637695449,0.2523412282748757,8.853917789406581e-17,B
CO Grand,0.743923134983946,0.21286954154460355,0.012980122722586182,B
CO Gunnison,0.7370588955771568,0.08874346203537067,0.14662325137644716,B
CO Hinsdale,0.49636988995198417,0.39866062883115216,8.853917789406581e-17,A
CO Huerfano,0.3947711262052113,0.5339126548118633,0.07454303977574964,A
CO Jackson,0.4612500269793401,0.4699357026061211,8.853917789406581e-17,A
CO Jefferson,0.8264155715720141,0.09635277923832306,0.10186654958245096,B
CO Kiowa,0.23677689942929642,0.7020736132555304,8.853917789406581e-17,A
CO Kit Carson,0.22377917604128963,0.5701409533708883,0.14900538698861568,A
CO La Plata,0.6659102488790154,0.2922254197798389,0.029919493625211985,B
CO Lake,0.6906503939789821,0.19768885365214198,0.04795818444289732,B
CO Larimer,0.8643375626553108,0.10197607802844674,0.03580777159156745,B
CO Las Animas,0.3920655472590798,0.524600276404744,0.05816200182713955,A
CO Lincoln,0.35937780967793975,0.5628562495887176,0.01903035960898886,A
CO Logan,0.3224643524714785,0.48588347481844324,0.19252391337674526,A
CO Mesa,0.5237573349867702,0.4570206642945683,0.0018849968754256444,A
CO Mineral,0.4825685453015143,0.4114642890345327,0.04224681779689919,A
CO Moffat,0.3506684921399201,0.5390321429190619,0.050138837069609414,A
CO Montezuma,0.38207614284709657,0.5158709587120072,0.05482687291739697,A
CO Montrose,0.3787435794508965,0.46782799907006406,0.10585908845327315,A
CO Morgan,0.26964165475574703,0.32759104484919244,0.42814878705435844,C
CO Otero,0.2751801456431174,0.569369945772217,0.1471654096502606,A
CO Ouray,0.6466943786350613,0.22209851811384837,0.07490430703229047,B
CO Park,0.5544513527208,0.34387552366425095,0.004323475395880609,B
CO Phillips,0.3703269902640081,0.5250907070814578,0.058653515116784655,A
CO Pitkin,0.9206139881708292,0.004994138018227003,0.07561274335783928,B
CO Prowers,0.2891464684488692,0.58370947610482,0.0847487408450955,A
CO Pueblo,0.4722021239392745,0.4119697068735736,0.12883050662035692,B
CO Rio Blanco,0.4835917209875957,0.4466868915772396,8.853917789406581e-17,A
CO Rio Grande,0.3050570598220206,0.47225644177427406,0.18787645342326847,A
CO Routt,0.8205158790793262,0.07833079136063568,0.07682889175924668,B
CO Saguache,0.29476445189274847,0.38013152984938153,0.28728584921071926,C
CO San Juan,0.6151002140363994,0.38981950062085857,3.423393936928527e-5,B
CO San Miguel,0.8124182646476095,0.11932530324766875,0.026592152143163267,B
CO Sedgwick,0.27313683004767025,0.6406727492432318,0.046819949106931213,A
CO Summit,0.9031381767123561,5.960845834363525e-10,0.09362539821926452,B
CO Teller,0.5717351640333288,0.37362669723831177,0.021779626535598708,B
CO Washington,0.29279208046157745,0.6105438491151548,0.029966863453258084,A
CO Weld,0.5954613158274252,0.21868010230991525,0.16874622807229753,B
CO Yuma,0.3699917998906692,0.49533175450376504,0.09552741507746536,A
CT Tolland,0.9405701249951997,1.8162355934373496e-16,0.16429104373629294,B
CT New Haven,0.7793306504322913,1.8162355934373496e-16,0.37096901525933734,B
CT Windham,0.7016536607982545,0.24826020429610934,0.04771282125444085,B
CT Hartford,0.7765339840651599,3.0762668974351913e-13,0.3275794806073026,B
CT Litchfield,0.7939296907677756,0.10618549296509322,0.22014468915471433,B
CT Fairfield,0.7927071562068508,1.8162355934373496e-16,0.3510530658427767,B
CT New London,0.8445392817736512,0.08640041715632511,0.12471760436526348,B
CT Middlesex,0.728113291156061,0.12834577877561007,0.23993038549981346,B
DE New Castle,0.6242472658025547,0.22431769455637796,0.25093839799911505,B
DE Kent,0.6405573591307091,0.1949798014276293,0.22822699984286648,B
DE Sussex,0.4698795723251794,0.32308843735309445,0.2619336117609189,B
DC DC,0.7307826908587745,1.8162355934373496e-16,0.42177558717746555,B
FL Alachua,0.7226334077662713,0.14376412097142455,0.17522787770143797,B
FL Baker,0.10305745845713701,0.7229192461373445,0.15125708690929895,A
FL Bay,0.3731546946485004,0.5177611417529068,0.13822994791992987,A
FL Bradford,0.11674788750824645,0.7206918107526489,0.1561270789769421,A
FL Brevard,0.5680689713251511,0.3825862433383586,0.08780018852637923,B
FL Broward,0.7649312765465734,1.8162355934373496e-16,0.3716056673954492,B
FL Calhoun,0.06995953199119964,0.6799800154524229,0.24375893497837117,C
FL Charlotte,0.3954171748137102,0.48574325204106833,0.11987230635099011,A
FL Citrus,0.26342782328346537,0.6657949317882986,0.06712269911346633,A
FL Clay,0.427289520044353,0.4555979256174144,0.11104436881918141,A
FL Collier,0.6931812104043835,0.16121248717322137,0.2062938432146108,B
FL Columbia,0.14164992913199836,0.6626059464670406,0.20834388476534865,A
FL Desoto,0.15768414740540737,0.4412722139108468,0.3949088393276526,C
FL Dixie,0.06509001467585392,0.7767118467188476,0.18205906908847824,A
FL Duval,0.5893794834346735,0.2613568925650359,0.2453514329112016,B
FL Escambia,0.4379147098914683,0.3756171287499145,0.2197799894810423,B
FL Flagler,0.4681816580847703,0.4666967077044527,0.0526873909236801,A
FL Franklin,0.1832151055976307,0.6574608713873413,0.16420632592680107,A
FL Gadsden,0.16353699191951515,0.38320648537300794,0.5013612921624045,C
FL Gilchrist,0.12792440620945045,0.7150702544765545,0.12620154981810894,A
FL Glades,0.13001779641262898,0.5537937896993863,0.2938279231657695,C
FL Gulf,0.13343451472802512,0.6547356693905435,0.19746562026620157,A
FL Hamilton,0.071894934548837,0.586965077093836,0.38131124141451705,C
FL Hardee,0.12158650512375511,0.46075560435749285,0.38903070748107893,C
FL Hendry,0.20328030866776026,0.24222287313625293,0.6047523455398434,C
FL Hernando,0.3023014275850242,0.6167181311556694,0.07230991954547515,A
FL Highlands,0.24653953219521565,0.5824694297437302,0.15984314141355704,A
FL Hillsborough,0.6796163068915986,0.12860846319895167,0.2797173383166362,B
FL Holmes,0.05755804985671852,0.8042651509905329,0.12837601287141417,A
FL Indian River,0.4873933272975058,0.4231302378599579,0.10804002126919102,B
FL Jackson,0.09637727853785417,0.6141104399853631,0.3049376053983726,C
FL Jefferson,0.18245378688283484,0.5259340597721526,0.27749440040587275,C
FL Lafayette,0.06710811245883147,0.5974748110712222,0.4008403444806672,C
FL Lake,0.46101584541272767,0.4492739486223729,0.10862902204002729,A
FL Lee,0.5897922702689856,0.2624672650278408,0.20450886028096946,B
FL Leon,0.7497564413935324,0.12854898625698444,0.18469828693367485,B
FL Levy,0.15316939709134073,0.7158797223601633,0.11074217939786803,A
FL Liberty,0.0884055227848916,0.5802502269823573,0.36468194233326295,C
FL Madison,0.10654740278434119,0.5688833045598198,0.36084372207234466,C
FL Manatee,0.5507725942228573,0.30846977789401375,0.19091413056545325,B
FL Marion,0.3471912578707297,0.5278317691820846,0.13816422320368502,A
FL Martin,0.581873802550986,0.33039833719806816,0.1396158792053277,B
FL Miami-Dade,0.5988882321057944,1.8162355934373496e-16,0.5287514117566066,B
FL Monroe,0.6970253003230238,0.20563885415952515,0.18197201317288014,B
FL Nassau,0.37855565088495213,0.563736023240717,0.0472083072799139,A
FL Okaloosa,0.5136465714203626,0.4161912997478133,0.0899182602647576,B
FL Okeechobee,0.13553843339067748,0.577489380305998,0.2853074737009787,C
FL Orange,0.720895757725782,0.05453701655451547,0.3256901810932654,B
FL Osceola,0.512500461253989,0.17326612464857358,0.3524834145089848,B
FL Palm Beach,0.8041534446804396,0.03299833429360859,0.2930675323744336,B
FL Pasco,0.49764259731617067,0.4406534356851368,0.10577716021832374,A
FL Pinellas,0.6603732433013481,0.25776957595822,0.18711216886434195,B
FL Polk,0.40539041466068026,0.3684122877231626,0.26356978732120995,C
FL Putnam,0.12694944560526583,0.661714635078886,0.20685337116467814,A
FL Santa Rosa,0.5110728563029044,0.36611763548916304,0.06397557630112004,B
FL Sarasota,0.5663184127472702,0.3557639502776863,0.1430037941936464,B
FL Seminole,0.5575513287891561,0.35174223755051215,0.10522312297705275,B
FL St. Johns,0.6590077507028912,0.3268153820814784,0.044591781351489,B
