150.18217,55.674347,109.69653
148.60652,57.992874,108.77819
99.19126,93.32893,121.237854
147.94995,120.80677,41.684063
169.65862,100.57324,41.684135
190.55779,101.16268,21.990532
193.14835,96.88387,24.950891
191.61526,99.216064,24.099485
192.95528,96.70391,25.02626
153.86633,114.6604,44.924995
170.27693,99.63821,42.59492
85.33611,190.30035,32.261997
153.18239,113.09463,47.27833
127.84805,153.63051,29.199476
188.97635,101.16467,24.089415
153.68965,112.68164,47.660522
190.61124,99.94665,24.111801
152.25047,117.58474,43.062737
151.48001,115.09838,44.837532
188.92249,101.1446,24.380552
154.4936,112.95637,46.419796
152.37366,112.98135,46.90581
105.00703,123.68921,84.157524
193.37173,97.25785,24.308481
152.958,111.163506,48.392414
191.62112,98.74701,24.145733
191.5024,99.839035,23.402138
192.6595,98.04118,24.352879
94.23658,147.59254,67.945656
153.23906,111.47885,49.13544
23.190542,126.44524,161.9824
139.52827,131.12581,36.956608
191.08714,99.55633,21.879747
191.47842,99.62044,23.687847
191.70178,99.24556,23.93587
152.31572,113.94225,47.160492
214.17755,80.36271,19.71687
102.31772,125.23952,84.79444
190.07765,100.32043,24.252531
22.793753,126.92704,161.66266
192.96535,96.60474,24.151978
86.15606,148.1955,77.15826
184.55269,106.282074,21.918226
193.66805,96.09241,23.833202
191.23615,99.70697,24.062698
192.82451,97.77528,24.2066
190.92789,99.12761,24.426779
190.76346,98.486786,25.57954
194.1774,97.176094,23.783623
151.9656,115.99684,44.872566
194.35664,97.30242,23.740946
153.81403,114.168945,45.92061
6.07461e-9,232.67192,70.683464
170.7481,119.95876,22.835722
155.22923,111.96169,46.901867
154.21927,112.24556,47.18531
87.079185,145.60289,79.266975
207.72772,84.472855,20.727842
210.72668,82.228096,20.20964
172.3587,117.36969,23.77672
190.22304,100.75768,23.660946
193.11719,97.35968,24.420063
191.91136,99.162796,23.753868
172.15034,98.607056,42.01085
191.57373,98.83309,24.132156
191.07178,97.77744,23.8137
153.7832,113.41709,46.19123
189.89455,100.11751,24.42314
104.42336,197.05258,0.00048457528
4.934293e-10,236.35068,59.68958
1.7356262e-8,232.44955,69.73258
1.6277104e-7,304.61996,0.0019762896
162.68378,146.38821,1.1361104
188.48712,125.29951,0.18564472
161.85509,148.49994,1.2831305
84.92214,175.06996,48.917786
4.5692183e-14,284.4913,3.6805333e-11
72.66899,173.6686,64.67184
