ID Owyhee,0.4009361,0.6776962,B
ID Payette,0.53754216,0.57008994,A
ID Power,0.0010396256,0.99880654,B
ID Shoshone,0.46239865,0.61870223,B
ID Teton,0.0010897544,0.9974612,B
ID Twin Falls,0.7918571,0.36902496,A
ID Valley,0.21609057,0.81988084,B
ID Washington,7.76255e-7,0.99631995,B
IL Putnam,0.17990011,0.84551096,B
IL Randolph,0.6611819,0.4713379,A
IL Fayette,0.53333473,0.5718453,A
IL Ford,0.49155906,0.60362726,B
IL Grundy,0.72270757,0.41657457,A
IL Lasalle,0.6605097,0.47182015,A
IL Lee,0.6614498,0.47115588,A
IL Logan,0.39463073,0.68241405,B
IL Hancock,0.22601949,0.81657684,B
IL Gallatin,2.2267656e-12,0.96835345,B
IL Mcdonough,0.664293,0.46889934,A
IL Perry,0.2333831,0.8113811,B
IL Scott,0.10356292,0.88585585,B
IL Macon,0.7936755,0.36837986,A
IL Dupage,0.87262625,0.2978234,A
IL Clark,0.23263294,0.8090651,B
IL Cumberland,0.15475222,0.86523116,B
IL Edgar,0.33873844,0.72197264,B
IL Henderson,0.36914712,0.70051986,B
IL Whiteside,0.6637547,0.46685088,A
IL Calhoun,9.144947e-12,0.967644,B
IL Carroll,0.53179073,0.57382464,A
IL Douglas,0.35284096,0.71337724,B
IL Jackson,0.79659736,0.3658864,A
IL Jersey,0.58397883,0.52703655,A
IL Lawrence,0.39489365,0.68210536,B
IL Sangamon,0.79869336,0.36541364,A
IL White,0.3962137,0.6820253,B
IL Hardin,0.16762106,0.85613436,B
IL Edwards,3.1422875e-11,0.98283356,B
IL Stark,0.14763817,0.8720634,B
IL Richland,0.39230022,0.6847139,B
IL Pope,9.0686166e-13,0.9678153,B
IL Clay,0.18633027,0.84321445,B
IL Will,0.8756727,0.29547924,A
IL Kane,0.8730541,0.29858217,A
IL Kendall,0.8648197,0.30274284,A
IL St. Clair,0.881716,0.2936896,A
IL Union,0.47093126,0.6215915,B
IL Alexander,0.5464809,0.5631564,A
IL Hamilton,0.52301645,0.57767236,A
IL Jasper,0.54145604,0.56498605,A
IL Lake,0.8753545,0.29672068,A
IL Rock Island,0.793475,0.36794263,A
IL Franklin,0.39149985,0.68535817,B
IL Dewitt,0.3626317,0.70504344,B
IL Vermilion,0.78494173,0.37464392,A
IL Knox,0.5390175,0.5689396,A
IL Winnebago,0.80022955,0.36332682,A
IL Clinton,0.5905155,0.52228,A
IL Cook,0.8900445,0.28575817,A
IL Mclean,0.7830384,0.37518838,A
IL Pulaski,0.23425746,0.8124447,B
IL Schuyler,7.267037e-9,0.98942727,B
IL Warren,0.39915758,0.6802798,B
IL Wayne,0.5275252,0.5766493,A
IL Madison,0.8695571,0.30223998,A
IL Marion,0.3987986,0.6804741,B
IL Massac,0.35991743,0.7083596,B
IL Mercer,0.5341526,0.57070816,A
IL Monroe,0.43837768,0.6423466,B
IL Ogle,0.77222615,0.38290215,A
IL Dekalb,0.8623463,0.3065992,A
