78,0.38148427,0.40148965,0.87586695,0.43964523,A
21,0.37815717,0.45360684,0.989681,0.46256852,A
466,0.44488642,0.33937648,0.5130703,0.66682756,B
467,1.0,2.348103e-16,3.4718528e-16,2.3333865e-16,C
468,0.36278528,0.4243039,0.92785764,0.41655767,A
469,0.35961103,0.43697706,0.9557621,0.44087893,A
470,0.53362846,0.32213676,8.231196e-14,0.87099296,B
471,0.81836987,2.348103e-16,3.4718528e-16,2.3333865e-16,C
472,0.4120417,0.418543,3.4718528e-16,0.75767905,B
473,1.8787025e-16,1.0,3.4718528e-16,2.3333865e-16,D
121,0.3385705,0.4181852,0.94372255,0.464913,A
81,0.3759138,0.39073262,0.8508144,0.4311759,A
79,0.37601244,0.39066845,0.85034585,0.43116212,A
197,0.3762155,0.38391328,0.8383845,0.51956403,A
198,0.3741788,0.3939964,0.8620892,0.50564474,A
266,0.45462662,0.25026965,0.58568674,0.7121663,B
331,0.3923862,0.40551478,0.9016897,0.46488798,A
295,0.3727798,0.44514188,0.9730779,0.4537026,A
118,0.3574849,0.43908358,0.9629552,0.43907833,A
437,0.3560393,0.37626866,0.82008135,0.4078728,A
117,0.371313,0.44330588,0.9688337,0.4514014,A
112,0.37866145,0.4519795,0.98568076,0.46018252,A
122,0.34546536,0.4273717,0.93491787,0.42868298,A
265,0.41981778,0.33381608,0.75499016,0.6041674,A
287,0.38508803,0.443716,0.96912754,0.46445698,A
308,0.37351272,0.43723953,0.95267856,0.43557113,A
428,0.68565017,2.348103e-16,3.4718528e-16,0.6733618,B
109,0.3719214,0.44567254,0.97330487,0.44855237,A
216,0.3687726,0.4438258,0.9677651,0.44787312,A
203,1.0119241e-10,0.32655966,0.94090325,0.77303857,A
431,0.45198235,0.17951232,0.71308357,0.7455187,B
123,0.31299886,0.4007158,0.9236539,0.44220296,A
105,0.37757587,0.45102596,0.9836991,0.45757374,A
182,0.4491056,0.23893775,0.69306767,0.65126884,B
114,0.38195813,0.44558212,0.97202843,0.4588338,A
243,0.36401656,0.4369366,0.9540572,0.44485363,A
316,0.36976773,0.45117578,0.9799966,0.44769412,A
